,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"6,537","8,244","8,551","10,936","10,879","14,773","9,286","18,741","15,722","19,504","19,400"
Market Cap Growth,-4.68%,26.12%,3.72%,27.88%,-0.52%,35.80%,-37.14%,101.80%,-16.11%,24.06%,-
Enterprise Value,"9,125","9,176","8,717","11,639","11,658","15,243","13,998","22,544","19,958","23,688","24,738"
PE Ratio,22.84,11.62,22.80,22.83,18.25,20.71,-177.22,29.78,16.50,19.86,19.64
PS Ratio,1.04,1.22,1.23,1.53,1.35,1.74,1.19,2.60,1.63,1.86,1.76
PB Ratio,3.03,3.53,4.38,5.20,4.96,6.17,3.98,6.66,7.15,8.86,9.51
P/FCF Ratio,18.17,34.01,9.77,17.83,17.87,18.05,36.11,19.84,17.68,19.39,20.90
P/OCF Ratio,8.49,17.50,10.99,12.18,10.86,11.75,13.06,15.70,12.52,12.62,12.77
EV/Sales Ratio,1.45,1.36,1.26,1.62,1.44,1.79,1.79,3.13,2.07,2.26,2.25
EV/EBITDA Ratio,12.74,7.65,9.40,12.29,10.87,13.10,56.22,22.82,13.06,14.92,14.79
EV/EBIT Ratio,22.15,10.42,13.67,17.27,15.36,18.43,-130.95,35.40,17.20,19.74,19.72
EV/FCF Ratio,25.37,37.85,9.96,18.98,19.16,18.63,54.43,23.87,22.44,23.54,26.65
Debt / Equity Ratio,1.25,0.63,0.23,0.45,0.42,0.39,2.35,1.78,2.12,2.07,2.71
Debt / EBITDA Ratio,3.75,1.22,0.47,0.99,0.86,0.80,21.99,5.08,3.05,2.87,3.31
Debt / FCF Ratio,7.47,6.05,0.50,1.53,1.52,1.13,21.29,5.31,5.24,4.52,5.96
Quick Ratio,0.11,0.51,0.29,0.24,0.17,0.37,0.45,0.69,0.27,0.23,0.12
Current Ratio,1.22,0.88,0.69,0.46,0.40,0.61,0.61,1.01,0.64,0.52,0.36
Asset Turnover,0.88,1.13,1.37,1.53,1.51,1.50,0.79,0.71,0.93,1.04,1.03
Interest Coverage,3.07,4.58,3.70,16.77,4.71,16.48,-1.87,10.03,16.89,14.76,11.56
Return on Equity (ROE),13.60%,32.20%,18.10%,24.80%,28.50%,30.90%,-2.20%,24.60%,39.00%,47.10%,47.80%
Return on Assets (ROA),4.00%,11.90%,7.40%,10.20%,11.10%,12.60%,-0.50%,6.20%,9.20%,9.70%,9.40%
Return on Capital (ROIC),6.58%,9.97%,20.98%,16.85%,24.49%,23.02%,0.61%,9.09%,14.80%,15.62%,14.59%
Earnings Yield,4.38%,8.61%,4.39%,4.38%,5.48%,4.83%,-0.56%,3.36%,6.06%,5.03%,5.20%
FCF Yield,5.50%,2.94%,10.23%,5.61%,5.59%,5.54%,2.77%,5.04%,5.66%,5.16%,4.79%
Dividend Yield,4.40%,3.40%,3.10%,2.50%,2.90%,2.50%,3.40%,1.10%,3.50%,3.00%,3.23%
Payout Ratio,100.90%,39.60%,71.40%,58.20%,52.40%,51.90%,-614.00%,32.10%,59.00%,60.00%,63.36%
Buyback Yield / Dilution,-1.22%,2.63%,0.31%,2.55%,0.24%,0.48%,2.15%,-7.42%,2.12%,4.73%,1.87%
Total Shareholder Return,3.18%,6.03%,3.41%,5.05%,3.14%,2.98%,5.55%,-6.32%,5.62%,7.73%,5.09%
