,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"11,282","15,788","12,195","13,161","14,671","15,591","23,852","19,991","22,641","22,892","21,179"
Market Cap Growth,-0.43%,39.94%,-22.76%,7.92%,11.47%,6.27%,52.99%,-16.19%,13.25%,1.11%,-
Enterprise Value,"24,221","28,283","24,694","27,247","30,566","33,221","43,247","42,229","49,280","49,428","47,194"
PE Ratio,15.85,16.78,-69.07,-22.55,35.64,18.37,19.22,14.40,20.24,20.75,14.43
PS Ratio,0.99,1.26,1.06,1.21,1.33,1.42,2.19,1.98,1.93,1.66,1.67
PB Ratio,1.17,1.58,1.32,1.63,1.84,1.76,2.33,1.83,1.95,1.77,1.55
P/FCF Ratio,30.78,12.70,15.55,-12.59,-11.48,-8.38,-13.36,-8.10,-5.49,-8.15,-21.54
P/OCF Ratio,3.54,4.06,3.71,4.39,5.59,6.54,8.47,7.43,9.84,8.85,5.29
EV/Sales Ratio,2.13,2.26,2.14,2.51,2.76,3.02,3.98,4.18,4.20,3.59,3.72
EV/EBITDA Ratio,6.78,6.57,12.59,19.35,8.24,12.91,10.78,9.76,11.23,11.88,9.43
EV/EBIT Ratio,15.52,12.99,-158.10,-38.09,18.75,62.32,23.62,20.39,22.98,25.09,16.78
EV/FCF Ratio,66.09,22.76,31.49,-26.06,-23.92,-17.85,-24.22,-17.12,-11.96,-17.59,-50.18
Debt / Equity Ratio,1.42,1.39,1.50,1.89,2.09,2.05,1.94,2.20,2.33,2.06,2.01
Debt / EBITDA Ratio,3.83,3.23,7.06,10.85,4.50,7.04,4.94,5.54,6.17,6.43,5.50
Debt / FCF Ratio,37.32,11.20,17.66,-14.61,-13.05,-9.73,-11.10,-9.73,-6.57,-9.53,-30.32
Quick Ratio,0.47,0.66,0.78,0.74,0.40,0.29,0.29,0.43,0.29,0.27,0.55
Current Ratio,0.97,1.14,1.32,1.15,0.65,0.54,0.54,0.65,0.59,0.64,0.91
Asset Turnover,0.26,0.27,0.26,0.24,0.24,0.23,0.21,0.17,0.20,0.24,0.21
Interest Coverage,2.58,3.47,-0.24,-1.07,2.46,0.75,2.47,2.64,2.57,2.16,2.85
Return on Equity (ROE),7.40%,9.40%,-1.90%,-7.20%,5.10%,9.60%,12.10%,12.70%,9.60%,8.50%,11.10%
Return on Assets (ROA),1.60%,2.00%,-0.40%,-1.30%,0.90%,1.80%,2.40%,2.40%,1.90%,1.90%,2.50%
Return on Capital (ROIC),4.30%,5.20%,-1.96%,-3.49%,2.42%,1.74%,5.35%,5.54%,4.07%,5.35%,5.50%
Earnings Yield,6.31%,5.96%,-1.45%,-4.43%,2.81%,5.44%,5.20%,6.94%,4.94%,4.82%,6.97%
FCF Yield,3.25%,7.87%,6.43%,-7.94%,-8.71%,-11.94%,-7.49%,-12.34%,-18.20%,-12.27%,-4.29%
Dividend Yield,5.20%,3.80%,4.90%,4.70%,4.30%,4.20%,3.10%,3.70%,3.40%,3.60%,4.51%
Payout Ratio,83.20%,63.40%,-337.40%,-104.90%,152.80%,76.50%,57.50%,53.90%,69.30%,75.90%,65.13%
Buyback Yield / Dilution,-0.47%,-0.97%,0.62%,0.16%,-0.92%,-1.57%,-7.43%,-2.08%,-0.38%,-1.82%,-3.74%
Total Shareholder Return,4.73%,2.83%,5.52%,4.86%,3.38%,2.63%,-4.33%,1.62%,3.02%,1.78%,0.77%
