,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"11,267","10,032","11,037","13,316","10,238","10,778","13,585","16,255","9,772","10,649","10,100"
Market Cap Growth,-9.29%,-10.96%,10.01%,20.64%,-23.11%,5.27%,26.04%,19.66%,-39.88%,8.98%,-
Enterprise Value,"18,602","16,747","17,450","19,665","16,180","16,356","18,639","20,955","14,430","14,947","14,398"
PE Ratio,15.00,11.83,12.92,9.62,9.48,14.20,28.42,18.97,12.32,11.91,11.37
PS Ratio,1.18,1.04,1.23,1.39,1.01,1.16,1.60,1.55,0.92,1.16,1.10
PB Ratio,3.21,2.55,2.44,2.46,1.76,1.81,2.26,2.85,1.90,1.95,1.85
P/FCF Ratio,13.41,10.32,14.54,13.21,10.09,10.04,12.83,15.61,27.84,19.68,18.67
P/OCF Ratio,7.86,6.18,7.97,8.04,6.64,7.17,9.34,10.04,10.02,7.75,7.35
EV/Sales Ratio,1.95,1.74,1.94,2.06,1.59,1.76,2.20,2.00,1.36,1.62,1.56
EV/EBITDA Ratio,11.46,8.56,9.29,9.31,7.54,9.47,14.30,11.59,8.84,8.31,8.01
EV/EBIT Ratio,15.86,12.08,13.43,12.89,10.50,14.64,25.57,16.50,12.48,11.50,11.08
EV/FCF Ratio,22.15,17.23,22.99,19.51,15.94,15.24,17.60,20.13,41.11,27.63,26.61
Debt / Equity Ratio,2.15,1.78,1.45,1.21,1.06,0.97,0.93,0.90,1.00,0.89,0.89
Debt / EBITDA Ratio,4.65,3.58,3.51,3.10,2.88,3.35,4.31,2.85,3.15,2.70,2.70
Debt / FCF Ratio,8.99,7.21,8.69,6.49,6.08,5.39,5.31,4.96,14.68,8.96,8.96
Quick Ratio,0.70,0.65,0.78,0.80,0.92,0.88,1.02,0.69,0.54,0.66,0.66
Current Ratio,1.57,1.40,1.60,1.59,1.82,1.86,1.74,1.56,1.16,1.35,1.35
Asset Turnover,0.73,0.61,0.58,0.60,0.63,0.57,0.53,0.65,0.70,0.63,0.63
Interest Coverage,6.27,5.27,5.09,6.33,6.56,5.12,3.47,6.41,6.35,6.05,6.05
Return on Equity (ROE),20.00%,22.60%,19.50%,27.80%,18.80%,12.80%,7.90%,14.30%,14.60%,16.80%,16.80%
Return on Assets (ROA),5.70%,5.40%,5.50%,8.70%,6.60%,4.70%,3.00%,5.40%,5.30%,6.10%,6.10%
Return on Capital (ROIC),8.00%,9.55%,10.18%,13.83%,10.36%,8.08%,5.93%,13.36%,9.45%,8.13%,8.13%
Earnings Yield,6.67%,8.45%,7.74%,10.39%,10.55%,7.04%,3.52%,5.27%,8.12%,8.39%,8.85%
FCF Yield,7.46%,9.69%,6.88%,7.57%,9.91%,9.96%,7.80%,6.40%,3.59%,5.08%,5.36%
Dividend Yield,1.90%,2.50%,2.50%,2.30%,3.10%,3.20%,2.70%,2.30%,3.80%,3.50%,3.80%
Payout Ratio,28.80%,29.10%,32.60%,21.90%,30.10%,45.70%,75.60%,44.60%,47.80%,42.20%,43.26%
Buyback Yield / Dilution,3.50%,-0.05%,1.25%,2.06%,2.57%,2.90%,0.38%,0.76%,10.75%,1.19%,1.19%
Total Shareholder Return,5.40%,2.45%,3.75%,4.36%,5.67%,6.10%,3.08%,3.06%,14.55%,4.69%,4.99%
