,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"8,091","8,966","9,435","9,006","10,343","11,078","9,303","10,093","10,936","11,907","13,169","12,160","10,694","9,402","7,811","8,321","7,726","6,127","7,219","7,054","6,173","7,796","7,799","8,813","8,744","4,176","5,554","4,870","6,492","8,108","9,038","8,995","15,195","15,233","12,218","11,386","13,099","12,081","12,224","10,904","13,232"
Market Cap Growth,2.74%,-1.87%,7.72%,8.95%,27.83%,23.55%,-1.40%,12.07%,5.73%,7.48%,41.55%,20.49%,-2.22%,-21.03%,-40.69%,-31.57%,-27.76%,-34.84%,-7.58%,-15.23%,-20.09%,27.24%,8.04%,24.94%,41.65%,-46.44%,-28.79%,-44.74%,-25.76%,94.18%,62.73%,84.71%,134.06%,87.87%,35.19%,26.58%,-13.79%,-20.69%,0.05%,-4.24%,-
Enterprise Value,"12,164","13,077","13,974","13,549","14,752","16,578","14,695","15,411","16,123","16,847","18,020","16,990","15,618","14,360","13,058","13,716","12,966","11,006","11,982","11,795","10,904","12,618","12,684","14,076","14,029","9,524","10,793","9,991","11,651","13,292","14,118","16,154","22,460","22,475","19,446","18,588","20,221","19,017","18,934","17,718","20,047"
PE Ratio,45.46,45.46,40.05,24.05,28.28,18.81,14.85,19.81,13.16,17.92,17.70,19.43,32.15,35.00,37.43,22.75,20.74,14.03,15.84,16.05,14.04,18.93,22.45,27.47,25.72,12.96,5.68,5.58,6.66,7.92,23.05,9.59,18.56,16.59,17.92,49.04,130.01,78.80,32.21,24.79,27.65
PS Ratio,9.39,10.17,10.48,9.64,10.41,10.56,8.48,8.93,9.37,10.09,11.18,10.35,9.13,8.06,6.66,7.04,6.43,5.06,5.98,5.90,5.30,6.75,6.80,7.68,7.55,3.62,5.01,4.49,6.14,7.72,8.21,7.44,11.14,10.09,7.42,6.65,7.58,6.93,6.95,6.16,7.47
PB Ratio,1.75,1.94,2.04,1.91,2.17,2.21,1.87,2.05,2.17,2.30,2.48,2.29,2.04,1.80,1.49,1.60,1.43,1.13,1.33,1.31,1.16,1.47,1.47,1.80,1.80,0.87,1.00,0.89,1.16,1.43,1.58,0.91,1.54,1.52,1.25,1.17,1.38,1.25,1.27,1.14,1.38
P/FCF Ratio,16.39,16.43,24.47,29.01,15.56,54.25,23.38,35.37,157.53,21.54,28.42,27.25,24.86,25.93,21.81,28.97,29.20,13.69,10.24,8.74,7.21,10.65,15.27,19.43,18.92,10.37,15.87,11.48,17.83,23.85,17.16,21.11,37.79,31.01,24.23,18.71,23.78,17.94,17.85,20.03,24.31
P/OCF Ratio,14.19,14.90,14.96,16.49,16.43,18.13,15.79,17.34,22.15,25.46,31.09,25.57,18.06,15.36,11.55,12.97,12.58,9.43,10.84,11.08,9.68,12.97,13.01,14.59,14.98,7.15,10.94,8.59,11.00,13.91,13.99,16.62,24.55,22.90,15.92,12.55,15.21,11.94,12.00,10.52,12.76
Debt / Equity Ratio,0.91,0.95,1.02,1.00,0.96,1.14,1.11,1.12,1.07,1.00,0.98,0.94,0.96,0.98,1.03,1.06,1.02,0.94,0.94,0.91,0.91,0.93,0.94,1.10,1.11,1.21,0.98,0.99,0.97,0.96,0.93,0.77,0.77,0.76,0.77,0.75,0.76,0.75,0.75,0.75,0.75
Interest Coverage,2.36,2.90,2.72,4.90,2.21,7.14,3.20,2.49,8.61,3.91,5.02,1.38,2.94,2.64,4.09,3.55,2.65,3.89,4.55,3.26,3.12,3.63,3.28,2.86,3.40,2.96,16.58,0.19,5.40,3.92,3.52,10.75,2.43,5.16,-1.11,2.09,1.13,6.23,3.27,2.94,3.40
