,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"62,507","51,636","54,433","56,368","46,343","36,814","16,119","27,076","57,253","52,567","53,111"
Market Cap Growth,-18.46%,-17.39%,5.42%,3.55%,-17.78%,-20.56%,-56.21%,67.97%,111.45%,-8.18%,-
Enterprise Value,"61,537","55,547","62,019","64,524","53,627","73,336","51,240","54,700","77,034","72,052","72,596"
PE Ratio,101.47,-6.60,-94.83,43.00,11.22,-37.37,-1.03,17.79,4.58,13.93,15.52
PS Ratio,2.85,4.07,5.24,4.25,2.45,1.69,0.99,1.03,1.54,1.82,1.84
PB Ratio,1.79,2.12,2.53,2.74,2.17,1.08,0.87,1.33,1.90,1.74,1.76
P/FCF Ratio,23.32,-20.55,98.43,40.73,16.86,48.50,17.89,3.53,4.59,-,-
P/OCF Ratio,5.65,15.41,16.09,11.60,6.04,4.99,4.08,2.59,3.41,-,-
EV/Sales Ratio,2.80,4.37,5.96,4.86,2.83,3.37,3.15,2.08,2.08,2.49,2.51
EV/EBITDA Ratio,9.27,-12.43,18.66,11.37,5.38,9.91,-6.85,4.11,3.49,-,-
EV/EBIT Ratio,25.88,-6.16,-65.70,38.57,8.94,58.20,-3.29,11.28,5.09,9.77,9.84
EV/FCF Ratio,22.96,-22.10,112.15,46.62,19.51,96.62,56.87,7.14,6.18,-,-
Debt / Equity Ratio,0.20,0.34,0.46,0.48,0.48,1.17,2.01,1.49,0.69,0.69,0.69
Debt / EBITDA Ratio,1.03,-1.86,2.95,1.73,1.03,5.41,-4.99,2.29,0.94,-,-
Debt / FCF Ratio,2.55,-3.30,17.76,7.10,3.75,52.75,41.40,3.97,1.67,-,-
Quick Ratio,1.59,1.21,1.13,0.93,1.18,0.81,0.65,0.99,0.68,0.51,0.51
Current Ratio,1.68,1.37,1.33,1.12,1.34,1.15,1.07,1.23,1.15,0.92,0.92
Asset Turnover,0.33,0.25,0.25,0.32,0.43,0.27,0.18,0.34,0.51,0.40,0.40
Interest Coverage,30.88,-61.31,-3.23,4.85,15.42,1.18,-10.94,3.01,14.71,7.80,7.80
Return on Equity (ROE),1.50%,-25.70%,-2.50%,6.30%,19.60%,-3.50%,-67.40%,8.00%,44.80%,12.80%,12.80%
Return on Assets (ROA),0.90%,-15.60%,-1.40%,3.10%,9.40%,-1.20%,-17.60%,2.00%,17.10%,5.20%,5.20%
Return on Capital (ROIC),0.83%,-29.21%,-4.96%,4.27%,13.19%,-3.77%,-25.47%,6.46%,26.01%,9.77%,9.77%
Earnings Yield,0.99%,-15.16%,-1.05%,2.33%,8.91%,-2.68%,-97.24%,5.62%,21.84%,7.18%,7.10%
FCF Yield,Upgrade,4.29%,-4.87%,1.02%,2.46%,5.93%,2.06%,5.59%,28.29%,21.76%,-
Dividend Yield,3.60%,4.40%,4.20%,4.20%,5.10%,7.60%,4.70%,0.10%,0.80%,1.20%,1.45%
Payout Ratio,364.60%,-29.00%,-402.70%,178.90%,57.40%,-257.40%,-4.80%,2.50%,3.90%,17.10%,22.56%
Buyback Yield / Dilution,3.80%,1.51%,-0.06%,-0.14%,1.34%,-18.32%,-4.24%,-0.30%,2.68%,3.14%,3.14%
Total Shareholder Return,7.40%,5.91%,4.14%,4.06%,6.44%,-10.72%,0.46%,-0.20%,3.48%,4.34%,4.59%
