,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"12,841","13,351","13,486","13,427","16,290","14,230","13,627","12,566","12,949","14,856","15,149","14,958","14,210","13,712","13,672","14,044","13,930","13,183","13,469","14,587","14,092","16,350","15,129","14,548","15,434","9,789","12,545","13,730","14,491","16,692","18,271","17,362","19,968","17,890","18,832","21,118","24,493","23,558","23,779","20,276","20,038"
Market Cap Growth,30.19%,10.53%,11.47%,7.19%,26.86%,6.58%,1.04%,-6.42%,-20.51%,4.40%,11.18%,19.04%,9.74%,-7.70%,-9.75%,-6.11%,-1.97%,-3.86%,-1.49%,3.87%,1.16%,24.03%,12.33%,-0.27%,9.53%,-40.13%,-17.08%,-5.63%,-6.11%,70.52%,45.65%,26.45%,37.79%,7.18%,3.07%,21.64%,22.66%,31.68%,26.27%,-3.99%,-
Enterprise Value,"13,409","14,147","14,140","14,127","16,918","14,957","14,253","12,992","13,362","15,351","15,691","15,508","14,842","14,559","14,599","14,979","16,860","16,172","16,291","17,142","16,902","20,131","19,174","18,312","19,340","13,873","15,534","16,516","16,967","18,981","20,603","19,657","22,451","21,635","22,432","24,532","28,004","27,136","27,516","23,859","23,621"
PE Ratio,18.75,19.13,19.85,19.29,22.90,19.91,19.13,17.70,18.35,21.14,21.68,21.49,20.68,19.89,19.87,21.24,22.59,20.82,20.10,19.93,17.39,20.59,19.11,18.21,24.85,16.39,-65.53,-71.74,-497.94,320.54,22.48,21.33,22.22,19.30,17.07,17.80,20.71,18.99,19.61,16.20,16.15
PS Ratio,0.91,0.92,0.92,0.89,1.06,0.92,0.88,0.82,0.85,0.97,1.00,0.98,0.93,0.88,0.87,0.88,0.85,0.78,0.76,0.80,0.84,0.96,0.91,0.89,0.88,0.56,0.75,0.83,0.88,0.99,1.02,0.95,1.06,0.91,0.92,0.99,1.11,1.04,1.04,0.88,0.87
PB Ratio,3.83,3.93,3.82,3.84,4.93,4.47,4.20,3.98,4.12,4.60,4.68,4.50,4.45,4.26,4.16,4.16,4.08,3.76,3.84,4.04,4.08,4.60,4.13,3.99,4.20,2.88,4.40,4.56,4.52,5.02,5.65,5.45,5.72,4.97,5.17,5.76,6.46,6.00,5.84,4.84,4.79
P/FCF Ratio,13.61,15.15,15.79,19.03,23.56,18.82,17.45,12.44,12.23,13.81,13.50,17.01,17.45,17.86,21.89,23.22,20.50,18.59,17.31,13.66,15.10,19.35,20.14,21.44,24.17,14.87,9.54,9.76,7.69,7.89,11.17,12.13,19.60,16.63,16.22,16.68,19.25,22.29,31.71,23.29,23.02
P/OCF Ratio,12.15,13.35,14.10,16.61,20.62,16.68,15.53,11.46,11.17,12.68,12.26,14.89,15.02,15.02,17.97,18.80,17.09,15.48,14.56,12.17,12.31,15.30,15.26,15.08,17.30,10.82,8.13,8.65,7.18,7.43,10.31,10.94,15.87,13.19,14.00,14.13,16.70,18.61,20.99,15.54,15.36
Debt / Equity Ratio,0.23,0.26,0.23,0.24,0.23,0.28,0.26,0.20,0.20,0.22,0.24,0.23,0.27,0.32,0.34,0.34,0.95,0.94,0.90,0.81,0.91,1.17,1.26,1.16,1.14,1.30,1.39,1.22,1.08,1.02,1.03,1.01,0.92,1.21,1.13,1.10,1.10,1.08,1.05,1.01,1.01
Quick Ratio,0.58,0.56,0.59,0.58,0.56,0.57,0.58,0.57,0.52,0.52,0.51,0.51,0.51,0.49,0.49,0.49,0.50,0.52,0.53,0.53,0.48,0.47,0.52,0.50,0.42,0.46,0.47,0.48,0.43,0.46,0.44,0.43,0.38,0.38,0.38,0.38,0.37,0.39,0.39,0.39,0.39
Current Ratio,1.64,1.56,1.57,1.54,1.56,1.50,1.49,1.49,1.41,1.37,1.33,1.34,1.40,1.35,1.31,1.32,1.34,1.32,1.33,1.33,1.28,1.21,1.26,1.26,1.24,1.22,1.22,1.23,1.21,1.21,1.18,1.19,1.18,1.16,1.17,1.18,1.15,1.16,1.15,1.16,1.16
Interest Coverage,9.74,-,-,-,11.57,-,-,-,13.08,-,-,-,12.21,36.96,40.91,28.26,13.18,10.51,12.34,12.63,9.97,9.86,13.77,12.31,2.74,9.34,-18.84,12.33,12.96,16.60,18.55,22.10,25.19,17.41,25.28,23.94,22.67,24.98,28.60,30.38,26.67
Return on Capital (ROIC),Upgrade,16.73%,16.30%,15.75%,16.14%,17.59%,17.65%,17.50%,18.87%,18.72%,17.88%,17.42%,17.00%,16.48%,15.75%,15.01%,14.14%,9.17%,9.38%,10.30%,11.54%,12.03%,10.25%,9.30%,9.47%,8.12%,7.51%,1.19%,1.74%,3.82%,4.86%,12.34%,12.49%,13.02%,11.51%,14.31%,15.63%,15.26%,15.60%,14.77%,14.99%
Dividend Yield,2.60%,2.50%,2.50%,2.60%,2.20%,2.50%,2.70%,2.90%,2.90%,2.50%,2.50%,2.60%,2.80%,2.90%,2.90%,2.80%,2.80%,3.10%,3.00%,2.90%,3.00%,2.60%,2.90%,3.00%,2.90%,4.60%,3.60%,3.30%,3.10%,2.80%,2.50%,2.70%,2.30%,2.70%,2.60%,2.30%,2.10%,2.20%,2.20%,2.60%,2.66%
