,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-03-29,2015-06-28,2015-09-27,2015-12-31,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"14,526","16,223","18,359","21,572","23,146","24,308","21,210","23,860","22,367","23,545","25,747","26,435","26,256","30,616","31,186","35,104","40,524","41,220","44,116","41,098","48,198","54,323","59,532","63,038","55,895","65,086","78,575","78,657","74,829","88,478","92,012","115,457","89,009","80,896","69,420","68,303","77,126","79,580","80,086","90,615","86,492"
Market Cap Growth,-13.02%,5.04%,17.87%,31.98%,59.34%,49.84%,15.53%,10.61%,-3.37%,-3.14%,21.39%,10.79%,17.39%,30.03%,21.12%,32.80%,54.34%,34.64%,41.46%,17.07%,18.94%,31.79%,34.94%,53.39%,15.97%,19.81%,31.99%,24.78%,33.87%,35.94%,17.10%,46.79%,18.95%,-8.57%,-24.55%,-40.84%,-13.35%,-1.63%,15.36%,32.67%,-
Enterprise Value,"17,678","19,299","21,413","24,321","26,232","27,411","24,252","27,574","26,160","27,356","29,563","30,176","30,095","34,480","34,907","38,493","43,824","44,617","49,166","45,849","52,983","59,158","64,321","67,715","60,566","69,583","82,784","82,415","78,577","92,163","95,490","118,715","92,610","84,978","73,662","72,812","81,759","84,608","85,077","95,329","91,206"
PE Ratio,27.99,30.78,32.67,37.00,39.03,57.88,47.88,70.39,59.17,36.85,37.37,32.20,30.71,34.87,33.28,40.63,41.44,36.97,37.90,28.78,34.73,39.51,40.75,42.03,34.70,40.25,47.25,48.02,42.18,46.35,46.42,56.68,42.94,38.71,33.59,32.31,37.24,35.96,35.13,38.66,37.16
PS Ratio,3.18,3.52,3.89,4.51,4.83,5.06,4.41,5.01,4.64,4.85,5.27,5.41,5.30,6.10,6.09,6.62,7.45,7.38,7.71,7.06,8.15,8.99,9.68,10.07,8.82,10.27,12.01,11.78,10.67,11.94,12.08,14.85,11.28,10.12,8.67,8.45,9.53,9.68,9.57,10.61,10.12
PB Ratio,13.49,12.88,13.46,16.45,18.11,20.67,17.26,22.34,19.20,17.35,16.24,17.78,16.32,17.85,15.68,19.83,20.68,20.92,20.83,18.81,20.80,22.53,22.23,23.28,20.30,21.83,21.81,20.87,18.30,20.34,19.67,25.41,19.11,17.66,14.89,15.51,17.16,17.21,15.77,18.13,17.31
P/FCF Ratio,85.45,45.44,51.14,48.37,43.76,49.81,36.63,54.23,51.90,53.76,55.02,53.19,46.23,49.86,37.89,31.29,29.34,28.51,28.67,27.25,32.17,35.76,41.54,46.49,40.98,43.39,50.86,46.43,44.46,52.05,51.37,66.43,55.32,56.53,54.70,51.47,52.79,61.74,53.50,55.76,53.23
P/OCF Ratio,38.53,29.60,34.19,34.46,32.65,36.17,27.44,35.93,34.15,35.14,36.52,37.08,33.62,37.16,30.45,26.08,25.08,24.20,24.32,22.96,26.93,29.51,33.13,35.12,30.81,33.65,39.48,37.00,35.33,40.94,40.86,52.17,41.95,40.92,37.52,35.72,35.84,39.81,36.45,38.51,36.76
Debt / Equity Ratio,3.40,2.90,2.68,2.77,2.85,3.10,2.96,4.56,3.84,3.29,2.82,3.00,2.78,2.66,2.87,2.80,2.53,2.52,3.04,2.95,2.84,2.74,2.47,2.44,2.41,2.63,2.18,1.95,1.80,1.69,1.44,1.48,1.45,1.47,1.45,1.84,1.50,1.46,1.33,1.35,1.35
Quick Ratio,1.43,1.58,1.66,1.71,1.07,0.98,0.98,1.17,1.36,1.49,1.51,1.47,0.92,0.94,1.71,2.34,2.60,2.62,2.31,2.24,2.55,2.58,2.72,1.67,1.69,2.39,1.94,2.13,2.29,2.31,3.01,2.57,1.44,1.29,1.28,1.51,1.72,1.72,1.87,1.77,1.77
Current Ratio,2.86,3.14,3.36,3.19,2.27,2.11,2.08,2.15,2.84,3.20,3.24,3.04,1.96,2.01,2.80,3.86,4.27,4.38,4.06,3.60,4.05,4.17,4.39,2.63,2.77,3.47,2.82,3.05,3.29,3.37,4.54,3.86,2.25,2.18,2.28,2.37,3.27,3.50,3.87,3.36,3.36
Interest Coverage,8.83,7.79,9.17,6.17,9.21,0.03,10.38,2.87,8.72,9.10,9.17,6.63,9.20,9.41,10.65,9.62,9.91,10.54,8.74,8.08,7.80,9.27,10.43,8.80,10.38,9.33,10.63,8.26,13.07,12.18,12.77,10.39,14.74,13.64,13.60,10.56,12.08,16.05,13.15,12.05,13.30
Return on Capital (ROIC),Upgrade,12.78%,12.48%,12.94%,13.56%,13.82%,10.87%,11.25%,7.25%,8.44%,12.45%,12.92%,15.62%,15.92%,15.79%,13.69%,14.31%,15.68%,17.76%,15.12%,18.50%,17.60%,17.27%,17.71%,18.09%,19.16%,16.63%,16.15%,16.40%,17.15%,17.94%,18.97%,19.65%,19.75%,20.02%,19.59%,18.30%,20.03%,21.06%,20.89%,21.54%
Dividend Yield,0.90%,0.80%,0.80%,0.70%,0.60%,0.60%,0.80%,0.70%,0.80%,1.00%,0.70%,0.70%,0.70%,0.70%,0.60%,0.60%,0.50%,0.40%,0.50%,0.60%,0.50%,0.50%,0.50%,0.50%,0.60%,0.50%,0.50%,0.50%,0.50%,0.50%,0.50%,0.40%,0.60%,0.70%,0.80%,0.90%,0.80%,0.80%,0.80%,0.80%,0.92%
Payout Ratio,23.20%,26.70%,21.80%,28.80%,25.20%,-118.60%,21.80%,166.00%,23.20%,42.20%,0.00%,29.70%,21.90%,42.00%,0.00%,65.60%,17.50%,15.90%,17.50%,17.50%,25.20%,21.30%,18.00%,20.20%,22.50%,25.30%,19.80%,26.70%,21.20%,23.10%,21.60%,28.70%,25.80%,28.80%,28.80%,32.80%,31.50%,25.90%,29.10%,32.90%,34.08%
Buyback Yield / Dilution,-0.12%,-0.29%,-0.42%,-0.54%,-0.50%,0.30%,0.15%,0.54%,0.74%,0.28%,0.76%,0.81%,0.84%,0.96%,1.10%,1.12%,1.11%,1.32%,1.34%,1.31%,1.37%,1.07%,0.89%,0.88%,0.85%,0.87%,0.62%,0.31%,0.23%,0.23%,0.46%,0.67%,0.80%,1.15%,1.51%,1.86%,2.00%,1.82%,1.64%,1.43%,1.73%
Total Shareholder Return,0.78%,0.51%,0.38%,0.16%,0.10%,0.90%,0.95%,1.24%,1.54%,1.28%,1.46%,1.51%,1.54%,1.66%,1.70%,1.72%,1.61%,1.72%,1.84%,1.91%,1.87%,1.57%,1.39%,1.38%,1.45%,1.37%,1.12%,0.81%,0.73%,0.73%,0.96%,1.07%,1.40%,1.85%,2.31%,2.76%,2.80%,2.62%,2.44%,2.23%,2.64%
