,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"59,655","55,918","48,201","49,614","30,431","36,874","34,970","83,002","46,758","48,796","48,365"
Market Cap Growth,-1.98%,-6.26%,-13.80%,2.93%,-38.66%,21.17%,-5.16%,137.35%,-43.67%,4.36%,-
Enterprise Value,"168,069","108,459","106,078","112,764","96,340","103,879","104,292","138,958","102,937","111,431","111,000"
PE Ratio,48.46,7.58,10.50,6.42,8.28,784.54,-27.34,4.63,-23.60,11.23,11.39
PS Ratio,0.41,0.37,0.32,0.32,0.19,0.24,0.28,0.61,0.30,0.28,0.27
PB Ratio,2.44,1.95,1.65,1.40,0.85,1.11,1.14,1.71,1.08,1.14,1.13
P/FCF Ratio,8.47,6.19,3.75,4.49,4.20,3.68,1.89,8.68,-3596.80,7.30,7.24
P/OCF Ratio,4.11,3.45,2.43,2.74,2.03,2.09,1.44,5.26,6.82,3.27,3.24
EV/Sales Ratio,1.17,0.73,0.70,0.72,0.60,0.67,0.82,1.02,0.65,0.63,0.63
EV/EBITDA Ratio,17.85,5.70,6.33,6.07,6.45,10.35,11.24,5.16,17.00,8.59,8.55
EV/EBIT Ratio,82.71,9.84,13.73,12.10,17.34,302.85,196.78,7.09,-64.90,21.08,20.99
EV/FCF Ratio,23.86,12.01,8.25,10.21,13.31,10.38,5.63,14.54,-7918.26,16.68,16.61
Debt / Equity Ratio,4.88,4.64,4.90,4.34,4.29,4.68,5.27,2.85,3.21,3.49,3.49
Debt / EBITDA Ratio,12.65,6.98,8.54,8.31,10.32,15.48,17.42,5.13,22.95,11.50,11.50
Debt / FCF Ratio,16.92,14.71,11.12,13.97,21.31,15.52,8.73,14.44,-10689.92,22.33,22.33
Quick Ratio,-,1.11,1.07,1.08,1.04,0.99,1.05,1.03,1.02,1.01,1.01
Current Ratio,-,1.25,1.20,1.24,1.20,1.16,1.20,1.20,1.20,1.20,1.20
Asset Turnover,0.69,0.69,0.64,0.63,0.62,0.60,0.48,0.54,0.63,0.66,0.66
Interest Coverage,2.55,14.27,8.12,7.83,4.52,0.34,0.32,10.88,-1.26,4.06,4.06
Return on Equity (ROE),4.70%,27.50%,15.10%,23.50%,10.10%,0.10%,-4.10%,46.70%,-4.50%,10.00%,10.00%
Return on Assets (ROA),0.60%,3.40%,1.90%,3.10%,1.40%,0.00%,-0.50%,7.00%,-0.80%,1.60%,1.60%
Return on Capital (ROIC),0.23%,3.11%,2.28%,2.44%,1.43%,0.30%,-2.29%,2.44%,3.44%,3.10%,3.10%
Earnings Yield,2.06%,13.19%,9.52%,15.58%,12.08%,0.13%,-3.66%,21.61%,-4.24%,8.91%,8.99%
FCF Yield,11.81%,16.15%,26.68%,22.27%,23.78%,27.14%,52.98%,11.52%,-0.03%,13.69%,13.82%
Dividend Yield,3.20%,4.30%,7.00%,5.20%,9.50%,6.50%,1.70%,0.50%,4.30%,10.30%,3.66%
Payout Ratio,161.30%,32.30%,73.30%,33.50%,78.50%,6000.00%,-46.90%,2.20%,-102.00%,114.70%,41.67%
Buyback Yield / Dilution,2.43%,-3.12%,-0.13%,-0.03%,0.03%,-0.15%,0.77%,-1.54%,0.50%,-0.67%,-0.67%
Total Shareholder Return,5.63%,1.18%,6.87%,5.17%,9.53%,6.35%,2.47%,-1.04%,4.80%,9.63%,2.99%
