,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"22,289","18,201","18,476","25,309","22,360","28,681","34,638","44,559","24,648","24,209","24,327"
Market Cap Growth,3.01%,-18.34%,1.51%,36.98%,-11.65%,28.27%,20.77%,28.64%,-44.69%,-1.78%,-
Enterprise Value,"20,783","17,029","17,271","23,406","20,935","27,046","32,640","43,285","23,222",-,"22,260"
PE Ratio,18.13,14.88,15.21,16.90,12.17,13.46,14.60,14.45,15.82,13.88,13.61
PS Ratio,5.60,4.33,4.38,5.28,4.16,5.11,5.58,5.81,3.80,3.75,3.77
PB Ratio,4.13,3.82,3.69,4.35,3.65,4.04,4.49,4.94,2.79,0,2.56
P/FCF Ratio,19.13,13.43,832.27,583.16,15.41,21.76,20.32,13.87,11.62,19.86,13.21
P/OCF Ratio,17.26,12.08,108.37,110.28,13.80,18.84,18.05,12.91,10.45,19.86,11.77
EV/Sales Ratio,5.22,4.05,4.09,4.88,3.90,4.81,5.26,5.64,3.58,-,3.45
EV/EBITDA Ratio,10.99,8.86,9.76,13.30,9.08,14.59,14.52,12.66,7.67,-,11.80
EV/EBIT Ratio,11.68,9.48,10.55,14.48,9.76,16.26,15.86,13.46,9.75,-,13.38
EV/FCF Ratio,17.84,12.57,777.99,539.32,14.42,20.52,19.15,13.47,10.94,-,12.09
Debt / Equity Ratio,0,0,0,0,0,0.02,0.02,0.03,0.07,0,0
Debt / EBITDA Ratio,-,-,-,-,-,-,0.07,0.05,0.08,0.17,-
Debt / FCF Ratio,-,-,-,-,-,-,0.09,0.05,0.12,0.27,-
Quick Ratio,11.67,8.44,7.54,8.67,6.99,9.86,11.06,5.07,11.14,0,0
Current Ratio,11.67,8.44,7.54,8.67,6.99,9.86,11.06,5.07,5.53,0,0
Asset Turnover,0.71,0.82,0.68,0.64,0.70,0.60,0.58,0.61,0.56,0,0.52
Interest Coverage,0,0,0,0,0,0,0,0,7.48,0.49,0.37
Return on Equity (ROE),25.52%,22.67%,25.51%,29.90%,31.55%,34.80%,33.41%,40.00%,17.27%,19.73%,18.37%
Return on Assets (ROA),24.43%,21.67%,23.79%,24.06%,24.39%,27.72%,25.43%,28.92%,12.45%,14.98%,14.22%
Return on Capital (ROIC),24.09%,21.50%,23.28%,26.58%,30.07%,20.86%,22.09%,36.61%,19.05%,16.38%,14.42%
Earnings Yield,5.52%,6.72%,6.58%,5.92%,8.22%,7.43%,6.85%,6.92%,6.32%,7.21%,7.18%
FCF Yield,5.23%,7.45%,0.12%,0.17%,6.49%,4.60%,4.92%,7.21%,8.61%,5.04%,7.57%
Dividend Yield,2.07%,5.82%,2.93%,2.22%,3.11%,2.56%,2.44%,3.82%,4.49%,0.00%,4.56%
Payout Ratio,37.58%,86.59%,44.51%,37.60%,37.79%,34.43%,35.65%,55.20%,71.08%,0.00%,62.00%
Buyback Yield / Dilution,-0.41%,2.43%,4.06%,2.08%,-0.73%,3.36%,3.10%,1.04%,0.74%,1.01%,0.27%
Total Shareholder Return,1.66%,8.25%,6.99%,4.30%,2.37%,5.92%,5.54%,4.86%,5.24%,1.01%,4.82%
