,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"38,249","36,671","35,314","28,185","28,681","30,150","27,314","19,241","22,223","25,316","24,664","24,337","27,338","28,405","25,892","23,296","23,611","19,668","21,307","21,603","16,364","17,727","18,703","15,125","15,727","8,598","14,351","17,255","22,999","27,944","29,212","25,544","19,539","24,523","16,020","12,359","10,958","14,513","10,366","8,399","7,328"
Market Cap Growth,58.21%,24.83%,17.77%,-15.52%,-25.01%,-17.78%,-22.65%,-31.73%,-22.52%,-16.03%,-9.70%,26.49%,23.01%,12.20%,4.98%,-4.28%,-13.63%,-30.76%,-17.71%,-7.27%,-30.69%,-9.87%,-12.22%,-29.99%,-3.89%,-51.50%,-23.27%,14.08%,46.23%,224.99%,103.56%,48.04%,-15.04%,-12.24%,-45.16%,-51.62%,-43.92%,-40.82%,-35.29%,-32.04%,-
Enterprise Value,"44,316","44,354","41,300","34,966","35,365","37,533","35,094","27,907","30,354","33,154","32,897","33,115","36,115","37,195","34,906","32,841","33,488","29,227","30,905","31,274","34,621","27,451","28,704","25,286","35,519","28,387","33,947","35,659","41,331","41,749","43,029","39,957","32,579","37,612","29,307","26,278","25,347","29,655","25,793","23,567","22,496"
PE Ratio,20.36,19.26,18.87,9.35,9.69,10.45,9.83,12.30,15.73,16.97,15.58,14.89,21.68,53.00,151.42,81.74,10.17,6.38,6.22,6.50,4.74,3.62,3.41,2.69,4.75,4.61,10.48,12.74,9.50,9.92,8.66,7.75,4.30,6.03,4.65,3.94,9.93,-32.47,-8.90,-7.63,-7.63
PS Ratio,2.73,2.66,2.59,2.06,2.29,2.42,2.19,1.56,1.75,1.98,1.97,1.97,2.08,2.20,1.96,1.75,0.89,0.73,0.78,0.79,0.62,0.60,0.56,0.41,0.58,0.33,0.57,0.71,0.91,1.07,1.10,0.93,0.68,0.86,0.54,0.41,0.36,0.48,0.35,0.28,0.24
PB Ratio,3.84,4.33,3.92,3.75,4.12,4.71,4.58,3.27,4.00,4.62,4.58,4.55,7.41,9.85,9.86,7.78,11.94,9.92,9.83,8.59,1.57,4.08,3.94,2.99,1.19,0.64,1.03,1.19,1.50,1.46,1.45,1.24,0.87,1.08,0.70,0.55,0.48,0.66,0.48,0.38,0.34
P/FCF Ratio,23.03,23.19,28.64,44.81,26.15,29.44,20.10,13.36,18.17,13.93,15.53,12.82,18.36,23.93,22.00,19.93,11.33,9.46,9.71,9.44,5.25,5.38,5.87,4.35,17.77,26.21,16.73,9.58,11.67,8.40,11.22,24.66,32.62,-34.20,-26.09,-17.07,-78.83,-15.56,-9.26,-20.05,-20.05
P/OCF Ratio,20.42,20.52,24.42,33.51,22.50,25.31,18.04,11.95,15.94,12.63,13.84,11.72,16.22,20.64,18.87,17.05,9.68,8.07,8.38,8.21,4.72,4.82,5.18,3.81,12.79,13.09,12.04,8.19,10.03,7.63,9.96,18.50,20.50,-65.75,-64.86,-33.14,50.04,-26.10,-13.41,-110.52,-110.52
Debt / Equity Ratio,0.65,0.94,0.69,0.92,1.02,1.21,1.36,1.50,1.52,1.50,1.56,1.67,2.54,3.10,3.50,3.24,5.14,4.89,4.55,3.92,1.83,2.35,2.15,2.05,1.55,1.52,1.58,1.48,1.39,1.01,0.95,0.94,0.86,0.81,0.76,0.76,0.75,0.79,0.79,0.78,0.78
Quick Ratio,0.86,0.89,0.98,1.05,0.96,1.17,0.99,1.03,1.04,1.21,1.11,1.14,1.06,1.06,1.07,0.92,1.00,0.97,1.02,0.97,0.97,1.03,1.04,0.94,0.83,0.91,1.18,1.29,1.21,1.47,1.42,1.28,1.40,1.29,1.14,0.97,0.92,0.85,0.83,0.87,0.87
Current Ratio,1.28,1.25,1.62,1.59,1.36,1.69,1.51,1.62,1.61,1.64,1.65,1.76,1.64,1.64,1.76,1.55,1.58,1.52,1.60,1.51,1.43,1.50,1.65,1.52,1.32,1.22,1.56,1.70,1.66,1.78,1.78,1.66,1.76,1.58,1.47,1.31,1.23,1.12,1.17,1.26,1.26
Interest Coverage,8.13,8.55,7.98,20.65,6.87,7.42,6.29,7.25,4.48,7.79,6.96,6.99,0.92,-0.05,3.05,7.59,3.99,6.47,5.42,5.80,4.41,7.60,6.14,4.07,-0.16,3.70,3.56,3.47,4.71,5.39,5.12,3.71,10.93,2.95,3.38,2.44,0.93,-5.63,-0.64,2.44,-0.70
Return on Capital (ROIC),Upgrade,12.64%,12.64%,13.51%,14.76%,13.76%,13.23%,12.58%,11.33%,12.77%,13.54%,13.95%,13.82%,15.48%,18.55%,16.17%,15.03%,31.38%,31.71%,33.53%,32.95%,14.41%,40.17%,43.63%,43.98%,11.78%,7.26%,6.04%,6.01%,8.46%,9.45%,10.22%,9.72%,8.48%,7.35%,5.87%,5.07%,4.51%,-0.41%,-2.74%,-2.38%
