,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"3,571","3,570","3,188","3,367","2,394","3,500","3,219","3,257","2,695","3,588","2,976","3,084","3,518","3,343","3,257","3,171","16,764","3,761","3,466","3,263","15,935","7,100","7,143","6,698","6,057","6,499","6,075","5,837","6,874","7,412","6,564","6,610","8,000","7,328","7,779","6,916","8,131","7,265","7,616","7,133"
Revenue Growth (YoY),47.02%,-11.63%,-5.37%,1.97%,-32.96%,-1.96%,0.97%,-3.27%,12.57%,2.51%,-7.55%,-5.31%,30.54%,-6.83%,9.44%,2.82%,376.52%,12.50%,6.42%,2.90%,-4.95%,88.78%,106.09%,105.27%,-61.99%,-8.46%,-14.95%,-12.85%,13.49%,14.05%,8.05%,13.24%,16.38%,-1.13%,18.51%,4.63%,1.64%,-0.86%,-2.10%,3.14%
Cost of Revenue,"2,122","2,121","1,798","1,936","1,834","2,142","1,907","1,842","2,020","2,272","1,758","1,788","2,138","2,074","2,004","1,862","9,543","2,400","2,184","1,922","8,893","4,248","4,210","3,959","4,296","3,956","3,361","3,462","4,213","4,363","3,865","4,064","5,452","4,796","5,106","4,460","5,483","6,638","5,924","4,681"
Gross Profit,"1,449","1,449","1,390","1,431",560,"1,358","1,312","1,415",675,"1,316","1,218","1,296","1,380","1,269","1,253","1,309","7,221","1,361","1,282","1,341","7,042","2,852","2,933","2,739","1,761","2,543","2,714","2,375","2,661","3,049","2,699","2,546","2,548","2,532","2,673","2,456","2,648",627,"1,692","2,452"
"Selling, General & Admin",641,587,589,617,178,588,605,597,171,503,510,521,520,488,507,525,"3,636",524,532,549,"3,443","1,313","1,371","1,473","1,324","1,298","1,183","1,323","1,516","1,422","1,459","1,526","1,991","1,619","1,710","1,670","2,034","1,753","1,783","1,736"
Other Operating Expenses,84,66,65,167,1,72,117,69,-91,51,61,54,381,76,72,74,800,76,115,119,698,-237,101,257,687,371,306,169,303,98,24,167,142,151,186,256,465,146,219,137
Operating Expenses,725,653,654,784,179,660,722,666,80,554,571,575,901,564,579,599,"4,436",600,647,668,"4,141","1,076","1,472","1,730","2,011","1,669","1,489","1,492","1,819","1,520","1,483","1,693","2,133","1,770","1,896","1,926","2,499","1,899","2,002","1,873"
Operating Income,724,796,736,647,381,698,590,749,595,762,647,721,479,705,674,710,"2,785",761,635,673,"2,901","1,776","1,461","1,009",-250,874,"1,225",883,842,"1,529","1,216",853,415,762,777,530,149,"-1,272",-310,579
Interest Expense / Income,94,93,94,89,87,93,94,102,103,100,100,104,107,109,111,116,752,118,116,115,681,240,237,246,239,241,263,259,268,259,243,243,241,240,230,231,230,226,240,232
Other Expense / Income,-40,1,-14,"-1,191",-217,8,-1,10,134,-17,-49,-6,381,710,336,-170,-215,-3,6,6,-104,-47,6,7,-211,-17,289,-17,-419,133,-29,-48,"-2,218",55,-1,-33,-65,1,-156,12
Pretax Income,670,702,656,"1,749",511,597,497,637,358,679,596,623,-9,-114,227,764,"2,248",646,513,552,"2,324","1,583","1,218",756,-278,650,673,641,993,"1,137","1,002",658,"2,392",467,548,332,-16,"-1,499",-394,335
Income Tax,200,234,217,110,98,203,165,211,97,206,173,145,104,138,169,172,325,135,113,64,268,-376,241,126,-20,134,192,26,183,226,-34,120,334,34,129,101,-37,-381,-95,40
Net Income,470,468,439,"1,639",413,394,332,426,261,473,423,478,-113,-252,58,592,"1,923",511,400,488,"2,056","1,959",977,630,-258,516,481,615,810,911,"1,036",538,"2,058",433,419,231,21,"-1,118",-299,295
Net Income Growth,19.59%,5.64%,-6.99%,231.78%,-12.13%,-15.81%,-24.37%,-74.01%,-36.80%,20.05%,27.41%,12.21%,-,-,-86.29%,23.85%,-,-,589.66%,-17.57%,6.92%,283.37%,144.25%,29.10%,-,-73.66%,-50.77%,-2.38%,-,76.55%,115.38%,-12.52%,154.07%,-52.47%,-59.56%,-57.06%,-98.98%,-,-,27.71%
Shares Outstanding (Basic),600,593,568,527,518,497,492,482,472,460,453,445,430,410,406,402,400,383,379,376,374,373,375,375,375,614,615,616,617,620,646,647,647,649,649,649,649,651,652,651
