,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"152,326","173,849","149,235","152,141","173,918","234,107","221,456","319,832","171,969","148,304","204,707"
Market Cap Growth,30.80%,14.13%,-14.16%,1.95%,14.31%,34.61%,-5.40%,44.42%,-46.23%,-13.76%,-
Enterprise Value,"163,700","186,916","164,795","173,415","190,642","275,675","262,170","358,279","208,723","180,553","245,205"
PE Ratio,20.31,20.74,15.89,16.94,13.81,21.18,-77.32,160.32,54.68,63.00,68.47
PS Ratio,3.12,3.31,2.68,2.76,2.93,3.36,3.39,4.74,2.08,1.67,2.30
PB Ratio,3.39,3.91,3.45,3.68,3.57,2.63,2.65,3.61,1.81,1.49,2.03
P/FCF Ratio,23.55,24.42,17.84,17.45,17.69,135.32,61.58,160.80,161.17,30.28,25.79
P/OCF Ratio,15.58,15.27,11.36,12.33,12.17,35.44,29.07,57.45,28.61,15.03,15.72
EV/Sales Ratio,3.35,3.56,2.96,3.15,3.21,3.96,4.01,5.31,2.52,2.03,2.76
EV/EBITDA Ratio,11.69,11.78,9.55,10.47,10.68,14.34,56.13,41.97,18.25,17.51,22.02
EV/EBIT Ratio,13.97,13.83,11.19,12.58,12.85,18.31,-388.98,104.58,33.27,36.53,42.07
EV/FCF Ratio,25.31,26.25,19.71,19.89,19.39,159.35,72.91,180.13,195.62,36.87,30.89
Debt / Equity Ratio,0.33,0.39,0.47,0.61,0.43,0.53,0.70,0.61,0.51,0.47,0.47
Debt / EBITDA Ratio,1.06,1.09,1.17,1.53,1.17,2.44,12.55,6.37,4.23,4.50,4.28
Debt / FCF Ratio,2.29,2.43,2.41,2.90,2.12,27.16,16.30,27.35,45.33,9.48,6.01
Quick Ratio,0.85,0.75,0.81,0.65,0.75,0.67,1.15,0.94,0.83,0.85,0.69
Current Ratio,1.14,1.03,1.01,0.81,0.94,0.90,1.32,1.08,1.00,1.05,0.84
Asset Turnover,0.59,0.60,0.61,0.59,0.61,0.39,0.32,0.33,0.41,0.44,0.44
Interest Coverage,-,115.51,56.65,35.81,25.84,15.40,-0.45,2.44,4.49,4.09,5.05
Return on Equity (ROE),16.70%,18.50%,21.40%,21.00%,27.50%,13.80%,-3.30%,2.30%,3.40%,2.40%,3.00%
Return on Assets (ROA),9.00%,9.60%,10.30%,9.70%,12.80%,6.20%,-1.40%,1.00%,1.50%,1.20%,1.50%
Return on Capital (ROIC),12.19%,13.32%,14.53%,13.86%,18.78%,6.15%,-1.36%,2.08%,2.94%,2.21%,2.63%
Earnings Yield,4.92%,4.82%,6.29%,5.90%,7.24%,4.72%,-1.29%,0.62%,1.83%,1.59%,1.46%
FCF Yield,4.25%,4.10%,5.60%,5.73%,5.65%,0.74%,1.62%,0.62%,0.62%,3.30%,3.88%
Dividend Yield,1.00%,1.80%,1.50%,1.60%,1.40%,1.40%,0.70%,0.00%,0.00%,0.00%,0.81%
Payout Ratio,20.00%,36.60%,24.70%,27.20%,20.00%,26.30%,-55.30%,0.00%,0.00%,0.00%,55.21%
Buyback Yield / Dilution,2.98%,2.84%,4.10%,3.72%,4.50%,-10.55%,-8.52%,-1.11%,0.05%,-0.16%,-0.44%
Total Shareholder Return,3.98%,4.64%,5.60%,5.32%,5.90%,-9.15%,-7.82%,-1.11%,0.05%,-0.16%,0.37%
