,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"9,599","11,002","11,498","13,385","19,750","22,495","24,945","22,941","22,846","17,396","17,733"
Market Cap Growth,5.35%,14.61%,4.51%,16.42%,47.55%,13.90%,10.89%,-8.03%,-0.42%,-23.86%,-
Enterprise Value,"10,807","12,284","12,827","18,226","24,350","26,664","29,426","27,872","27,661","21,641","21,977"
PE Ratio,23.50,30.15,26.36,30.18,21.98,33.99,35.30,32.63,35.46,27.87,26.25
PS Ratio,2.26,2.56,2.61,2.83,3.72,4.21,4.45,3.63,3.60,2.61,2.66
PB Ratio,5.31,6.52,7.02,5.21,6.23,6.53,6.35,5.20,4.88,3.44,3.50
P/FCF Ratio,25.80,23.81,22.72,21.15,30.29,29.10,30.57,41.69,58.65,17.87,18.22
P/OCF Ratio,19.06,18.65,17.47,16.42,24.05,23.76,23.96,27.70,35.07,14.06,14.33
EV/Sales Ratio,2.55,2.86,2.91,3.85,4.59,4.99,5.25,4.41,4.36,3.25,3.30
EV/EBITDA Ratio,15.29,18.74,17.01,22.34,22.83,23.32,24.89,22.87,23.79,17.94,18.22
EV/EBIT Ratio,17.89,22.35,19.88,26.39,26.59,27.09,28.93,27.00,28.76,21.49,21.83
EV/FCF Ratio,29.05,26.59,25.35,28.80,37.34,34.49,36.06,50.65,71.02,22.23,22.58
Debt / Equity Ratio,0.71,0.83,0.88,1.96,1.48,1.26,1.25,1.20,1.10,0.87,0.87
Debt / EBITDA Ratio,1.82,2.13,1.92,6.16,4.40,3.78,4.15,4.33,4.43,3.66,3.66
Debt / FCF Ratio,3.45,3.02,2.86,7.94,7.20,5.59,6.01,9.60,13.22,4.53,4.53
Quick Ratio,0.51,0.46,0.41,0.38,0.31,0.31,0.31,0.28,0.26,0.24,0.24
Current Ratio,1.26,1.10,1.00,0.83,0.74,0.72,0.68,0.68,0.70,0.65,0.65
Asset Turnover,0.96,0.98,0.97,0.62,0.51,0.52,0.51,0.49,0.49,0.51,0.51
Interest Coverage,12.15,10.31,11.52,7.22,5.25,5.96,7.50,7.56,6.45,4.84,4.84
Return on Equity (ROE),21.10%,21.20%,25.20%,20.50%,29.00%,19.40%,18.80%,16.30%,14.00%,12.50%,12.50%
Return on Assets (ROA),9.20%,8.30%,9.50%,5.80%,8.70%,6.40%,6.40%,5.50%,5.00%,4.80%,4.80%
Return on Capital (ROIC),14.36%,13.09%,15.38%,6.87%,13.73%,9.96%,9.07%,8.22%,6.96%,7.95%,7.95%
Earnings Yield,4.26%,3.32%,3.79%,3.31%,4.55%,2.94%,2.83%,3.06%,2.82%,3.59%,3.52%
FCF Yield,3.88%,4.20%,4.40%,4.73%,3.30%,3.44%,3.27%,2.40%,1.70%,5.60%,5.49%
Dividend Yield,2.00%,1.90%,1.90%,1.80%,1.40%,1.30%,1.30%,1.60%,1.70%,2.40%,2.54%
Payout Ratio,43.90%,51.00%,46.10%,49.90%,29.30%,43.00%,44.30%,48.10%,58.30%,61.40%,66.67%
Buyback Yield / Dilution,2.20%,0.85%,1.54%,-3.91%,-0.51%,-0.95%,-0.38%,-0.19%,-0.33%,-0.05%,-0.05%
Total Shareholder Return,4.20%,2.75%,3.44%,-2.11%,0.89%,0.35%,0.92%,1.41%,1.37%,2.35%,2.49%
