,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"4,243","4,296","4,412","4,730","5,303","5,347","5,601","6,318","6,351","6,662"
Revenue Growth (YoY),2.91%,1.25%,2.68%,7.23%,12.10%,0.84%,4.75%,12.79%,0.52%,4.91%
Cost of Revenue,"2,513","2,559","2,580","2,936","3,210","3,202","3,301","3,823","4,076","4,160"
Gross Profit,"1,730","1,737","1,832","1,794","2,093","2,145","2,300","2,495","2,275","2,503"
"Selling, General & Admin","1,122","1,127","1,175","1,031","1,163","1,167","1,282","1,404","1,357","1,478"
Other Operating Expenses,5.2,61.5,15.7,63,38.8,20.8,19.3,75.4,53.8,61.2
Operating Expenses,"1,127","1,189","1,191","1,094","1,202","1,188","1,301","1,480","1,411","1,540"
Operating Income,603,548.4,641,699.8,891.1,957.7,999.5,"1,015",863.6,963
Interest Expense / Income,49.7,53.3,56,95.7,174.6,165.2,135.6,136.6,149.1,208.2
Other Expense / Income,-1.1,-1.1,-4.2,9.3,-24.8,-26.7,-17.6,-17.3,-98.3,-43.9
Pretax Income,554.4,496.2,589.2,594.8,741.3,819.2,881.5,895.8,812.8,798.7
Income Tax,145.9,131.3,153,151.3,-157.3,157.4,174.9,192.7,168.6,174.5
Net Income,408.5,364.9,436.2,443.5,898.6,661.8,706.6,703.1,644.2,624.2
Net Income Growth,11.67%,-10.67%,19.54%,1.67%,102.62%,-26.35%,6.77%,-0.50%,-8.38%,-3.10%
Shares Outstanding (Basic),258,256,252,262,263,266,267,267,268,268
Shares Change,-2.20%,-0.85%,-1.54%,3.91%,0.51%,0.95%,0.38%,0.19%,0.33%,0.05%
EPS (Basic),1.69,1.57,1.86,1.89,3.55,2.65,2.80,2.83,2.54,2.54
EPS (Diluted),1.67,1.55,1.84,1.86,3.50,2.62,2.78,2.80,2.52,2.52
EPS Growth,14.78%,-6.89%,18.65%,0.81%,88.17%,-25.14%,6.11%,0.72%,-10.00%,0%
Free Cash Flow,372,462,506,632.9,652.1,773.1,816,550.3,389.5,973.4
Free Cash Flow Per Share,1.44,1.80,2.01,2.42,2.48,2.91,3.06,2.06,1.45,3.63
Dividend Per Share,0.740,0.800,0.860,0.940,1.040,1.140,1.240,1.360,1.480,1.560
Dividend Growth,8.82%,8.11%,7.50%,9.30%,10.64%,9.62%,8.77%,9.68%,8.82%,5.41%
Gross Margin,40.78%,40.44%,41.52%,37.93%,39.48%,40.12%,41.07%,39.48%,35.82%,37.56%
Operating Margin,14.21%,12.76%,14.53%,14.79%,16.80%,17.91%,17.84%,16.07%,13.60%,14.45%
Profit Margin,9.63%,8.49%,9.89%,9.38%,16.95%,12.38%,12.61%,11.13%,10.14%,9.37%
Free Cash Flow Margin,8.77%,10.75%,11.47%,13.38%,12.30%,14.46%,14.57%,8.71%,6.13%,14.61%
Effective Tax Rate,26.32%,26.46%,25.97%,25.44%,-21.22%,19.21%,19.84%,21.51%,20.74%,21.85%
EBITDA,706.8,655.4,753.9,815.7,"1,067","1,143","1,182","1,219","1,163","1,206"
EBITDA Margin,16.66%,15.25%,17.09%,17.24%,20.11%,21.38%,21.10%,19.29%,18.31%,18.11%
Depreciation & Amortization,102.7,105.9,108.7,125.2,150.7,158.8,165,186.3,200.6,199.3
EBIT,604.1,549.5,645.2,690.5,915.9,984.4,"1,017","1,032",961.9,"1,007"
EBIT Margin,14.24%,12.79%,14.63%,14.60%,17.27%,18.41%,18.16%,16.34%,15.15%,15.11%
