,2014-02-23,2014-05-25,2014-08-24,2014-11-23,2015-02-22,2015-05-31,2015-08-30,2015-11-29,2016-02-28,2016-05-29,2016-08-28,2016-11-27,2017-02-26,2017-05-28,2017-08-27,2017-11-26,2018-02-25,2018-05-27,2018-08-26,2018-11-25,2019-02-24,2019-05-26,2019-08-25,2019-11-24,2020-02-23,2020-05-31,2020-08-30,2020-11-29,2021-02-28,2021-05-30,2021-08-29,2021-11-28,2022-02-27,2022-05-29,2022-08-28,2022-11-27,2023-02-26,2023-05-28,2023-08-27,2023-11-26,Current
Market Capitalization,"6,696","6,537","6,294","7,408","7,717","8,244","8,746","7,310","8,174","8,551","7,723","9,225","9,369","10,936","10,495","9,924","11,779","10,879","14,124","13,847","13,803","14,773","14,835","14,059","14,715","9,286","11,672","14,315","17,898","18,741","20,017","18,241","18,530","15,722","15,490","18,161","17,590","19,504","18,886","18,770","19,400"
Market Cap Growth,11.97%,-4.68%,2.76%,5.33%,15.25%,26.12%,38.96%,-1.32%,5.92%,3.72%,-11.70%,26.19%,14.63%,27.88%,35.89%,7.57%,25.72%,-0.52%,34.58%,39.54%,17.19%,35.80%,5.03%,1.53%,6.60%,-37.14%,-21.32%,1.83%,21.63%,101.80%,71.49%,27.42%,3.53%,-16.11%,-22.62%,-0.44%,-5.07%,24.06%,21.93%,3.35%,-
Enterprise Value,"9,299","9,125","7,515","8,805","8,807","9,176","9,509","7,652","8,406","8,717","8,049","9,549","9,419","11,639","11,285","10,898","12,609","11,658","14,899","14,679","14,428","15,243","19,678","19,136","19,639","13,998","16,211","18,690","21,990","22,544","23,988","22,328","22,723","19,958","19,753","22,595","21,934","23,688","24,144","24,108","24,738"
PE Ratio,20.12,22.84,8.75,11.11,11.17,11.62,29.88,19.83,23.99,22.80,19.37,21.20,18.93,22.83,21.51,20.13,21.60,18.25,21.96,20.54,20.30,20.71,20.67,22.43,23.15,-177.22,-62.45,-123.84,-81.65,29.78,24.29,19.80,17.82,16.50,16.93,19.98,18.55,19.86,19.20,18.62,19.64
PS Ratio,1.56,1.04,0.99,1.15,1.18,1.22,1.28,1.06,1.16,1.23,1.11,1.32,1.33,1.53,1.42,1.30,1.50,1.35,1.72,1.67,1.64,1.74,1.73,1.62,1.68,1.19,1.62,2.11,2.89,2.60,2.51,2.12,1.99,1.63,1.59,1.82,1.70,1.86,1.75,1.70,1.76
PB Ratio,3.16,3.03,2.96,3.52,3.45,3.53,3.61,3.67,4.26,4.38,4.29,4.98,4.75,5.20,5.10,5.02,5.54,4.96,6.21,6.15,5.96,6.17,6.23,6.18,6.29,3.98,4.92,5.83,6.95,6.66,7.27,7.17,8.11,7.15,7.50,8.99,8.61,8.86,8.79,9.20,9.51
P/FCF Ratio,11.18,18.17,28.05,68.85,47.34,34.01,19.25,9.46,9.96,9.77,9.54,13.52,14.55,17.83,17.92,17.38,20.46,17.87,22.51,20.00,18.66,18.05,17.33,17.30,18.56,36.11,40.59,36.22,63.22,19.84,22.82,19.62,18.31,17.68,14.05,19.08,17.73,19.39,23.29,20.22,20.90
P/OCF Ratio,7.23,8.49,10.53,16.79,17.43,17.50,16.32,11.15,11.75,10.99,9.25,10.22,10.39,12.18,11.57,10.76,12.45,10.86,13.67,12.33,11.75,11.75,11.38,11.06,11.61,13.06,17.50,20.45,33.21,15.70,17.16,14.67,13.68,12.52,10.31,12.87,11.86,12.62,13.61,12.36,12.77
Debt / Equity Ratio,1.29,1.25,0.77,0.74,0.68,0.63,0.60,0.60,0.23,0.23,0.24,0.24,0.22,0.45,0.45,0.55,0.46,0.42,0.41,0.43,0.40,0.39,2.18,2.30,2.24,2.35,2.19,2.10,1.97,1.78,1.79,1.90,2.08,2.12,2.25,2.31,2.26,2.07,2.54,2.71,2.71
Quick Ratio,0.12,0.11,0.31,0.17,0.37,0.51,0.66,0.51,0.22,0.29,0.15,0.16,0.35,0.24,0.16,0.13,0.13,0.17,0.17,0.16,0.26,0.37,0.26,0.14,0.22,0.45,0.45,0.53,0.63,0.69,0.59,0.46,0.33,0.27,0.23,0.16,0.17,0.23,0.12,0.12,0.12
