,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"15,231","17,314","20,902","23,069","27,327","29,284","78,616","76,336","68,525","64,182","88,852"
Market Cap Growth,44.39%,13.68%,20.72%,10.37%,18.46%,7.16%,168.46%,-2.90%,-10.23%,-6.34%,-
Enterprise Value,"18,679","20,810","24,920","27,331","31,902","34,828","99,622","96,114","88,927","84,698","110,809"
PE Ratio,23.51,22.96,29.36,24.81,21.93,24.67,88.04,79.68,51.37,25.37,30.97
PS Ratio,3.16,3.42,3.98,4.19,4.80,5.03,7.72,5.14,4.22,3.62,4.72
PB Ratio,4.25,5.26,7.86,9.08,10.01,12.77,2.38,2.36,2.21,2.08,3.00
P/FCF Ratio,19.23,17.06,21.18,20.22,22.85,24.57,37.91,23.51,23.84,20.45,23.17
P/OCF Ratio,14.82,13.25,15.53,16.12,18.43,18.87,28.13,18.41,16.99,13.90,17.09
EV/Sales Ratio,3.88,4.11,4.74,4.96,5.60,5.98,9.78,6.47,5.48,4.78,5.89
EV/EBITDA Ratio,12.11,12.20,14.87,13.62,15.89,15.15,30.99,18.95,15.92,12.13,14.37
EV/EBIT Ratio,16.40,15.98,19.79,17.24,20.20,19.86,63.70,51.59,37.21,22.21,24.17
EV/FCF Ratio,23.58,20.50,25.25,23.95,26.67,29.22,48.03,29.60,30.94,26.98,28.89
Debt / Equity Ratio,1.07,1.15,1.61,1.80,1.79,2.60,0.66,0.64,0.69,0.69,0.79
Debt / EBITDA Ratio,2.50,2.22,2.56,2.27,2.44,2.59,6.81,4.08,3.80,3.07,3.02
Debt / FCF Ratio,4.86,3.73,4.35,4.00,4.10,5.00,10.56,6.37,7.39,6.82,6.08
Quick Ratio,0.86,0.73,0.72,0.66,0.68,0.73,0.23,0.22,0.20,0.17,0.18
Current Ratio,1.18,0.97,1.00,0.95,1.02,1.11,1.08,1.04,1.03,1.04,1.07
Asset Turnover,0.51,0.54,0.56,0.57,0.57,0.55,0.22,0.20,0.21,0.23,0.23
Interest Coverage,6.99,7.94,7.41,9.72,9.02,9.28,3.31,2.63,3.45,5.20,5.14
Return on Equity (ROE),18.50%,22.10%,24.00%,35.60%,50.40%,44.10%,5.10%,3.00%,4.20%,8.20%,9.90%
Return on Assets (ROA),6.80%,8.00%,7.60%,9.70%,12.50%,11.20%,1.90%,1.30%,1.80%,3.20%,3.70%
Return on Capital (ROIC),9.48%,11.32%,12.33%,13.30%,17.82%,16.11%,2.40%,2.90%,3.45%,5.88%,7.21%
Earnings Yield,4.25%,4.35%,3.41%,4.03%,4.56%,4.05%,1.14%,1.25%,1.95%,3.94%,3.35%
FCF Yield,5.20%,5.86%,4.72%,4.95%,4.38%,4.07%,2.64%,4.25%,4.19%,4.89%,4.32%
Buyback Yield / Dilution,3.24%,5.04%,5.82%,5.92%,3.68%,4.08%,-26.32%,-30.77%,1.73%,3.53%,5.38%
Total Shareholder Return,3.24%,5.04%,5.82%,5.92%,3.68%,4.08%,-26.32%,-30.77%,1.73%,3.53%,5.38%
