,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"211,306","168,040","220,427","235,712","206,442","226,860","157,924","224,841","335,651","279,337","291,021"
Market Cap Growth,-11.76%,-20.48%,31.18%,6.93%,-12.42%,9.89%,-30.39%,42.37%,49.28%,-16.78%,-
Enterprise Value,"226,339","195,610","259,565","269,662","231,559","248,147","196,643","250,570","341,312",-,"303,634"
PE Ratio,10.98,36.63,-443.52,25.63,13.93,77.59,-28.40,14.39,9.46,13.05,13.61
PS Ratio,1.05,1.29,2.00,1.75,1.30,1.62,1.67,1.44,1.42,1.39,1.49
PB Ratio,1.13,0.92,1.26,1.34,1.13,1.28,0.97,1.34,1.75,0,1.81
P/FCF Ratio,-53.74,-16.72,-41.88,33.15,12.29,17.19,92.90,10.66,8.93,7846.56,43.28
P/OCF Ratio,6.71,8.64,17.16,11.49,6.75,8.31,14.90,7.70,6.77,7846.56,21.52
EV/Sales Ratio,1.13,1.51,2.36,2.00,1.46,1.77,2.08,1.61,1.45,-,1.56
EV/EBITDA Ratio,11.47,-52.73,-132.50,28.30,5.69,6.98,15.43,6.23,5.13,-,8.36
EV/EBIT Ratio,77.17,-7.90,-12.12,-27.46,10.86,39.18,-29.11,11.22,6.80,-,10.38
EV/FCF Ratio,-57.56,-19.47,-49.32,37.92,13.78,18.80,115.67,11.88,9.08,-,45.15
Debt / Equity Ratio,0.15,0.21,0.26,0.22,0.19,0.15,0.27,0.18,0.12,0,0.13
Debt / EBITDA Ratio,1.04,-7.50,-19.70,4.84,0.95,0.97,2.12,1.10,0.47,0.49,0.57
Debt / FCF Ratio,-5.20,-2.77,-7.33,6.49,2.31,2.61,15.87,2.10,0.83,655.59,3.10
Quick Ratio,0.94,0.91,0.66,0.73,0.93,0.72,0.77,0.90,1.12,0,0
Current Ratio,1.32,1.30,0.93,1.03,1.25,1.07,1.18,1.26,1.47,0,0
Asset Turnover,0.75,0.49,0.42,0.53,0.63,0.59,0.39,0.65,0.91,0,0.76
Interest Coverage,0,0,-30.93,8.08,19.31,7.94,-9.69,31.39,97.27,64.08,30.08
Return on Equity (ROE),10.96%,2.46%,-0.27%,5.26%,8.43%,1.60%,-3.15%,9.63%,21.19%,11.16%,13.27%
Return on Assets (ROA),7.58%,1.72%,-0.19%,3.54%,5.84%,1.15%,-2.34%,6.52%,14.81%,8.31%,8.16%
Return on Capital (ROIC),6.23%,-1.68%,-2.80%,1.13%,4.86%,1.50%,-3.32%,7.85%,18.10%,10.11%,11.96%
Earnings Yield,9.11%,2.73%,-0.23%,3.90%,7.18%,1.29%,-3.52%,6.95%,10.57%,7.66%,7.34%
FCF Yield,-1.86%,-5.98%,-2.39%,3.02%,8.14%,5.82%,1.08%,9.38%,11.20%,0.01%,2.31%
Dividend Yield,3.75%,4.76%,3.64%,3.45%,4.12%,3.97%,6.14%,4.54%,3.28%,0.00%,4.22%
Payout Ratio,41.20%,174.23%,-1616.10%,88.44%,57.34%,307.80%,-174.43%,65.28%,31.02%,0.05%,57.40%
Buyback Yield / Dilution,1.79%,1.21%,0.12%,-1.33%,-0.87%,0.99%,1.32%,-2.69%,2.62%,-0.55%,2.69%
Total Shareholder Return,5.54%,5.96%,3.76%,2.12%,3.25%,4.96%,7.47%,1.85%,5.89%,-0.55%,6.91%
