,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"7,330","10,624","12,887","14,864","16,067","18,604","23,997","21,821","28,938","39,780","43,000"
Market Cap Growth,36.59%,44.95%,21.30%,15.34%,8.09%,15.79%,28.99%,-9.07%,32.61%,37.47%,-
Enterprise Value,"11,486","15,551","17,668","20,694","22,172","25,094","31,845","29,814","44,122","57,720","63,109"
PE Ratio,35.99,46.69,50.21,51.52,53.29,51.17,54.98,55.18,80.50,45.76,39.64
PS Ratio,9.39,11.38,12.59,13.47,13.22,14.01,16.13,13.25,13.91,11.90,11.05
PB Ratio,1.36,1.89,1.97,2.20,2.18,2.30,2.46,1.99,1.16,1.39,1.36
P/FCF Ratio,-9.25,-20.79,-24.83,-16.27,-41.66,-26.14,-9.92,-23.80,-6.08,-6.65,-4.57
P/OCF Ratio,14.13,16.93,18.58,18.58,18.34,19.78,22.45,19.56,21.89,15.52,15.20
EV/Sales Ratio,14.72,16.66,17.27,18.76,18.24,18.90,21.40,18.10,21.21,17.26,16.22
EV/EBITDA Ratio,15.60,17.98,19.01,20.93,20.70,21.36,23.99,21.35,27.36,18.92,18.36
EV/EBIT Ratio,26.75,31.71,33.98,38.41,38.74,39.52,43.41,41.44,61.73,41.83,39.94
EV/FCF Ratio,-14.50,-30.43,-34.04,-22.66,-57.49,-35.26,-13.17,-32.52,-9.27,-9.65,-7.17
Debt / Equity Ratio,0.77,0.88,0.74,0.86,0.83,0.80,0.81,0.80,0.62,0.63,0.65
Debt / EBITDA Ratio,5.66,5.70,5.19,5.91,5.71,5.53,5.95,6.31,9.58,5.94,5.95
Debt / FCF Ratio,-5.26,-9.65,-9.29,-6.39,-15.85,-9.13,-3.27,-9.62,-3.24,-3.03,-2.64
Asset Turnover,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.07,0.07
Interest Coverage,2.37,2.27,2.23,2.45,2.31,2.39,2.52,2.33,2.21,2.97,2.42
Return on Equity (ROE),4.00%,4.10%,4.20%,4.30%,4.20%,4.80%,4.90%,3.70%,2.30%,3.20%,2.90%
Return on Assets (ROA),2.10%,2.10%,2.20%,2.30%,2.20%,2.40%,2.60%,2.00%,1.30%,1.90%,1.70%
Return on Capital (ROIC),3.78%,4.58%,4.54%,4.24%,4.48%,4.30%,4.07%,3.51%,1.82%,2.78%,2.81%
Earnings Yield,2.78%,2.14%,1.99%,1.94%,1.88%,1.95%,1.82%,1.81%,1.24%,2.19%,2.05%
FCF Yield,-10.81%,-4.81%,-4.03%,-6.14%,-2.40%,-3.83%,-10.08%,-4.20%,-16.45%,-15.04%,-18.00%
Dividend Yield,5.80%,4.60%,4.40%,4.20%,4.50%,4.20%,3.70%,4.50%,4.00%,4.70%,5.87%
Payout Ratio,205.50%,210.90%,209.20%,212.70%,230.90%,209.40%,196.90%,243.60%,327.00%,209.10%,232.50%
Buyback Yield / Dilution,-44.32%,-14.07%,-7.97%,-8.22%,-7.16%,-5.84%,-9.05%,-9.25%,-20.08%,-47.60%,-14.82%
Total Shareholder Return,-38.52%,-9.47%,-3.57%,-4.02%,-2.66%,-1.64%,-5.35%,-4.75%,-16.08%,-42.90%,-8.96%
