,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"13,144","13,124","12,063","11,267","10,295","12,163","9,622","10,032","10,677","10,038","9,997","11,037","11,836","12,248","13,110","13,316","15,094","14,258","13,523","10,238","10,606","10,786","10,114","10,778","6,335","9,464","10,574","13,585","14,961","15,916","13,679","16,255","14,452","11,570","8,726","9,772","10,019","9,975","9,096","10,649","10,100"
Market Cap Growth,22.19%,21.06%,0.40%,-9.29%,-21.67%,-7.32%,-20.24%,-10.96%,3.70%,-17.47%,3.90%,10.01%,10.86%,22.02%,31.14%,20.64%,27.53%,16.41%,3.15%,-23.11%,-29.73%,-24.35%,-25.21%,5.27%,-40.28%,-12.26%,4.54%,26.04%,136.18%,68.18%,29.37%,19.66%,-3.40%,-27.31%,-36.21%,-39.88%,-30.67%,-13.78%,4.24%,8.98%,-
Enterprise Value,"17,594","17,722","16,414","18,602","17,743","19,218","16,593","16,747","17,553","16,602","16,398","17,450","18,522","18,907","19,609","19,665","21,800","20,760","19,956","16,180","16,875","16,955","16,116","16,356","11,949","14,893","15,789","18,639","19,945","20,855","18,450","20,955","19,328","16,105","13,330","14,430","15,070","15,002","13,877","14,947","14,398"
PE Ratio,11.42,11.13,11.16,15.00,14.94,17.53,13.00,11.83,11.51,11.33,11.60,12.92,13.44,13.34,12.99,9.62,10.81,9.85,8.80,9.48,10.62,11.81,13.19,14.20,7.84,16.40,22.40,28.42,30.29,49.58,26.77,18.97,17.67,9.48,7.46,12.32,14.48,14.09,15.55,11.91,11.37
PS Ratio,1.41,1.40,1.28,1.18,1.07,1.25,0.99,1.04,1.13,1.09,1.11,1.23,1.30,1.33,1.40,1.39,1.53,1.42,1.33,1.01,1.07,1.12,1.07,1.16,0.69,1.09,1.25,1.60,1.73,1.70,1.37,1.55,1.34,1.06,0.80,0.92,0.98,1.02,0.97,1.16,1.10
PB Ratio,3.53,3.38,3.09,3.21,2.99,3.23,2.48,2.55,2.54,2.29,2.25,2.44,2.55,2.55,2.61,2.46,2.72,2.50,2.28,1.76,1.82,1.84,1.68,1.81,1.04,1.57,1.74,2.26,2.40,2.68,2.24,2.85,2.45,2.17,1.62,1.90,1.93,1.89,1.70,1.95,1.85
P/FCF Ratio,17.67,17.07,13.79,13.41,10.74,10.84,10.42,10.32,11.27,11.58,10.33,14.54,16.06,18.79,18.41,13.21,16.30,14.73,15.78,10.09,9.94,10.08,9.05,10.04,5.05,7.50,8.02,12.83,13.50,14.68,11.96,15.61,17.54,18.75,30.62,27.84,36.97,29.87,17.49,19.68,18.67
P/OCF Ratio,10.42,9.95,8.31,7.86,6.63,7.05,6.27,6.18,6.74,6.75,6.37,7.97,8.54,9.26,9.36,8.04,9.61,9.01,9.33,6.64,6.74,6.95,6.43,7.17,3.77,5.59,6.15,9.34,9.97,10.68,8.58,10.04,10.18,9.34,9.20,10.02,10.48,8.90,6.60,7.75,7.35
Debt / Equity Ratio,1.24,1.23,1.17,2.15,2.22,1.95,1.88,1.78,1.68,1.56,1.49,1.45,1.48,1.43,1.33,1.21,1.24,1.18,1.12,1.06,1.11,1.08,1.03,0.97,1.03,1.02,0.97,0.93,0.89,0.93,0.90,0.90,0.91,0.94,0.94,1.00,1.09,1.03,0.98,0.89,0.89
Quick Ratio,1.07,1.10,0.96,0.70,0.80,0.80,0.79,0.65,0.71,0.65,0.62,0.78,0.98,1.04,0.91,0.80,0.96,0.92,0.91,0.92,0.76,0.77,0.81,0.88,0.91,1.08,1.18,1.02,1.10,1.02,0.78,0.69,0.68,0.66,0.64,0.54,0.65,0.58,0.61,0.66,0.66
Current Ratio,2.34,2.34,2.07,1.57,1.80,1.74,1.77,1.40,1.55,1.34,1.32,1.60,1.93,2.04,1.83,1.59,1.72,1.69,1.69,1.82,1.51,1.58,1.65,1.86,1.66,1.88,1.98,1.74,1.88,2.06,1.57,1.56,1.57,1.27,1.28,1.16,1.34,1.32,1.36,1.35,1.35
