,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,161.65,259.45,270.48,278.7,282.87,296.16,304.63,310.75,314.2,321.59,329.17,329.04,335.4,339.06,344.37,345.06,347.26,348.72,350.92,353.16,356.22,361.64,366.93,375.37,392.37,370.5,370.81,362.07,355.13,350.98,362.86,371.6,381.91,399.98,409.75,415.18,412.42,416.04,419.18,421.75
Revenue Growth (YoY),8.24%,69.13%,73.49%,75.78%,75.00%,14.15%,12.62%,11.50%,11.08%,8.59%,8.06%,5.89%,6.75%,5.43%,4.62%,4.87%,3.53%,2.85%,1.90%,2.35%,2.58%,3.70%,4.56%,6.29%,10.15%,2.45%,1.06%,-3.54%,-9.49%,-5.27%,-2.15%,2.63%,7.54%,13.96%,12.92%,11.73%,7.99%,4.02%,2.30%,1.58%
Cost of Revenue,53.45,83.22,87.67,88.05,87.17,90.08,94.12,92.14,94.49,96.08,99.36,99,99.51,98.27,104.14,103.63,102.73,101.93,105.54,106.2,106.47,103.66,110.73,109.74,115.9,118.78,121.01,119.28,119.43,116.6,124.4,121.02,126.27,123.7,130.23,127.78,131.84,130.68,123.9,121.95
Gross Profit,108.2,176.23,182.81,190.65,195.7,206.09,210.51,218.61,219.71,225.51,229.81,230.04,235.89,240.8,240.23,241.44,244.52,246.8,245.38,246.96,249.75,257.98,256.21,265.63,276.47,251.72,249.8,242.8,235.7,234.38,238.46,250.57,255.63,276.28,279.52,287.41,280.58,285.37,295.29,299.8
General & Administrative,7.08,9.56,11.48,12.26,10.55,9.55,11.13,8.87,9.18,9.7,9.65,12.22,10.6,10.34,9.79,10.66,14.81,11.13,10.6,16.91,13.46,13.93,11.35,15.53,13.98,14.95,13.31,23.14,9.81,12.22,12.71,17.09,12.24,13.13,15.17,16.04,15.31,13.81,14.61,19.74
Other Operating Expenses,53.3,97.51,102.18,106.38,106.91,113.73,116.31,116.48,109.71,109.67,110.47,111.84,115.5,117.94,117.45,117.99,119.11,119.33,120.85,120.6,120.57,119.47,120.81,122.91,131.56,133.61,130.2,130.13,128.59,128.74,130.56,132.18,133.47,134.52,135.51,135.44,136.37,0,0,0
Operating Expenses,60.37,107.07,113.66,118.96,117.45,123.28,127.44,125.34,118.89,119.37,120.11,124.06,126.1,128.28,127.24,128.65,133.92,130.46,131.45,137.51,134.03,133.39,132.15,138.44,145.49,148.56,143.51,153.27,138.44,140.96,143.28,149.27,145.71,147.64,150.68,151.48,151.68,150.55,14.61,19.74
Operating Income,33.77,42.14,65.24,63.46,75.32,80.97,82.69,92.2,100,105.87,109.41,105.52,109.23,112.25,112.67,112.38,110.55,116.27,113.9,109.41,115.7,124.56,124.04,116.82,130.84,119.74,128.94,111.93,197.38,93.38,137.97,101.26,109.85,128.63,128.61,143.69,143.06,134.83,131.78,130.34
Interest Income,2.88,2.81,2.99,3.09,4.2,3.25,7.37,4.32,5.21,9.41,4.94,7.75,6.76,5.36,5.79,6.69,5.91,6.2,6.77,7.29,12.26,8.35,8.61,14.99,3.48,11.41,6.51,28.3,5.36,22.37,12,49.99,4.79,4.57,5.28,5.49,3.28,4.47,4.41,0
Interest Expense,26.06,42.15,45.83,47.53,47.55,50.8,50.05,50.77,52.47,52.75,56.69,52.29,52,54.28,53.4,53.12,52.59,54.05,53.01,52.13,51.6,52.14,52.74,52.42,53.16,51.66,52.45,52.63,48.81,48.34,47.36,47.85,47.83,48.19,49.76,51.1,50.01,52.6,-53.47,-54.5
Other Expense / Income,-52.39,-57.24,-87.02,-92.14,-106,-85.05,-64.41,-96.68,-33.38,-81.35,-78.76,-134.73,-272.94,-79.22,-93.1,-142.34,-118.14,-107.09,-88.25,-137.78,-148.56,-86.39,-20.89,-165.41,-556.76,-6.61,-63.26,-8.03,-15.02,0.73,-18.82,-43.75,-3.7,34.82,-10.48,-84.72,-56.31,-14.65,195.39,189.79
Pretax Income,26.41,8.43,58.68,44.81,64.75,50.54,47.18,85.76,91.19,76.82,70.16,204.65,187.55,75.8,85.04,109.66,96.64,106.41,86.11,124.44,125.51,98.06,107.16,135.18,328.77,91.71,78.84,101.54,177.46,71.46,128.04,154.4,75.62,54.83,100.46,191.85,160.69,107.49,-5.73,-4.96
Income Tax,39.71,53.74,54.46,69.67,77.3,71.6,60.78,61.49,4.28,71.86,70.86,0.13,157.97,71.78,78.44,104.68,91.09,75.07,74.94,84.53,106.06,74.88,1.46,115.98,322.91,1.64,72.59,-0.11,0.51,1.84,3.04,10.28,-2.75,-6.86,1.76,-2.37,-0.9,1.73,0,0
Net Income,23.28,6.3,54.96,41.49,60.68,46.87,43.64,80.94,81.84,72.01,65.56,195.57,178.96,70.76,79.72,103.61,90.92,100.44,80.98,117.82,118.86,92.28,99.34,128.82,315.01,84.46,73.66,95.75,168.44,64.85,118.39,136.87,73.25,57.05,92.84,185.17,153.53,99.62,-5.73,-4.96
Net Income Growth,-12.39%,-76.05%,-21.65%,24.81%,160.64%,643.58%,-20.61%,95.08%,34.87%,53.65%,50.24%,141.63%,118.69%,-1.74%,21.60%,-47.02%,-49.20%,41.95%,1.57%,13.71%,30.73%,-8.13%,22.67%,9.33%,165.03%,-8.47%,-25.85%,-25.67%,-46.53%,-23.22%,60.72%,42.96%,-56.51%,-12.02%,-21.58%,35.28%,109.59%,74.61%,-,-
Shares Outstanding (Basic),38,62,63,63,64,65,65,65,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,65,65,65,65,65,65,65,65,65,65,65,64,64,64,64
Shares Outstanding (Diluted),38,62,63,64,64,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,65,65,65,65,65,65,65,65,65,65,65,64,64,64,64
Shares Change,2.34%,56.81%,68.47%,69.46%,69.77%,4.69%,3.53%,3.11%,1.81%,0.93%,0.49%,0.47%,0.46%,0.37%,0.70%,0.42%,0.34%,0.42%,0.04%,-0.04%,-0.45%,-0.42%,-0.20%,0.17%,0.63%,-0.60%,-1.11%,-1.58%,-1.63%,-0.53%,-0.14%,0.29%,0.34%,0.32%,-0.12%,-0.92%,-1.35%,-1.69%,-1.36%,-0.84%
EPS (Basic),0.58,0.02,0.85,0.63,0.92,0.70,0.65,1.22,1.19,1.10,1.00,2.98,2.73,1.08,1.21,1.57,1.38,1.52,1.23,1.78,1.81,1.40,1.51,1.95,4.77,1.29,1.13,1.47,2.59,1.00,1.82,2.10,1.20,0.87,1.43,2.86,2.38,1.55,-0.09,-0.08
EPS (Diluted),0.58,0.02,0.85,0.63,0.92,0.70,0.65,1.22,1.19,1.10,1.00,2.98,2.72,1.08,1.21,1.57,1.38,1.52,1.22,1.78,1.81,1.40,1.51,1.95,4.76,1.29,1.13,1.47,2.59,1.00,1.82,2.10,1.20,0.87,1.43,2.86,2.38,1.55,-0.09,-0.08
EPS Growth,-14.71%,-97.01%,-53.80%,-25.88%,58.62%,3400.00%,-23.53%,93.65%,29.35%,57.14%,53.85%,144.26%,128.57%,-1.82%,21.00%,-47.32%,-49.26%,40.74%,0.83%,13.38%,31.16%,-7.89%,23.77%,9.55%,162.98%,-7.86%,-25.17%,-24.62%,-45.59%,-22.48%,61.06%,42.86%,-53.67%,-13.00%,-21.43%,36.19%,98.33%,78.16%,-,-
Free Cash Flow,70.33,74.21,139.25,130.32,146.35,116.02,182.72,115.03,194.92,133.15,211.7,112.74,212.39,134.37,228.07,120.33,253.41,139.14,233.7,118.62,238.68,149.22,249.67,179.81,249.78,136.32,203.07,123.86,178.55,200.48,239.79,165.25,290.23,156.74,254.66,110.83,255.84,176.47,249.78,203.41
Free Cash Flow Per Share,1.85,1.20,2.21,2.05,2.27,1.79,2.80,1.76,2.97,2.03,3.23,1.71,3.22,2.04,3.45,1.82,3.83,2.11,3.54,1.80,3.63,2.27,3.78,2.72,3.77,2.08,3.11,1.90,2.74,3.08,3.68,2.53,4.44,2.40,3.91,1.71,3.97,2.75,3.89,3.17
