,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"27,294","28,119","30,096","32,805","33,924","41,195","43,421","36,622","36,404","36,325","34,536","32,978","37,874","43,723","49,852","49,860","57,774","56,182","60,745","71,240","67,927","73,757","72,583","61,422","76,584","57,289","66,301","67,552","79,856","87,909","93,480","90,894","112,508","118,534","116,343","109,018","122,511","109,185","105,322","102,606","120,447"
Market Cap Growth,47.54%,39.64%,22.43%,31.24%,24.29%,46.50%,44.28%,11.63%,7.31%,-11.82%,-20.46%,-9.95%,4.04%,20.37%,44.35%,51.19%,52.54%,28.50%,21.85%,42.88%,17.57%,31.28%,19.49%,-13.78%,12.74%,-22.33%,-8.65%,9.98%,4.27%,53.45%,40.99%,34.55%,40.89%,34.84%,24.46%,19.94%,8.89%,-7.89%,-9.47%,-5.88%,-
Enterprise Value,"21,413","21,195","22,868","26,199","27,422","34,704","38,536","31,903","31,774","30,484","28,308","26,329","30,878","34,311","40,792","39,826","53,104","51,980","55,808","66,716","64,998","69,591","67,172","55,192","71,047","53,176","56,261","58,629","69,158","73,632","83,869","79,722","102,511","107,747","106,138","96,889","112,333","96,481","92,162","88,555","106,396"
PE Ratio,10.96,12.20,13.46,14.84,13.20,15.07,15.17,12.69,14.22,15.15,14.89,14.45,15.33,15.75,17.48,16.73,15.03,13.55,13.98,15.63,18.11,18.49,17.81,14.29,15.93,11.99,11.21,13.63,17.47,18.65,22.09,16.47,18.43,19.03,19.16,17.68,20.33,17.67,16.47,16.88,20.11
PS Ratio,0.38,0.39,0.42,0.45,0.46,0.55,0.57,0.47,0.46,0.45,0.42,0.40,0.45,0.50,0.57,0.56,0.64,0.62,0.67,0.78,0.74,0.78,0.75,0.61,0.74,0.53,0.59,0.57,0.66,0.71,0.72,0.68,0.81,0.82,0.78,0.71,0.78,0.68,0.64,0.61,0.71
PB Ratio,1.10,1.16,1.24,1.35,1.40,1.69,1.88,1.58,1.58,1.54,1.43,1.33,1.51,1.68,1.89,1.92,2.18,2.08,2.12,2.45,2.38,2.46,2.36,1.96,2.41,1.81,1.92,1.99,2.40,2.60,2.67,2.54,3.12,3.30,3.25,3.03,3.38,2.92,2.76,2.67,3.13
P/FCF Ratio,11.16,9.88,8.60,12.03,12.37,13.49,13.79,12.70,10.09,11.04,12.36,9.72,14.10,10.92,13.49,9.81,17.02,19.85,21.46,79.42,25.94,36.55,24.14,14.80,15.37,9.71,6.66,9.50,8.26,9.10,16.18,9.59,15.46,16.32,14.50,10.49,16.91,9.81,9.96,12.44,14.61
P/OCF Ratio,8.94,8.07,7.29,9.83,10.07,11.34,11.63,10.55,8.64,9.26,10.10,8.17,11.58,9.51,11.53,8.65,13.80,15.14,15.73,34.53,17.75,22.75,17.54,11.82,12.64,8.25,6.02,8.24,7.47,8.23,13.64,8.65,13.45,14.11,12.69,9.41,14.59,8.86,8.91,10.78,12.66
Debt / Equity Ratio,0.59,0.62,0.61,0.63,0.62,0.65,0.72,0.70,0.69,0.67,0.64,0.63,0.63,0.66,0.62,0.63,0.75,0.74,0.67,0.67,0.67,0.64,0.63,0.65,0.63,0.68,0.62,0.61,0.60,0.69,0.66,0.64,0.64,0.65,0.66,0.66,0.67,0.68,0.66,0.65,0.65
Quick Ratio,1.55,1.50,1.46,1.52,1.52,1.40,1.39,1.50,1.44,1.39,1.40,1.40,1.46,1.50,1.51,1.40,1.42,1.32,1.36,1.38,1.43,1.49,1.50,1.58,1.53,1.37,1.49,1.45,1.42,1.43,1.35,1.33,1.33,1.23,1.22,1.21,1.27,1.31,1.32,1.29,1.29
