,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"21,515","22,503","27,906","34,325","36,966","56,314","73,671","124,473","104,058","123,165","127,490"
Market Cap Growth,16.75%,4.60%,24.01%,23.00%,7.70%,52.34%,30.82%,68.96%,-16.40%,18.36%,-
Enterprise Value,"30,501","33,866","37,707","43,290","47,712","67,602","89,922","141,632","127,656","151,635","155,960"
PE Ratio,34.58,26.08,23.19,20.91,22.49,35.94,50.01,42.43,30.98,40.34,40.54
PS Ratio,12.22,10.24,11.02,13.11,13.18,16.91,16.60,26.15,17.42,15.35,15.89
PB Ratio,1.54,1.53,1.86,2.20,1.66,2.49,2.30,3.72,1.96,2.32,2.40
P/FCF Ratio,-21.63,-16.65,-29.35,-54.88,-26.85,-65.52,-124.19,-50.53,-51.14,-42.27,-42.27
P/OCF Ratio,24.05,20.16,19.69,20.34,20.50,24.87,25.08,41.55,25.22,22.92,23.73
EV/Sales Ratio,17.32,15.41,14.89,16.53,17.01,20.30,20.26,29.76,21.37,18.90,19.44
EV/EBITDA Ratio,19.53,16.33,15.09,15.13,16.51,22.33,25.77,28.57,22.71,23.71,24.38
EV/EBIT Ratio,33.17,28.37,24.05,21.85,24.57,35.82,46.67,41.90,33.51,38.77,39.87
EV/FCF Ratio,-30.67,-25.05,-39.66,-69.21,-34.66,-78.66,-151.58,-57.50,-62.74,-52.04,-52.04
Debt / Equity Ratio,0.67,0.79,0.71,0.60,0.50,0.55,0.53,0.53,0.45,0.55,0.55
Debt / EBITDA Ratio,5.98,5.61,4.25,3.29,3.84,4.09,4.83,3.57,4.25,4.53,4.53
Debt / FCF Ratio,-9.39,-8.60,-11.16,-15.05,-8.06,-14.40,-28.40,-7.19,-11.73,-9.95,-9.95
Asset Turnover,0.07,0.07,0.08,0.09,0.08,0.09,0.08,0.08,0.09,0.09,0.09
Interest Coverage,2.98,3.96,5.17,7.22,8.47,7.87,6.13,12.70,12.33,6.10,6.10
Return on Equity (ROE),4.60%,5.90%,8.10%,10.80%,8.70%,7.00%,4.60%,9.00%,8.50%,5.70%,5.70%
Return on Assets (ROA),2.50%,2.90%,3.90%,5.50%,4.80%,4.00%,2.70%,5.20%,5.00%,3.30%,3.30%
Return on Capital (ROIC),1.43%,1.41%,2.50%,7.55%,4.87%,5.04%,3.99%,5.92%,4.32%,4.22%,4.22%
Earnings Yield,2.89%,3.83%,4.31%,4.78%,4.45%,2.78%,2.00%,2.36%,3.23%,2.48%,2.39%
FCF Yield,-4.62%,-6.01%,-3.41%,-1.82%,-3.72%,-1.53%,-0.81%,-1.98%,-1.96%,-2.37%,-2.29%
Dividend Yield,3.10%,3.50%,3.20%,2.70%,3.30%,2.40%,2.30%,1.50%,2.80%,2.60%,2.61%
Payout Ratio,105.60%,91.60%,73.40%,56.80%,66.20%,85.50%,114.90%,63.50%,73.80%,105.50%,105.78%
Buyback Yield / Dilution,-3.02%,-5.44%,-2.38%,-1.03%,-6.87%,-10.96%,-15.19%,-1.37%,-6.13%,-17.27%,-17.27%
Total Shareholder Return,0.08%,-1.94%,0.82%,1.67%,-3.57%,-8.56%,-12.89%,0.13%,-3.33%,-14.67%,-14.66%
