,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"15,301","21,569","25,203","24,327","24,636","24,058","29,287","22,397","35,297","22,596","25,154"
Market Cap Growth,15.49%,40.97%,16.85%,-3.48%,1.27%,-2.35%,21.74%,-23.52%,57.59%,-35.98%,-
Enterprise Value,"21,055","27,453","31,155","31,028","31,764","30,880","36,596","29,830","43,023","30,341","32,475"
PE Ratio,43.33,31.55,33.97,23.53,28.09,24.69,37.26,27.06,35.15,19.88,26.96
PS Ratio,10.46,12.80,13.58,11.89,11.41,10.53,12.60,9.73,15.38,8.71,9.20
PB Ratio,1.78,2.38,2.56,2.39,2.37,2.26,2.67,2.08,3.23,2.01,2.14
P/FCF Ratio,-10.72,-47.40,-45.78,-47.99,-94.76,-90.99,-100.43,93.84,-93.72,-107.19,90.47
P/OCF Ratio,21.12,24.33,23.45,20.97,19.61,18.49,22.16,18.36,29.34,15.89,16.17
EV/Sales Ratio,14.39,16.29,16.79,15.17,14.71,13.52,15.74,12.96,18.75,11.70,11.88
EV/EBITDA Ratio,19.15,20.86,22.30,17.70,19.12,16.91,21.99,17.09,21.63,13.81,16.48
EV/EBIT Ratio,40.06,31.43,33.90,25.40,29.50,25.83,36.50,28.72,34.97,21.96,28.08
EV/FCF Ratio,-14.75,-60.34,-56.59,-61.21,-122.17,-116.80,-125.49,124.98,-114.24,-143.92,116.80
Debt / Equity Ratio,0.71,0.72,0.66,0.69,0.71,0.66,0.68,0.72,0.76,0.75,0.69
Debt / EBITDA Ratio,5.58,4.93,4.62,4.01,4.41,3.85,4.47,4.44,4.16,3.86,4.11
Debt / FCF Ratio,-4.30,-14.26,-11.73,-13.87,-28.19,-26.63,-25.50,32.45,-21.96,-40.22,29.14
Asset Turnover,0.10,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13
Interest Coverage,3.05,4.84,5.23,6.52,5.39,5.41,4.92,4.85,5.58,6.00,5.40
Return on Equity (ROE),4.10%,7.70%,7.80%,10.40%,8.50%,9.30%,7.30%,7.70%,9.30%,10.30%,8.10%
Return on Assets (ROA),2.30%,4.30%,4.50%,5.90%,4.80%,5.20%,4.20%,4.30%,5.20%,5.70%,4.50%
Return on Capital (ROIC),2.08%,3.91%,4.27%,4.53%,4.46%,4.66%,4.44%,3.79%,3.14%,3.85%,4.13%
Earnings Yield,2.31%,3.17%,2.94%,4.25%,3.56%,4.05%,2.68%,3.70%,2.85%,5.03%,3.69%
FCF Yield,-9.33%,-2.11%,-2.18%,-2.08%,-1.06%,-1.10%,-1.00%,1.07%,-1.07%,-0.93%,1.11%
Dividend Yield,3.60%,2.80%,2.70%,3.00%,3.20%,3.40%,2.90%,4.00%,2.50%,3.90%,3.84%
Payout Ratio,154.00%,88.90%,90.30%,71.70%,89.30%,83.40%,107.80%,108.00%,88.50%,78.20%,103.50%
Buyback Yield / Dilution,-32.45%,-2.01%,-3.69%,-0.33%,-0.55%,-0.10%,-1.04%,0.04%,-0.09%,-0.11%,-1.56%
Total Shareholder Return,-28.85%,0.79%,-0.99%,2.67%,2.65%,3.30%,1.86%,4.04%,2.41%,3.79%,2.28%
