,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"2,246","2,465","2,723","3,049","3,369","3,807","4,201","4,599","5,541","6,311"
Revenue Growth (YoY),9.01%,9.72%,10.45%,12.00%,10.48%,13.00%,10.34%,9.47%,20.50%,13.89%
Cost of Revenue,"1,073","1,125","1,090","1,107","1,231","1,512","1,682","1,875","2,433","3,136"
Gross Profit,"1,173","1,340","1,632","1,942","2,138","2,295","2,519","2,724","3,109","3,175"
"Selling, General & Admin",600.02,592.31,900.12,856.66,938.9,"1,012","1,116","1,091","1,311","1,590"
Operating Expenses,600.02,592.31,900.12,856.66,938.9,"1,012","1,116","1,091","1,311","1,590"
Operating Income,572.92,747.51,732.18,"1,085","1,199","1,284","1,403","1,633","1,797","1,585"
Other Expense / Income,9.02,1.72,-159.37,5.65,-2.84,-9.65,-13.02,7,-3.95,12.76
Pretax Income,563.89,745.79,891.55,"1,080","1,202","1,293","1,416","1,626","1,801","1,572"
Income Tax,225.23,262.6,344.82,367,380.95,300.27,308.13,216.56,423.94,380.34
Net Income,338.66,483.19,546.73,712.69,820.68,993,"1,108","1,410","1,377","1,192"
Net Income Growth,-0.40%,42.68%,13.15%,30.35%,15.15%,21.00%,11.56%,27.24%,-2.28%,-13.49%
Shares Outstanding (Basic),"1,000","1,004","1,133","1,176","1,134","1,114","1,084","1,059","1,058","1,054"
Shares Outstanding (Diluted),"1,040","1,046","1,156","1,200","1,154","1,129","1,093","1,070","1,071","1,066"
Shares Change,-5.30%,0.52%,10.50%,3.82%,-3.78%,-2.23%,-3.13%,-2.16%,0.16%,-0.45%
EPS (Basic),0.34,0.48,0.48,0.60,0.72,0.89,1.02,1.33,1.30,1.13
EPS (Diluted),0.33,0.46,0.47,0.59,0.71,0.88,1.01,1.32,1.28,1.11
EPS Growth,4.84%,41.54%,3.26%,25.26%,19.33%,23.94%,15.34%,30.05%,-2.65%,-13.23%
Free Cash Flow,299.12,567.09,481.16,596.83,896.02,"1,091","1,005","1,298","1,100",676.86
Free Cash Flow Per Share,0.30,0.56,0.42,0.51,0.79,0.98,0.93,1.23,1.04,0.64
Gross Margin,52.21%,54.36%,59.95%,63.68%,63.45%,60.29%,59.95%,59.23%,56.10%,50.30%
Operating Margin,25.50%,30.33%,26.89%,35.59%,35.58%,33.72%,33.40%,35.51%,32.44%,25.11%
Profit Margin,15.08%,19.60%,20.08%,23.37%,24.36%,26.08%,26.37%,30.65%,24.86%,18.88%
Free Cash Flow Margin,13.32%,23.01%,17.67%,19.57%,26.60%,28.66%,23.91%,28.22%,19.84%,10.72%
Effective Tax Rate,39.94%,35.21%,38.68%,33.99%,31.70%,23.22%,21.76%,13.32%,23.53%,24.20%
EBITDA,586.66,771.44,922.41,"1,121","1,251","1,350","1,481","1,687","1,856","1,641"
EBITDA Margin,26.12%,31.30%,33.88%,36.75%,37.12%,35.47%,35.25%,36.69%,33.49%,25.99%
Depreciation & Amortization,22.76,25.65,30.86,40.85,48.89,56.98,64.81,60.97,54.26,68.58
EBIT,563.89,745.79,891.55,"1,080","1,202","1,293","1,416","1,626","1,801","1,572"
EBIT Margin,25.10%,30.26%,32.75%,35.41%,35.67%,33.97%,33.71%,35.36%,32.51%,24.91%
