,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cash & Equivalents,"2,990","3,646","3,441","4,143","3,224","4,222","3,683","13,039","9,474","10,850"
Cash & Cash Equivalents,"2,990","3,646","3,441","4,143","3,224","4,222","3,683","13,039","9,474","10,850"
Cash Growth,-,21.94%,-5.62%,20.40%,-22.18%,30.96%,-12.77%,254.03%,-27.34%,14.52%
Receivables,446,0,0,0,6,0,0,0,0,0
"Property, Plant & Equipment",592,595,595,601,685,791,761,759,768,844
Goodwill and Intangibles,"6,876","6,876","6,876","6,876","6,887","6,923","7,044","7,050","7,180","8,370"
Total Assets,"122,154","132,857","138,208","149,520","152,336","160,518","165,733","183,349","188,409","226,733"
Total Liabilities,"102,958","113,589","118,562","129,773","132,066","139,701","143,532","160,676","164,989","203,043"
Total Debt,"8,447","15,171","13,318","17,149","14,436","17,242","14,321","8,589","7,006","15,890"
Debt Growth,-,79.60%,-12.21%,28.77%,-15.82%,19.44%,-16.94%,-40.03%,-18.43%,126.81%
Common Stock,"18,609","18,346","18,120","17,712","16,926","16,528","16,114","16,288","16,107","19,091"
Retained Earnings,"1,235","1,294","1,913","2,703","4,164","5,385","6,498","6,445","7,978","9,159"
Comprehensive Income,-648,-372,-387,-668,-820,"-1,096",-411,-60,-665,"-4,560"
Shareholders' Equity,"19,196","19,268","19,646","19,747","20,270","20,817","22,201","22,673","23,420","23,690"
Net Cash / Debt,"-5,457","-11,525","-9,877","-13,006","-11,212","-13,020","-10,638","4,450","2,468","-5,040"
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,-44.54%,-
Net Cash Per Share,-9.74,-20.66,-18.35,-24.82,-22.26,-27.10,-23.58,10.39,5.77,-10.55
Book Value Per Share,34.28,34.61,36.68,37.82,40.37,43.48,49.37,53.09,55.02,49.77
