,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-03-29,2015-06-28,2015-09-27,2015-12-31,2016-04-03,2016-07-03,2016-10-02,2016-12-31,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-29,2019-12-31,2020-03-29,2020-06-28,2020-09-27,2020-12-31,2021-04-04,2021-07-04,2021-10-03,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"27,256","28,438","24,604","26,339","25,010","24,212","19,744","15,632","19,196","19,237","21,611","22,998","25,425","27,249","28,165","29,317","26,856","21,915","23,855","21,457","24,839","26,985","25,451","27,417","19,785","24,895","30,810","33,612","38,054","35,358","32,737","31,201","29,213","27,307","28,693","34,168","33,772","34,705","32,361","33,958","37,772"
Market Cap Growth,23.97%,38.19%,-1.59%,-0.28%,-8.24%,-14.86%,-19.75%,-40.65%,-23.25%,-20.55%,9.46%,47.12%,32.45%,41.65%,30.33%,27.47%,5.63%,-19.58%,-15.30%,-26.81%,-7.51%,23.13%,6.69%,27.78%,-20.35%,-7.74%,21.05%,22.60%,92.34%,42.03%,6.26%,-7.17%,-23.23%,-22.77%,-12.35%,9.51%,15.60%,27.09%,12.78%,-0.62%,-
Enterprise Value,"26,642","27,751","23,912","25,631","24,604","24,040","19,674","15,460","19,752","19,828","22,059","23,474","25,903","27,579","28,976","29,756","27,746","22,845","24,913","22,408","25,686","27,476","26,249","28,314","21,106","26,632","31,610","33,914","38,790","36,370","33,661","32,173","30,535","28,734","33,843","39,450","39,085","40,091","36,761","37,913","41,727"
PE Ratio,17.71,18.10,15.01,15.95,14.71,14.04,11.74,11.17,14.40,15.17,18.36,16.50,17.31,18.33,17.06,29.35,28.94,20.89,18.52,10.02,10.02,10.34,10.02,12.13,9.39,14.57,19.40,18.79,20.23,16.04,14.63,14.64,15.01,13.33,14.99,15.89,13.39,13.66,11.57,46.20,51.74
PS Ratio,1.53,1.57,1.31,1.37,1.28,1.23,1.02,0.82,1.03,1.06,1.22,1.31,1.43,1.48,1.45,1.44,1.25,0.98,1.03,0.90,1.03,1.11,1.06,1.16,0.88,1.23,1.58,1.70,1.82,1.53,1.36,1.30,1.20,1.10,1.10,1.22,1.12,1.08,0.97,1.00,1.11
PB Ratio,3.70,3.65,3.18,3.40,3.25,3.08,2.55,2.11,2.77,2.80,3.12,3.35,3.55,3.64,3.69,4.04,3.63,3.00,3.32,2.92,3.18,3.26,3.26,3.65,2.80,3.46,4.00,4.17,4.69,4.50,4.05,3.83,3.46,3.13,3.42,3.81,3.51,3.36,3.04,3.84,4.27
P/FCF Ratio,22.92,25.44,17.39,17.94,17.98,18.10,16.07,12.11,13.62,12.71,13.84,16.92,17.57,18.91,17.36,16.29,20.27,15.13,15.51,13.46,11.94,11.80,10.10,11.40,8.18,15.12,17.24,15.32,17.79,12.85,15.88,20.50,21.78,21.12,26.87,32.67,26.22,31.61,14.93,12.33,13.72
P/OCF Ratio,14.17,15.54,11.48,11.62,11.49,11.35,9.83,7.57,8.89,8.61,9.61,11.86,12.40,13.44,13.44,12.88,15.08,11.39,10.87,9.02,8.54,8.64,7.64,8.62,6.28,10.74,12.74,12.35,14.19,10.65,12.28,13.83,14.04,13.23,15.29,17.42,14.73,15.94,9.74,8.56,9.52
Debt / Equity Ratio,0.23,0.22,0.22,0.22,0.22,0.21,0.21,0.22,0.26,0.27,0.28,0.27,0.27,0.24,0.30,0.28,0.31,0.34,0.34,0.34,0.31,0.27,0.34,0.32,0.47,0.53,0.53,0.52,0.50,0.50,0.49,0.51,0.49,0.51,0.97,0.88,0.81,0.74,0.70,0.76,0.76
Quick Ratio,1.48,1.46,1.35,1.33,1.32,1.30,1.23,1.22,1.07,1.04,1.02,1.02,1.01,1.03,0.91,0.91,0.90,0.92,0.83,0.84,0.87,0.94,0.86,0.82,0.79,0.80,1.22,1.21,1.14,1.07,1.05,1.01,0.95,0.93,0.74,0.68,0.69,0.74,0.78,0.65,0.65
