,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"7,005","7,995","7,479","9,402","10,407","10,031","10,769","12,040","11,178","11,677","11,243","10,389","12,438","12,984","14,945","19,615","16,480","15,474","15,905","13,453","15,452","16,095","19,493","19,438","12,456","20,158","27,507","25,114","32,413","32,577","30,077","38,666","26,403","23,301","23,403","30,695","33,546","41,505","36,357","50,637","46,876"
Market Cap Growth,-10.28%,16.59%,19.23%,27.60%,48.56%,25.46%,43.99%,28.05%,7.41%,16.41%,4.41%,-13.71%,11.27%,11.19%,32.93%,88.81%,32.50%,19.18%,6.42%,-31.42%,-6.24%,4.01%,22.56%,44.49%,-19.39%,25.24%,41.11%,29.20%,160.21%,61.61%,9.34%,53.96%,-18.54%,-28.47%,-22.19%,-20.62%,27.05%,78.13%,55.35%,64.97%,-
Enterprise Value,"9,836","10,845","10,473","12,579","13,644","13,035","13,187","14,496","13,605","14,059","13,202","12,447","14,657","15,387","16,792","21,899","18,648","17,331","17,602","16,027","18,343","18,660","21,379","21,625","15,226","22,083","28,750","26,865","34,653","35,024","32,252","41,456","30,284","27,592","26,897","33,772","36,438","44,202","37,551","52,583","48,822"
PE Ratio,12.98,15.78,14.02,17.01,18.27,14.80,14.35,15.72,13.75,13.88,12.69,11.11,12.83,12.87,14.39,19.22,14.42,11.84,10.89,8.63,9.91,10.19,12.04,11.03,6.58,9.83,11.59,9.19,10.19,8.89,7.20,8.54,5.25,4.19,4.00,5.41,6.48,8.53,7.66,10.70,10.18
PS Ratio,1.01,1.08,0.93,1.09,1.12,0.99,1.00,1.10,0.99,1.01,0.93,0.82,0.95,0.95,1.06,1.35,1.09,0.98,0.99,0.83,0.93,0.94,1.11,1.07,0.68,1.06,1.35,1.13,1.34,1.25,1.08,1.34,0.87,0.73,0.70,0.91,1.00,1.20,1.02,1.41,1.30
PB Ratio,1.61,1.61,1.46,1.79,1.92,1.78,1.83,1.99,1.79,1.79,1.66,1.49,1.72,1.75,1.93,2.49,2.01,1.80,1.77,1.47,1.65,1.67,1.95,1.90,1.19,1.83,2.32,2.01,2.50,2.36,2.02,2.47,1.57,1.29,1.21,1.52,1.62,1.92,1.60,2.19,2.02
P/FCF Ratio,-9.73,-10.89,-9.82,-10.73,-15.87,1374.09,15.38,14.70,12.71,20.19,20.91,20.41,34.73,57.65,52.83,82.18,29.87,15.03,22.73,33.62,104.27,52.74,24.01,18.10,14.45,16.16,21.75,23.38,23.78,59.28,98.74,91.54,-96.01,-155.96,56.58,21.92,12.36,12.82,8.64,15.65,14.49
P/OCF Ratio,-10.70,-11.99,-11.31,-12.01,-18.44,99.41,15.37,14.54,12.47,19.45,18.02,17.40,26.96,37.14,33.95,49.86,34.54,16.60,29.17,54.44,84.76,50.39,21.85,16.88,12.99,14.40,19.35,19.57,19.50,40.81,56.28,63.14,-181.72,3819.82,41.66,19.61,11.69,12.26,8.45,15.24,14.11
Debt / Equity Ratio,0.89,0.69,0.72,0.71,0.73,0.68,0.65,0.62,0.59,0.51,0.48,0.46,0.45,0.39,0.37,0.41,0.39,0.36,0.36,0.37,0.39,0.36,0.34,0.37,0.41,0.39,0.36,0.34,0.35,0.32,0.36,0.34,0.33,0.33,0.31,0.28,0.29,0.28,0.22,0.23,0.23
Interest Coverage,-,-,-,-,-,-,-,-,-,-,34.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Return on Capital (ROIC),Upgrade,6.37%,5.84%,5.90%,5.96%,5.89%,6.97%,7.59%,7.69%,8.05%,8.43%,8.67%,9.03%,9.16%,9.63%,9.62%,9.02%,9.81%,10.94%,11.71%,12.22%,11.79%,11.87%,11.88%,12.40%,12.62%,13.20%,14.59%,16.28%,18.20%,20.09%,20.54%,21.56%,22.45%,23.07%,22.94%,21.84%,19.22%,17.26%,16.63%,16.10%
Dividend Yield,0.20%,0.30%,0.70%,0.80%,0.80%,0.90%,0.90%,0.80%,0.90%,1.00%,1.10%,1.20%,1.10%,1.10%,1.00%,0.80%,1.00%,1.20%,1.20%,1.50%,1.30%,1.30%,1.10%,1.20%,1.90%,1.20%,0.90%,1.10%,0.80%,0.90%,1.00%,0.80%,1.10%,1.30%,1.30%,1.00%,1.00%,0.80%,0.90%,0.70%,0.85%
Payout Ratio,9.20%,11.60%,13.20%,16.20%,15.80%,10.30%,9.70%,18.60%,15.10%,11.90%,10.50%,18.20%,16.40%,13.00%,12.00%,25.00%,13.40%,10.40%,10.10%,19.50%,16.00%,11.70%,11.00%,15.00%,13.30%,10.10%,7.70%,9.20%,7.80%,6.50%,5.40%,7.00%,5.50%,4.80%,4.80%,9.00%,9.10%,6.40%,5.60%,10.60%,8.65%
Buyback Yield / Dilution,-0.70%,-0.94%,-12.90%,-12.61%,-12.93%,-12.71%,-0.63%,-1.11%,-1.19%,-1.17%,-1.15%,-1.12%,-1.25%,-1.04%,-1.05%,1.14%,-1.32%,-1.05%,-0.71%,0.96%,1.62%,1.70%,2.04%,1.76%,2.01%,2.44%,1.44%,0.91%,0.78%,1.01%,2.08%,2.68%,2.97%,2.99%,3.37%,3.67%,3.20%,3.06%,3.03%,3.23%,3.23%
Total Shareholder Return,-0.50%,-0.64%,-12.20%,-11.81%,-12.13%,-11.81%,0.27%,-0.31%,-0.29%,-0.17%,-0.05%,0.08%,-0.15%,0.06%,-0.05%,1.94%,-0.32%,0.15%,0.49%,2.46%,2.92%,3.00%,3.14%,2.96%,3.91%,3.64%,2.34%,2.01%,1.58%,1.91%,3.08%,3.48%,4.07%,4.29%,4.67%,4.67%,4.20%,3.86%,3.93%,3.93%,4.08%
