,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,131,113.1,166.2,142.5,147.9,221.4,238.9,157.7,195.1,249.8,283.7,206.9,229.2,289,313.3,189.3,351,453.8,466.2,287.2,351.3,474.8,505.3,431.3,482.7,630.7,829,791.8,929.5,"1,116","1,339","1,142","1,436","1,648","1,632",958.7,942.2,"1,335","1,510",947.4
Depreciation & Amortization,8.9,9.9,11.8,12.3,13.1,14.3,14.4,13.6,14,13.8,19.6,14.4,12.9,13.1,14.3,16.2,16.9,13.5,15.8,16.9,17.2,18.3,19.6,19,19.8,18.6,33.2,22.9,21.2,19.5,18.5,19.4,19.9,20.9,21.2,19.8,26.7,23.7,21.4,20
Share-Based Compensation,4.4,7.1,9.6,10.2,5.5,8.7,5.5,8.2,12.2,10.1,8.5,8.8,8.6,12.5,15,13.6,17.4,15.3,9.5,18.1,17.8,18,19.3,16.6,21.3,21.3,18.6,21.7,25.4,22.6,21.7,23.7,30.9,24.8,25.7,22.9,28.4,29.3,30.6,40.9
Other Operating Activities,-402.4,-438,-275.3,-294,-206.3,113,253,-181,-192.9,-212,223.5,-258.3,-358.2,-364.6,283.3,-294.1,-409.1,-77.3,-252.8,-695.3,-474.9,31.3,267.2,-580.7,-805.1,313.4,-48.1,"-1,088.5",-878.9,"-1,037.2",-810.3,"-1,358.8","-2,147.6","-1,421.7",-554.1,-172.3,-352.8,-600.6,481.3,"-1,161.7"
Operating Cash Flow,-258.1,-307.9,-87.7,-129,-39.8,357.4,511.8,-1.5,28.4,61.7,535.3,-28.2,-107.5,-50,625.9,-75,-23.8,405.3,238.7,-373.1,-88.6,542.4,811.4,-113.8,-281.3,984,832.7,-252.1,97.2,120.4,568.9,-174.1,-660.5,271.8,"1,125",829.1,644.5,787.5,"2,043",-153.4
Operating Cash Flow Growth,-,-,-,-,-,-,-,-,-,-82.74%,4.59%,-,-,-,16.93%,-,-,-,-61.86%,-,-,33.83%,239.92%,-,-,81.42%,2.63%,-,-,-87.76%,-31.68%,-,-,125.75%,97.68%,-,-,189.74%,81.66%,-
Capital Expenditures,-14.5,-17.1,-50.3,-11.3,-12.7,-19.3,43.2,-20.1,-20.3,-24.8,-20.9,-22.2,-35.3,-46,-53.8,-19.6,194,-23.4,3.6,-21.2,6.9,-3.5,-62.5,-18.4,-12.4,-59.8,-66.4,-70.7,-101.9,-9.7,-47.5,-30.9,-41.6,-35.5,-40.2,-47.5,-31.7,-29.1,11.7,-37.7
Acquisitions,0,-188.2,-21.4,0,0,-68.7,-2.2,0,0,0,-82.2,-4.1,0,0,0,-141.5,-1.5,0.3,1,-288.6,-16.6,-1.3,-9.3,1.2,-4.4,-2.9,-3.6,-23,-1.2,-0.2,-0.1,0,0,-271.5,0,-97.1,-6.4,-98.5,-10.9,-1
Change in Investments,-0.5,-1.1,-2.8,-3,-1.9,-16.2,-2.6,-2.1,37.5,4.7,15.4,1,-3.9,-0.6,0.9,0.1,-0.1,-0.8,6.9,-0.6,-1,-0.4,2,-0.6,0,-3.1,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Investing Activities,1.3,59.7,10.1,0.4,-0.8,-1.3,1,-,-1.7,-0.4,2.3,-6,-2.9,-1,9.9,-,-,-,-,-,-,-,2.1,-,-,-,0.6,2.3,-1.6,-0.9,2.3,4.4,-0.6,2.8,-1.8,1.7,0.4,-0.3,-2.5,-0.6
Investing Cash Flow,-13.7,-146.7,-64.4,-13.9,-15.4,-105.5,39.4,-22.2,15.5,-20.5,-85.4,-31.3,-42.1,-47.6,-43,-161,192.4,-23.9,11.5,-310.4,-10.7,-5.2,-67.7,-17.8,-16.8,-65.8,-65.7,-91.4,-104.7,-10.8,-45.3,-26.5,-42.2,-304.2,-42,-142.9,-37.7,-127.9,-1.7,-39.3
Dividends Paid,-12.1,-13.7,-22.8,-22.8,-22.9,-22.9,-23,-29.6,-29.6,-29.7,-29.8,-37.3,-37.4,-37.5,-37.4,-47,-47.1,-47.2,-47.1,-56,-55.9,-56,-55.5,-64.6,-64.1,-63.6,-63.7,-72.9,-72.7,-72.1,-71.6,-80.1,-79.1,-79.2,-78.1,-86.1,-85.6,-85.2,-84.3,-99.9
Share Issuance / Repurchase,26.3,13.5,2.1,4.6,16.4,3,37.8,17,11.4,33.4,10.6,2.8,21.9,-51,12.4,-10.8,-4.4,-23.5,-41.4,-132,-61.9,-140.8,-102.4,-159,-188.5,2.1,8.4,-52.9,-361.7,-231.3,-179.8,-286.6,-261,-285.2,-265.5,-112.6,-294.3,-334,-412.1,-375.3
Debt Issued / Paid,389.2,79,218.3,39.1,212.9,-124.7,7.2,-81,-72,-364.6,-32.1,-54.3,-0.2,-296.5,-59.3,255.5,-24.6,-139.8,108.4,138.4,198.6,-186.1,-57.6,457.1,512.9,-19.2,-43.9,-69.5,234.4,-82.6,995,-235.2,318.7,401.4,87.6,-404.4,266,105.3,"-1,028.5",160.1
Other Financing Activities,1,-0.3,-1,1.2,5.5,0.6,5,2.2,1.7,2.4,-2.2,-4.6,8.2,1.8,3.8,-12,-0.3,-0.2,-1,-4.6,-18.6,-0.2,100.5,-20,-20.8,-2.1,-0.4,-26.4,-35.5,13.6,0.9,29.9,-51.4,-9.4,62,-43.5,-30.8,-12.3,-24.3,-47.7
Financing Cash Flow,404.4,78.5,196.6,22.1,211.9,-144,27,-91.4,-88.5,-358.5,-53.5,-93.4,-7.5,-383.2,-80.5,185.7,-76.4,-210.7,18.9,-54.2,62.2,-383.1,-115,213.5,239.5,-82.8,-99.6,-221.7,-235.5,-372.4,744.5,-572,-72.8,27.6,-194,-646.6,-144.7,-326.2,"-1,549.2",-362.8
