,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"12,888","12,857","11,304","16,685","15,627","22,717","27,748","33,960","32,165","38,010","40,134"
Market Cap Growth,0.32%,-0.25%,-12.08%,47.60%,-6.34%,45.37%,22.15%,22.39%,-5.29%,18.17%,-
Enterprise Value,"14,225","14,418","12,928","18,213","17,905","25,092","28,949","36,157","34,204",-,"43,037"
PE Ratio,22.05,21.76,22.07,24.48,20.09,26.37,31.80,34.30,27.74,28.95,30.67
PS Ratio,3.20,3.23,2.94,3.88,3.22,4.40,6.11,6.12,5.23,5.76,6.08
PB Ratio,3.98,3.95,3.47,4.14,3.68,4.44,4.66,4.94,4.30,0,3.92
P/FCF Ratio,19.69,21.30,16.30,22.01,18.53,22.45,22.99,32.35,31.83,-,39.01
P/OCF Ratio,17.75,19.12,14.94,20.02,16.88,20.38,21.66,29.26,27.98,-,37.28
EV/Sales Ratio,3.54,3.63,3.37,4.24,3.69,4.86,6.38,6.52,5.56,-,6.52
EV/EBITDA Ratio,15.00,14.91,16.42,20.35,16.74,21.66,24.78,27.74,22.62,-,25.43
EV/EBIT Ratio,17.56,17.64,21.27,25.60,20.57,27.15,31.70,35.75,28.68,-,28.19
EV/FCF Ratio,21.73,23.89,18.64,24.02,21.23,24.79,23.99,34.44,33.85,-,41.83
Debt / Equity Ratio,0.53,0.60,0.72,0.54,0.62,0.54,0.41,0.37,0.32,0,0.32
Debt / EBITDA Ratio,1.49,1.77,2.47,2.62,2.03,2.27,2.37,1.85,1.68,1.40,1.96
Debt / FCF Ratio,2.16,2.84,2.80,3.09,2.58,2.60,2.29,2.30,2.52,-,3.22
Quick Ratio,1.02,0.96,1.42,1.15,0.86,0.80,1.68,0.75,0.81,0,0.49
Current Ratio,1.68,1.58,2.09,1.70,1.46,1.42,2.34,1.36,1.62,0,0.98
Asset Turnover,0.63,0.60,0.54,0.55,0.56,0.52,0.44,0.47,0.49,0,0.49
Interest Coverage,11.24,9.89,8.50,9.33,13.09,10.45,11.94,12.58,14.33,-20.87,-18.45
Return on Equity (ROE),18.64%,18.23%,15.74%,20.93%,19.31%,20.30%,17.05%,16.64%,16.87%,17.56%,12.82%
Return on Assets (ROA),9.96%,9.21%,7.68%,9.60%,9.98%,9.94%,8.86%,9.56%,9.75%,10.56%,8.74%
Return on Capital (ROIC),14.34%,13.42%,11.40%,13.98%,13.66%,10.82%,10.51%,9.79%,10.28%,14.15%,10.29%
Earnings Yield,4.53%,4.60%,4.53%,4.08%,4.98%,3.79%,3.14%,2.92%,3.61%,3.45%,3.27%
FCF Yield,5.08%,4.69%,6.14%,4.54%,5.40%,4.46%,4.35%,3.09%,3.14%,0.00%,2.56%
Dividend Yield,0.62%,0.67%,0.74%,0.50%,0.82%,0.56%,0.59%,0.54%,0.63%,0.00%,0.64%
Payout Ratio,13.78%,14.55%,16.26%,12.14%,16.57%,14.80%,18.92%,18.64%,17.44%,0.00%,19.75%
Buyback Yield / Dilution,-0.42%,2.23%,3.25%,0.81%,-0.37%,1.43%,-0.77%,-0.72%,0.55%,0.01%,-0.29%
Total Shareholder Return,0.20%,2.90%,3.99%,1.30%,0.45%,1.99%,-0.17%,-0.18%,1.18%,0.01%,0.35%
