,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"5,870","6,468","5,758","6,071","5,914","6,087","5,478","5,803","6,278","6,214","7,094","6,855","7,118","8,614","9,269","10,067","10,890","10,446","11,569","9,612","11,752","13,083","12,405","13,034","10,460","11,880","13,745","15,103","15,887","16,724","15,728","17,984","14,591","13,768","15,069","17,239","17,466","16,274","15,726","16,414","17,203"
Market Cap Growth,36.07%,44.44%,8.59%,1.77%,0.76%,-5.88%,-4.86%,-4.42%,6.15%,2.08%,29.51%,18.12%,13.37%,38.61%,30.66%,46.86%,53.01%,21.27%,24.81%,-4.52%,7.91%,25.24%,7.23%,35.60%,-10.99%,-9.19%,10.80%,15.87%,51.88%,40.77%,14.43%,19.08%,-8.16%,-17.68%,-4.19%,-4.14%,19.71%,18.20%,4.36%,-4.79%,-
Enterprise Value,"6,191","6,799","6,094","6,426","6,328","6,651","6,025","6,316","7,015","6,908","7,956","7,634","7,852","9,284","9,841","10,550","11,344","10,858","11,938","9,994","12,145","13,388","12,806","13,251","10,987","12,289","13,911","15,121","16,082","17,308","16,226","18,319","15,163","14,513","15,687","18,299","18,426","17,289","16,603","17,205","17,994"
PE Ratio,19.68,22.53,20.15,24.63,22.42,21.87,17.23,21.41,23.04,20.51,25.38,29.88,23.44,25.68,27.66,26.85,27.51,24.38,27.20,24.49,26.64,28.89,29.48,33.64,25.64,41.91,33.09,37.36,35.24,40.91,33.97,37.85,26.05,24.91,21.08,33.15,31.23,29.35,18.80,37.78,29.01
PS Ratio,2.83,3.08,2.68,2.83,2.81,2.93,2.68,2.87,3.11,3.02,3.41,3.24,3.29,3.94,4.15,4.40,4.64,4.34,4.71,3.87,4.71,5.23,4.96,5.22,4.24,4.98,5.87,6.42,6.59,6.60,5.90,6.50,5.09,4.63,4.88,5.42,5.33,4.89,4.77,5.01,5.25
PB Ratio,3.62,3.98,3.63,4.08,4.08,4.18,3.83,4.02,4.21,4.15,4.56,4.44,4.34,4.99,5.12,5.34,5.40,5.25,5.61,4.82,5.72,6.19,5.74,5.76,4.69,5.25,5.74,5.95,6.09,6.26,5.77,6.42,5.03,4.94,5.38,5.67,5.41,4.96,4.64,4.64,4.86
P/FCF Ratio,15.92,18.63,17.66,18.97,19.99,20.18,17.32,18.33,18.52,18.62,20.68,18.95,18.99,23.10,24.75,25.89,28.98,25.90,28.76,22.93,27.12,29.34,25.98,27.32,22.10,23.02,27.19,29.17,29.40,33.47,31.08,36.51,31.62,31.44,31.53,35.22,31.92,28.55,26.44,25.31,26.53
P/OCF Ratio,14.55,16.75,15.64,16.50,17.23,17.38,15.08,16.11,16.47,16.76,18.53,17.14,17.17,20.82,22.49,23.26,25.96,23.08,25.05,20.05,23.68,25.82,23.38,24.68,19.96,21.12,24.59,26.53,26.75,29.83,27.91,31.81,27.24,26.91,27.24,30.93,27.92,24.86,23.03,22.90,24.00
Debt / Equity Ratio,0.48,0.50,0.52,0.58,0.63,0.60,0.60,0.58,0.73,0.71,0.71,0.66,0.58,0.51,0.48,0.46,0.43,0.44,0.42,0.43,0.41,0.40,0.42,0.38,0.49,0.51,0.44,0.41,0.44,0.49,0.48,0.43,0.45,0.47,0.46,0.49,0.46,0.45,0.42,0.37,0.37
Quick Ratio,2.38,1.79,1.90,1.86,2.12,1.94,1.78,1.90,2.24,2.21,1.72,1.65,1.83,1.68,1.81,1.86,2.34,2.27,2.27,2.14,2.33,2.40,2.25,2.60,2.45,2.53,2.81,3.31,3.44,2.38,2.50,2.52,2.44,1.91,2.15,1.61,1.95,1.87,2.04,1.92,1.92
