,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"2,550","2,849","2,941","2,971","2,497","1,532","1,531","1,323",567,570,"1,103",990,"1,124","1,072","1,059","1,252","1,382","1,733","1,417","1,667","1,765","1,197","1,433","1,345","1,215","1,230",272,754,830,"1,071","1,143","1,453","1,800","1,753","2,303","2,247","1,733","1,680","1,513","1,813"
Revenue Growth (YoY),408.98%,-29.13%,-1.64%,-4.99%,-2.08%,-46.23%,-47.94%,-55.47%,-77.29%,-62.79%,-27.96%,-25.17%,98.24%,88.07%,-3.99%,26.46%,22.95%,61.66%,33.81%,33.15%,27.71%,-30.93%,1.13%,-19.32%,-31.16%,2.76%,-81.02%,-43.94%,-31.69%,-12.93%,320.22%,92.71%,116.87%,63.68%,101.49%,54.65%,-3.72%,-4.16%,-34.30%,-19.31%
Cost of Revenue,"1,123","1,187","1,277","1,246","1,103",756,713,583,-163,336,347,423,343,276,327,355,357,347,331,367,372,341,363,301,312,304,234,312,301,273,293,350,345,337,355,392,339,363,375,356
Gross Profit,"1,427","1,662","1,664","1,725","1,394",776,818,740,730,234,756,567,781,796,732,897,"1,025","1,386","1,086","1,300","1,393",856,"1,070","1,044",903,926,38,442,529,798,850,"1,103","1,455","1,416","1,948","1,855","1,394","1,317","1,138","1,457"
"Selling, General & Admin",194,187,139,160,168,171,168,125,124,151,131,104,-15,97,90,89,95,100,105,101,88,94,87,82,93,76,88,53,57,89,68,70,64,73,68,79,88,82,71,72
Research & Development,226,73,145,96,479,90,111,585,185,24,182,83,34,28,30,294,57,52,65,56,116,59,26,22,42,28,26,27,100,21,25,63,27,11,8,73,18,15,11,20
Other Operating Expenses,714,755,793,961,890,888,873,"1,100",797,593,547,604,630,599,637,886,662,662,711,720,722,632,702,703,695,807,627,604,622,571,652,623,625,527,578,599,540,615,602,696
Operating Expenses,"1,134","1,015","1,077","1,217","1,537","1,149","1,152","1,810","1,106",768,860,791,649,724,757,"1,269",814,814,881,877,926,785,815,807,830,911,741,684,779,681,745,756,716,611,654,751,646,712,684,788
Operating Income,293,647,587,508,-143,-373,-334,"-1,070",-376,-534,-104,-224,132,72,-25,-372,211,572,205,423,467,71,255,237,73,15,-703,-242,-250,117,105,347,739,805,"1,294","1,104",748,605,454,669
Interest Expense / Income,67,49,76,55,58,47,58,75,106,79,88,89,76,78,86,35,71,45,65,58,58,49,64,64,67,64,69,62,61,13,59,57,59,22,54,52,60,82,92,94
Other Expense / Income,-239,-751,-180,-127,"-1,019",-,-,-,503,47,32,-14,90,"4,917",-13,51,8,3,-,8,3,-5,-2,-2,9,-,-7,6,30,-3,20,102,-3,-4,-5,-5,-2,-3,-3,-5
Pretax Income,465,"1,349",691,580,818,-420,-392,"-1,145",-985,-660,-224,-299,-34,"-4,923",-98,-458,132,524,140,357,406,27,193,175,-3,-49,-765,-310,-341,107,26,188,683,787,"1,245","1,057",690,526,365,580
Income Tax,90,200,151,149,-108,-144,-6,-396,-192,-253,-54,-107,"1,337",34,41,141,160,168,44,103,16,-147,32,10,17,-3,-15,7,-3,10,10,4,34,-517,279,240,165,109,78,127
Net Income,375,"1,149",540,431,926,-276,-386,-749,-793,-407,-170,-192,"-1,371","-4,957",-139,-599,-28,356,96,254,390,174,161,165,-20,-46,-750,-317,-338,97,16,184,649,"1,304",966,817,525,417,287,453
Net Income Growth,16.46%,200.00%,26.76%,-24.25%,146.93%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-51.12%,67.71%,-35.04%,-,-,-,-,-,-,-,-,-,1244.33%,5937.50%,344.02%,-19.11%,-68.02%,-70.29%,-44.55%
Shares Outstanding (Basic),696,693,676,675,677,675,677,677,677,730,848,847,849,849,850,850,850,851,854,848,828,819,813,802,801,794,790,790,792,789,789,789,775,730,703,670,637,628,614,603
Shares Outstanding (Diluted),700,696,679,678,680,675,677,677,677,730,848,847,849,849,850,850,850,852,855,849,829,820,814,803,801,794,790,790,792,789,789,789,779,732,705,672,639,629,615,604
Shares Change,-1.82%,-2.25%,-4.90%,-4.64%,-2.86%,-3.02%,-0.29%,-0.15%,-0.44%,8.15%,25.26%,25.11%,25.41%,16.30%,0.24%,0.35%,0.12%,0.35%,0.59%,-0.12%,-2.47%,-3.76%,-4.80%,-5.42%,-3.38%,-3.17%,-2.95%,-1.62%,-1.12%,-0.63%,-0.13%,-0.13%,-1.64%,-7.22%,-10.65%,-14.83%,-17.97%,-14.07%,-12.77%,-10.12%
EPS (Basic),0.54,1.66,0.80,0.64,1.37,-0.41,-0.57,-1.11,-1.17,-0.56,-0.20,-0.23,-1.66,-5.84,-0.16,-0.70,-0.03,0.42,0.11,0.30,0.47,0.21,0.20,0.21,-0.03,-0.06,-0.95,-0.40,-0.42,0.12,0.02,0.23,0.82,1.79,1.37,1.22,0.87,0.66,0.47,0.75
EPS (Diluted),0.53,1.65,0.80,0.64,1.36,-0.41,-0.57,-1.11,-1.17,-0.56,-0.20,-0.23,-1.66,-5.84,-0.16,-0.70,-0.03,0.42,0.11,0.30,0.46,0.21,0.20,0.21,-0.03,-0.06,-0.95,-0.40,-0.42,0.12,0.02,0.23,0.82,1.78,1.37,1.22,0.87,0.66,0.47,0.75
EPS Growth,17.78%,205.56%,33.33%,-20.00%,156.60%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-50.00%,81.82%,-30.00%,-,-,-,-,-,-,-,-,-,1383.33%,6750.00%,430.43%,6.10%,-62.92%,-65.69%,-38.52%
Free Cash Flow,169,466,-138,365,-366,"-1,143",-460,-132,-174,-367,-105,146,23,313,-165,34,-168,-13,129,194,171,-100,150,65,84,81,-317,201,165,413,381,527,872,735,"1,323","1,126",794,333,442,573
Free Cash Flow Per Share,0.24,0.67,-0.20,0.54,-0.54,-1.69,-0.68,-0.20,-0.26,-0.50,-0.12,0.17,0.03,0.37,-0.19,0.04,-0.20,-0.01,0.15,0.23,0.21,-0.12,0.18,0.08,0.10,0.10,-0.40,0.25,0.21,0.52,0.48,0.67,1.13,1.01,1.88,1.68,1.25,0.53,0.72,0.95
