,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"31,135","28,735","28,270","26,390","27,526","28,094","26,988","25,036","25,562","26,519","29,873","29,436","28,404","29,071","30,827","32,168","34,511","34,105","33,305","36,140","34,684","37,517","40,859","38,737","38,830","24,739","25,852","25,914","31,238","35,242","36,471","34,966","38,627","41,845","35,642","35,514","44,731","39,500","42,175","45,594","46,388"
Market Cap Growth,25.00%,18.09%,4.33%,-8.47%,-11.59%,-2.23%,-4.54%,-5.13%,-7.14%,-5.61%,10.69%,17.57%,11.12%,9.63%,3.19%,9.28%,21.50%,17.32%,8.04%,12.35%,0.50%,10.00%,22.68%,7.18%,11.95%,-34.06%,-36.73%,-33.10%,-19.55%,42.45%,41.08%,34.93%,23.65%,18.74%,-2.27%,1.57%,15.80%,-5.60%,18.33%,28.39%,-
Enterprise Value,"33,489","31,654","30,943","28,282","28,150","30,013","29,310","26,525","26,183","28,054","31,182","29,931","28,905","30,116","31,815","32,489","36,309","35,397","34,773","37,990","36,125","39,525","44,071","40,754","40,503","27,349","28,095","28,176","33,996","38,340","39,123","36,824","41,532","45,338","37,885","38,322","48,230","43,111","44,542","47,053","48,128"
PE Ratio,9.86,9.59,9.69,9.03,9.33,9.75,10.20,9.99,10.09,10.20,11.60,11.16,10.68,11.54,11.48,11.61,7.50,7.21,6.87,7.26,11.88,11.99,13.12,12.71,11.75,8.41,8.83,5.62,6.54,6.40,6.28,8.25,8.93,10.26,8.16,6.75,10.65,8.69,8.81,9.96,10.46
PS Ratio,1.30,1.23,1.22,1.15,1.21,1.26,1.24,1.19,1.23,1.26,1.41,1.34,1.26,1.30,1.38,1.45,1.59,1.56,1.52,1.64,1.59,1.71,1.87,1.77,1.74,1.13,1.19,1.19,1.41,1.54,1.59,1.55,1.75,1.95,1.68,1.72,2.29,2.10,2.26,2.41,2.47
PB Ratio,2.13,1.83,1.61,1.48,1.50,1.51,1.59,1.45,1.44,1.33,1.33,1.29,1.39,1.43,1.43,1.46,1.40,1.40,1.40,1.56,1.48,1.44,1.45,1.32,1.34,0.94,0.88,0.80,0.93,1.10,1.08,1.04,1.16,1.42,1.35,1.47,2.22,2.00,2.06,2.01,2.06
P/FCF Ratio,2.95,3.45,3.54,3.31,4.20,4.39,4.14,3.71,3.77,3.99,4.58,4.81,4.74,4.53,4.89,4.98,5.63,6.08,5.77,5.84,5.77,5.94,7.34,6.90,7.12,4.65,4.54,4.47,5.24,5.96,6.42,6.31,7.65,8.46,7.93,9.56,11.53,11.87,13.20,13.45,13.77
P/OCF Ratio,2.95,3.45,3.54,3.31,4.20,4.39,4.14,3.71,3.77,3.99,4.58,4.81,4.74,4.53,4.89,4.98,5.63,6.08,5.77,5.84,5.77,5.94,7.34,6.90,7.12,4.65,4.54,4.47,5.24,5.96,6.42,6.31,7.65,8.46,7.93,9.56,11.53,11.87,13.20,13.45,13.77
Debt / Equity Ratio,0.33,0.31,0.28,0.26,0.29,0.34,0.32,0.29,0.28,0.25,0.22,0.25,0.26,0.26,0.24,0.24,0.22,0.22,0.22,0.23,0.25,0.23,0.22,0.21,0.23,0.26,0.26,0.24,0.24,0.25,0.24,0.24,0.24,0.26,0.28,0.31,0.37,0.38,0.35,0.31,0.31
Interest Coverage,13.54,14.80,16.28,14.95,14.61,13.20,12.81,13.90,18.08,18.18,13.64,15.82,17.01,15.48,18.13,19.22,17.93,18.54,21.94,22.62,13.45,22.41,20.46,19.18,19.54,14.09,17.98,19.30,20.95,26.85,23.15,20.53,22.61,24.11,32.05,23.53,10.53,28.96,36.78,37.84,28.07
Return on Capital (ROIC),Upgrade,17.17%,15.53%,13.90%,13.98%,13.37%,12.41%,12.70%,12.15%,12.00%,11.11%,9.97%,9.84%,10.97%,10.53%,10.68%,10.80%,16.32%,16.87%,17.59%,18.41%,10.54%,10.31%,9.52%,9.02%,9.78%,9.38%,8.35%,12.10%,12.18%,14.39%,14.54%,10.65%,10.96%,11.44%,13.47%,17.30%,16.66%,17.40%,18.07%,15.95%
Dividend Yield,2.10%,2.30%,2.30%,2.50%,2.50%,2.40%,2.50%,2.70%,2.60%,2.50%,2.20%,2.30%,2.40%,2.30%,2.20%,2.10%,2.00%,2.10%,2.20%,2.10%,2.30%,2.10%,1.90%,2.00%,2.00%,3.20%,3.10%,3.10%,2.50%,2.30%,2.30%,2.40%,2.30%,2.20%,2.60%,2.70%,2.20%,2.50%,2.30%,2.20%,2.52%
Payout Ratio,25.30%,23.00%,20.70%,23.70%,24.70%,25.70%,29.30%,29.50%,24.00%,23.40%,30.80%,26.60%,23.40%,29.10%,23.90%,23.60%,6.90%,28.30%,24.10%,23.60%,37.70%,22.00%,24.50%,25.70%,25.20%,35.90%,25.00%,8.10%,20.60%,17.60%,20.20%,24.80%,20.90%,24.80%,18.30%,14.10%,117.60%,21.60%,15.40%,15.80%,26.21%
Buyback Yield / Dilution,1.02%,2.44%,2.69%,2.87%,3.54%,3.88%,4.64%,5.04%,4.78%,4.32%,4.59%,4.63%,4.25%,4.00%,3.62%,3.35%,3.50%,3.01%,2.62%,2.86%,3.16%,3.58%,3.72%,3.66%,3.61%,3.74%,3.88%,4.04%,4.56%,4.89%,5.40%,5.87%,5.88%,5.65%,5.53%,5.95%,5.97%,5.96%,6.27%,6.07%,6.07%
Total Shareholder Return,3.12%,4.74%,4.99%,5.37%,6.04%,6.28%,7.14%,7.74%,7.38%,6.82%,6.79%,6.93%,6.65%,6.30%,5.82%,5.45%,5.50%,5.11%,4.82%,4.96%,5.46%,5.68%,5.62%,5.66%,5.61%,6.94%,6.98%,7.14%,7.06%,7.19%,7.70%,8.27%,8.18%,7.85%,8.13%,8.65%,8.17%,8.46%,8.57%,8.27%,8.57%
