,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,850,658,515,566,586,673,588,741,852,691,677,646,753,705,718,732,"1,086",868,578,502,531,"2,430",559,621,731,"4,638","6,588","1,793","1,030","1,120","1,027","1,451","2,371",858,999,908,842,862,891,935
Cash & Cash Equivalents,850,658,515,566,586,673,588,741,852,691,677,646,753,705,718,732,"1,086",868,578,502,531,"2,430",559,621,731,"4,638","6,588","1,793","1,030","1,120","1,027","1,451","2,371",858,999,908,842,862,891,935
Cash Growth,43.10%,42.42%,6.40%,36.71%,-31.06%,2.28%,14.17%,30.92%,45.39%,2.67%,15.14%,-12.82%,-11.62%,2.03%,6.06%,13.31%,44.22%,23.12%,-19.50%,-31.42%,-51.10%,179.95%,-3.29%,23.71%,37.66%,90.86%,1078.53%,188.73%,40.90%,-75.85%,-84.41%,-19.07%,130.19%,-23.39%,-2.73%,-37.42%,-64.49%,0.47%,-10.81%,2.97%
Receivables,"5,489","5,472","5,524","5,694","5,928","5,804","5,827","5,889","5,880","5,669","5,503","5,826","5,664","5,782","5,980","6,501","6,332","6,592","6,532","6,789","7,420","7,219","7,131","7,380","6,890","6,139","6,433","7,051","7,424","7,636","8,433","8,095","8,520","8,628","8,552","8,891","8,657","8,713","9,182","9,958"
Inventory,"1,187","1,211","1,258","1,279","1,287","1,348","1,379","1,439","1,415","1,481","1,503","1,503","1,501","1,544","1,546","1,573","1,677","1,636","1,634","1,732","1,778","1,826","1,769","1,849","1,953","1,834","1,950","2,025","2,068","2,027","2,019","1,986","2,003","2,043","2,009","2,068","2,085","2,050","2,030","2,021"
Other Current Assets,"1,351","1,431","1,230","1,391","1,329","1,468","1,427","1,163","1,054","1,254","1,160","1,111","1,119","1,306","1,204","1,171","1,296","1,298","1,266","1,190","1,379","1,394","1,310","1,346","1,442","1,420","1,295","1,464","1,514","1,692","1,769","2,010","2,112","2,408","1,921","1,776","1,957","2,263","2,191","2,013"
Total Current Assets,"8,877","8,772","8,527","8,930","9,130","9,293","9,221","9,232","9,201","9,095","8,843","9,086","9,037","9,337","9,448","9,977","10,391","10,394","10,010","10,213","11,108","12,869","10,769","11,196","11,016","14,031","16,266","12,333","12,036","12,475","13,248","13,542","15,006","13,937","13,481","13,643","13,541","13,888","14,294","14,927"
"Property, Plant & Equipment","13,612","13,721","13,878","14,355","14,392","14,560","14,704","15,014","15,057","15,624","15,875","16,352","16,462","16,768","17,329","17,895","18,124","18,544","19,041","19,757","22,940","23,254","23,772","24,549","24,813","24,934","24,913","25,223","25,271","25,589","25,646","26,176","26,366","26,726","27,075","27,640","28,085","28,754","29,196","29,922"
Long-Term Investments,595,576,608,659,616,586,595,610,599,542,570,542,543,549,569,617,648,648,605,594,584,589,600,564,563,639,725,810,820,792,830,886,849,814,816,"1,204","1,176","1,115","1,121","1,233"
Goodwill and Intangibles,"5,910","5,909","5,899","6,416","6,415","6,484","6,540","6,731","6,713","6,694","6,691","6,704","6,754","6,771","7,357","7,394","7,471","7,459","7,759","7,953","8,159","8,140","8,160","8,269","8,587","8,578","8,570","8,578","8,575","8,680","9,153","9,540","9,525","9,593","9,651","9,653","9,590","9,641","9,778","9,945"
Other Long-Term Assets,815,844,913,620,735,787,836,"1,157","1,206","1,250","1,148","1,074",999,"1,141","1,028",710,665,697,629,690,588,597,611,480,442,527,542,546,575,628,685,598,462,514,461,298,319,196,200,184
Total Long-Term Assets,"20,932","21,050","21,298","22,050","22,158","22,417","22,675","23,512","23,575","24,110","24,284","24,672","24,758","25,229","26,283","26,616","26,908","27,348","28,034","28,994","32,271","32,580","33,143","33,862","34,405","34,678","34,750","35,157","35,241","35,689","36,314","37,200","37,202","37,647","38,003","38,795","39,170","39,706","40,295","41,284"
Total Assets,"29,809","29,822","29,825","30,980","31,288","31,710","31,896","32,744","32,776","33,205","33,127","33,758","33,795","34,566","35,731","36,593","37,299","37,742","38,044","39,207","43,379","45,449","43,912","45,058","45,421","48,709","51,016","47,490","47,277","48,164","49,562","50,742","52,208","51,584","51,484","52,438","52,711","53,594","54,589","56,211"
Accounts Payable,"1,735","1,717","1,787","2,035","1,973","1,884","1,877","2,170","1,944","1,934","1,950","2,318","2,233","2,245","2,314","2,606","2,538","2,457","2,414","2,577","2,693","2,609","2,610","2,905","2,750","2,882","3,270","3,535","3,524","3,531","3,759","4,111","4,010","3,742","4,161","4,239","3,769","3,823","4,139","4,233"
Deferred Revenue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,999",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Current Debt,"1,041","1,046","1,044",338,"2,037","1,374","1,377",233,226,224,216,216,212,213,202,200,"1,697","1,692",191,788,"3,796","2,073",148,145,162,163,172,209,234,253,250,237,"1,486",246,218,370,"2,378","2,395","2,553","2,424"
Other Current Liabilities,"3,115","3,132","2,801","3,107","3,162","3,052","3,059","3,113","3,228","3,238","2,989","3,300","3,018","3,313","3,095","3,352","3,243","3,476","3,626","4,204","4,042","4,279","4,366","4,707","4,107","4,812","10,937","4,960","4,884","4,831","5,615","5,234","5,022","5,011","5,405","5,293","4,881","5,327","5,715","5,998"
Total Current Liabilities,"5,891","5,895","5,632","5,480","7,172","6,310","6,313","5,516","5,398","5,396","5,155","5,834","5,463","5,771","5,611","6,158","7,478","7,625","6,231","7,569","10,531","8,961","7,124","7,757","7,019","12,856","14,379","8,704","8,642","8,615","9,624","9,582","10,518","8,999","9,784","9,902","11,028","11,545","12,407","12,655"
