,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"23,127","25,067","30,492","31,819","31,640","37,587","32,119","27,571","30,983","30,115","28,637","27,734","32,940","31,994","28,752","31,100","33,941","35,838","48,142","42,831","44,639","46,270","41,061","50,134","30,408","32,769","42,146","55,649","64,020","68,360","77,705","79,908","76,088","49,659","52,752","67,841","73,031","83,515","66,904","72,450","82,587"
Market Cap Growth,28.31%,55.84%,59.49%,48.92%,36.81%,49.94%,5.34%,-13.35%,-2.08%,-19.88%,-10.84%,0.59%,6.32%,6.24%,0.40%,12.14%,3.04%,12.01%,67.44%,37.72%,31.52%,29.11%,-14.71%,17.05%,-31.88%,-29.18%,2.64%,11.00%,110.54%,108.61%,84.37%,43.59%,18.85%,-27.36%,-32.11%,-15.10%,-4.02%,68.18%,26.83%,6.79%,-
Enterprise Value,"51,201","53,397","58,447","60,679","60,497","66,651","61,283","57,318","60,685","60,876","59,401","58,464","63,701","62,950","60,987","63,426","66,146","68,162","80,671","75,150","80,417","81,493","76,187","84,734","66,035","60,604","68,157","86,533","95,792","101,579","110,719","114,791","113,203","89,500","91,225","106,769","112,761","123,391","107,135","113,011","122,818"
PE Ratio,14.83,15.48,17.21,16.97,14.93,17.54,15.49,12.95,13.88,12.64,11.22,9.60,11.54,11.21,10.80,14.03,12.57,12.51,15.06,11.31,12.12,12.69,11.74,14.30,9.98,9.80,12.40,14.82,13.93,13.76,11.83,11.49,11.18,7.63,9.81,12.02,12.74,14.47,11.71,13.82,15.25
PS Ratio,0.67,0.71,0.84,0.86,0.84,0.98,0.82,0.70,0.77,0.74,0.70,0.67,0.79,0.76,0.67,0.71,0.76,0.79,1.05,0.92,0.93,0.95,0.82,0.98,0.59,0.65,0.83,1.08,1.22,1.22,1.34,1.36,1.27,0.83,0.88,1.13,1.20,1.35,1.06,1.12,1.31
PB Ratio,-2.95,-3.14,-4.13,-4.03,-4.15,-5.07,-4.40,-3.63,-4.10,-3.71,-3.69,-3.80,-4.69,-4.71,-4.24,-4.57,-5.44,-5.98,-8.59,-8.65,-10.25,-11.86,-11.52,-17.85,-10.27,-18.35,-43.27,97.29,259.19,-115.28,-111.81,-85.65,-37.43,-13.49,-15.65,-24.52,-29.27,-36.26,-27.01,-40.84,-40.84
P/FCF Ratio,16.02,13.48,15.49,14.00,11.30,14.67,12.66,11.69,11.57,10.52,10.14,9.59,12.15,11.86,11.58,12.90,14.81,15.43,16.50,13.43,15.99,14.82,12.69,14.56,8.06,3.06,3.52,8.70,8.88,106.81,-388.52,14.85,16.79,13.52,12.64,16.44,17.19,16.93,15.29,15.46,18.87
P/OCF Ratio,6.84,6.56,7.53,7.15,6.30,7.78,6.69,5.82,6.06,5.57,5.20,4.91,5.95,5.72,5.33,5.73,6.25,6.39,7.62,6.33,6.92,6.74,5.65,6.59,3.80,2.22,2.75,6.03,6.50,20.27,26.49,8.92,9.15,6.45,6.25,7.96,8.13,8.50,7.21,7.68,8.90
Debt / Equity Ratio,-3.69,-3.63,-3.86,-3.73,-3.86,-4.02,-4.08,-4.01,-4.04,-3.88,-4.05,-4.30,-4.49,-4.66,-4.86,-4.86,-5.33,-5.54,-5.91,-6.63,-8.34,-9.65,-10.01,-12.54,-12.27,-18.18,-33.47,57.13,132.80,-57.91,-48.98,-38.94,-19.42,-11.06,-11.71,-14.40,-16.26,-17.69,-16.60,-23.39,-23.39
Quick Ratio,1.08,1.04,1.07,1.14,0.91,1.03,1.02,1.20,1.25,1.18,1.20,1.11,1.17,1.12,1.19,1.17,0.99,0.98,1.14,0.96,0.76,1.08,1.08,1.03,1.09,0.84,0.91,1.02,0.98,1.02,0.98,1.00,1.04,1.05,0.98,0.99,0.86,0.83,0.81,0.86,0.86
