,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,788.99,838.78,881.36,934.98,"1,000","1,160","1,295","1,317","1,377","1,514"
Revenue Growth (YoY),6.13%,6.31%,5.08%,6.08%,6.97%,15.99%,11.59%,1.70%,4.61%,9.90%
Cost of Revenue,249.28,270.54,265.17,287.61,312.9,336.85,361.14,332.46,302.17,311.05
Gross Profit,539.7,568.25,616.18,647.38,687.25,823.24,933.42,984.07,"1,075","1,203"
"Selling, General & Admin",278.2,300,328.94,337.17,376.91,414.09,420.93,396.28,383.86,400.57
Research & Development,83.44,98.82,103.67,110.87,128.38,149.48,166.5,171.23,146.76,159.95
Other Operating Expenses,16.2,31.92,13.98,17.18,6.59,6.13,50.02,-88.93,2.06,-0.84
Operating Expenses,377.84,430.74,446.59,465.22,511.89,569.69,637.45,478.59,532.68,559.67
Operating Income,161.87,137.51,169.59,182.16,175.36,253.55,295.97,505.49,542.41,642.83
Interest Expense / Income,28.55,29.15,26.63,25.79,31.31,39.75,42.18,40.09,68.97,95.55
Other Expense / Income,0.19,-0.88,-1.61,0.09,-12.88,-2.28,-3.21,-7.75,2.14,-6.34
Pretax Income,133.13,109.24,144.57,156.28,156.93,216.07,257,473.14,471.31,553.62
Income Tax,38.25,22.74,35.12,22.87,30.45,23.95,20.59,81.06,97.77,124.25
Net Income,94.88,86.5,109.45,133.41,126.48,192.12,236.41,392.08,373.54,429.38
Net Income Growth,5.31%,-8.83%,26.53%,21.90%,-5.20%,51.90%,23.05%,65.85%,-4.73%,14.95%
Shares Outstanding (Basic),34,31,31,31,30,29,29,29,26,25
Shares Outstanding (Diluted),35,33,32,32,31,30,30,29,26,25
Shares Change,-3.93%,-6.47%,-0.92%,-0.19%,-3.30%,-2.84%,-1.19%,-2.25%,-9.96%,-3.72%
EPS (Basic),2.80,2.75,3.52,4.32,4.26,6.63,8.13,13.65,14.34,17.18
EPS (Diluted),2.72,2.65,3.39,4.14,4.06,6.34,7.90,13.40,14.18,16.93
EPS Growth,9.68%,-2.57%,27.92%,22.12%,-1.93%,56.16%,24.61%,69.62%,5.82%,19.39%
Free Cash Flow,162.44,121.77,188.3,205.82,191.75,236.37,342.93,416.25,503.42,464.68
Free Cash Flow Per Share,4.80,3.88,6.05,6.67,6.45,8.16,11.80,14.49,19.33,18.60
Dividend Per Share,0.080,0.080,0.080,0.040,-,-,-,-,-,-
Dividend Growth,0%,0%,0%,-50.00%,-,-,-,-,-,-
Gross Margin,68.40%,67.75%,69.91%,69.24%,68.71%,70.96%,72.10%,74.75%,78.06%,79.45%
Operating Margin,20.52%,16.39%,19.24%,19.48%,17.53%,21.86%,22.86%,38.40%,39.38%,42.47%
Profit Margin,12.03%,10.31%,12.42%,14.27%,12.65%,16.56%,18.26%,29.78%,27.12%,28.37%
Free Cash Flow Margin,20.59%,14.52%,21.36%,22.01%,19.17%,20.38%,26.49%,31.62%,36.55%,30.70%
Effective Tax Rate,28.73%,20.81%,24.29%,14.63%,19.40%,11.08%,8.01%,17.13%,20.74%,22.44%
EBITDA,194.31,172.28,202.84,218.29,218.43,287.44,349.56,554.93,576.66,678.52
EBITDA Margin,24.63%,20.54%,23.01%,23.35%,21.84%,24.78%,27.00%,42.15%,41.87%,44.83%
Depreciation & Amortization,32.63,33.89,31.63,36.21,30.18,31.61,50.38,41.69,36.39,29.35
EBIT,161.68,138.39,171.2,182.07,188.24,255.82,299.18,513.23,540.28,649.17
EBIT Margin,20.49%,16.50%,19.42%,19.47%,18.82%,22.05%,23.11%,38.98%,39.23%,42.89%
