,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"1,771","2,631","3,844","4,304","6,661","8,771","12,336","11,296","10,404","21,589","31,862"
Market Cap Growth,-8.97%,48.54%,46.10%,11.95%,54.78%,31.67%,40.65%,-8.43%,-7.89%,107.50%,-
Enterprise Value,"2,212","3,153","4,339","4,803","7,335","9,489","13,086","12,413","12,164","23,338","33,675"
PE Ratio,18.67,30.42,35.12,32.26,52.66,45.65,52.18,28.81,27.85,50.28,71.62
PS Ratio,2.25,3.14,4.36,4.60,6.66,7.56,9.53,8.58,7.55,14.26,20.55
PB Ratio,3.90,6.02,8.60,10.09,23.17,30.27,37.26,-101.82,-12.97,-31.38,-39.64
P/FCF Ratio,10.90,21.61,20.42,20.91,34.74,37.11,35.97,27.14,20.67,46.46,64.52
P/OCF Ratio,10.12,17.93,18.28,19.07,29.86,33.69,33.80,26.65,20.42,46.04,63.90
EV/Sales Ratio,2.80,3.76,4.92,5.14,7.33,8.18,10.11,9.43,8.83,15.42,21.72
EV/EBITDA Ratio,11.39,18.30,21.39,22.00,33.58,33.01,37.44,22.37,21.09,34.40,48.75
EV/EBIT Ratio,13.68,22.78,25.34,26.38,38.96,37.09,43.74,24.19,22.51,35.95,50.78
EV/FCF Ratio,13.62,25.89,23.04,23.34,38.25,40.15,38.16,29.82,24.16,50.22,68.19
Debt / Equity Ratio,1.20,1.39,1.28,1.42,2.66,2.85,2.74,-11.83,-2.36,-2.74,-2.72
Debt / EBITDA Ratio,2.81,3.53,2.81,2.77,3.50,2.87,2.60,2.37,3.28,2.78,2.86
Debt / FCF Ratio,3.36,4.99,3.03,2.94,3.98,3.49,2.65,3.15,3.76,4.06,4.00
Quick Ratio,0.76,1.00,0.99,0.84,0.75,0.82,1.19,0.91,1.37,1.43,1.22
Current Ratio,0.85,1.18,1.09,0.95,0.84,0.93,1.29,0.99,1.46,1.51,1.31
Asset Turnover,0.67,0.69,0.72,0.75,0.78,0.85,0.83,0.83,0.94,0.99,0.99
Interest Coverage,5.66,4.75,6.43,7.06,6.01,6.44,7.09,12.80,7.83,6.79,6.84
Return on Equity (ROE),18.90%,21.40%,25.40%,31.20%,37.80%,74.40%,91.50%,279.40%,-52.40%,-57.90%,-62.70%
Return on Assets (ROA),8.00%,7.10%,9.00%,10.70%,9.80%,14.10%,15.10%,24.80%,25.50%,28.10%,29.00%
Return on Capital (ROIC),11.53%,10.42%,12.62%,15.08%,13.44%,20.23%,21.98%,34.86%,39.41%,41.63%,41.90%
Earnings Yield,5.36%,3.29%,2.85%,3.10%,1.90%,2.19%,1.92%,3.47%,3.59%,1.99%,1.42%
FCF Yield,9.17%,4.63%,4.90%,4.78%,2.88%,2.69%,2.78%,3.68%,4.84%,2.15%,1.55%
Dividend Yield,0.10%,0.10%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,2.90%,2.90%,2.30%,0.90%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Buyback Yield / Dilution,3.93%,6.47%,0.92%,0.19%,3.30%,2.84%,1.19%,2.25%,9.96%,3.72%,0.88%
Total Shareholder Return,4.03%,6.57%,1.02%,0.19%,3.30%,2.84%,1.19%,2.25%,9.96%,3.72%,0.88%
