,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"11,955","14,310","15,275","19,395","22,597","23,398","28,605","30,693","44,219","40,761","56,770"
Market Cap Growth,11.76%,19.70%,6.74%,26.97%,16.51%,3.55%,22.25%,7.30%,44.07%,-7.82%,-
Enterprise Value,"18,760","21,296","22,776","26,986","30,701","31,665","37,246","39,589","53,744","52,403","68,538"
PE Ratio,20.30,26.13,20.37,31.66,17.68,22.57,26.65,31.73,34.27,27.40,34.90
PS Ratio,1.42,1.63,1.68,2.07,2.25,2.33,2.78,3.02,3.92,3.02,3.87
PB Ratio,1.51,1.85,1.97,2.52,2.84,2.95,3.52,3.62,4.93,4.21,5.49
P/FCF Ratio,17.29,20.36,20.22,20.86,24.38,19.46,24.52,23.48,29.68,23.04,29.15
P/OCF Ratio,7.72,9.35,9.09,10.50,11.83,10.43,12.16,12.42,15.87,12.78,16.10
EV/Sales Ratio,2.23,2.42,2.50,2.87,3.06,3.15,3.62,3.90,4.76,3.88,4.67
EV/EBITDA Ratio,8.67,9.60,8.73,11.21,11.13,11.24,13.26,14.91,17.03,14.29,16.64
EV/EBIT Ratio,15.49,17.26,14.60,20.19,18.68,18.58,22.07,26.47,28.47,23.53,26.64
EV/FCF Ratio,27.14,30.29,30.15,29.02,33.12,26.33,31.92,30.29,36.07,29.63,35.20
Debt / Equity Ratio,0.89,0.91,0.97,1.00,1.03,1.05,1.07,1.05,1.06,1.22,1.15
Debt / EBITDA Ratio,3.24,3.18,2.89,3.18,2.97,2.96,3.09,3.37,3.03,3.21,2.90
Debt / FCF Ratio,10.15,10.04,9.97,8.24,8.83,6.93,7.45,6.84,6.41,6.66,6.12
Quick Ratio,0.64,0.55,0.54,0.59,0.45,0.43,0.38,0.49,0.54,0.54,0.49
Current Ratio,0.83,0.76,0.67,0.71,0.55,0.57,0.52,0.67,0.71,0.70,0.58
Asset Turnover,0.43,0.44,0.44,0.46,0.48,0.47,0.46,0.44,0.47,0.49,0.50
Interest Coverage,3.36,3.54,4.28,3.60,4.54,4.44,4.30,4.21,6.00,5.63,5.23
Return on Equity (ROE),7.60%,7.00%,9.60%,7.90%,16.50%,13.10%,13.40%,11.70%,14.60%,15.90%,16.30%
Return on Assets (ROA),3.00%,2.70%,3.60%,3.00%,6.10%,4.90%,4.80%,4.20%,5.30%,5.40%,5.60%
Return on Capital (ROIC),5.62%,5.16%,6.39%,6.36%,10.33%,8.40%,8.84%,8.34%,9.19%,9.04%,9.42%
Earnings Yield,4.93%,3.83%,4.91%,3.16%,5.66%,4.43%,3.75%,3.15%,2.92%,3.65%,2.89%
FCF Yield,5.78%,4.91%,4.94%,4.79%,4.10%,5.14%,4.08%,4.26%,3.37%,4.34%,3.43%
Dividend Yield,3.00%,3.30%,2.60%,2.20%,2.00%,2.00%,1.70%,1.70%,1.30%,1.50%,1.19%
Payout Ratio,60.70%,87.00%,54.20%,69.30%,35.10%,45.40%,46.70%,54.80%,43.70%,40.60%,41.39%
Buyback Yield / Dilution,1.25%,1.46%,1.87%,1.99%,1.57%,3.13%,1.95%,0.68%,0.13%,0.72%,0.13%
Total Shareholder Return,4.25%,4.76%,4.47%,4.19%,3.57%,5.13%,3.65%,2.38%,1.43%,2.22%,1.31%
