,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"10,301","11,156","12,387","12,922","13,392","13,964","14,469","5,896","6,217","7,533","8,527","7,768","7,145","7,688","8,234","8,339","8,645","8,058","8,876","9,047","9,209","10,676","10,745","11,171","10,399","9,545","8,705","8,427","8,791","9,448","9,609","9,508","10,843","12,891","11,967","10,226","11,136","11,534","11,297","10,199","11,585"
Market Cap Growth,33.61%,22.19%,38.61%,33.83%,30.00%,25.17%,16.81%,-54.37%,-53.57%,-46.05%,-41.07%,31.74%,14.93%,2.06%,-3.45%,7.35%,20.99%,4.81%,7.80%,8.49%,6.52%,32.48%,21.06%,23.47%,12.92%,-10.59%,-18.99%,-24.56%,-15.47%,-1.02%,10.39%,12.84%,23.34%,36.45%,24.54%,7.55%,2.71%,-10.53%,-5.60%,-0.26%,-
Enterprise Value,"19,100","20,089","21,631","22,615","23,337","22,635","23,433","12,520","13,122","14,505","15,769","15,476","15,019","15,563","16,441","16,962","17,609","17,130","17,085","17,747","18,221","19,756","19,914","20,613","19,894","19,204","18,541","18,977","18,411","19,118","18,766","19,076","20,549","22,519","21,980","20,971","22,724","23,309","23,728","23,351","24,737"
PE Ratio,19.36,20.74,22.76,24.49,25.27,26.24,34.65,15.46,21.70,36.80,31.58,25.71,21.56,21.58,29.10,30.92,67.28,41.69,34.02,-92.13,-140.39,-78.15,87.15,24.22,31.71,51.68,-74.46,-28.43,-120.92,64.18,45.28,21.21,20.47,19.50,17.92,15.25,14.87,17.60,17.60,15.29,17.38
PS Ratio,2.23,2.16,2.34,2.55,2.54,2.58,2.91,1.19,1.34,1.78,2.01,1.81,1.59,1.65,1.73,1.74,1.77,1.60,1.76,1.80,1.80,2.04,2.05,2.12,2.00,1.93,1.78,1.73,1.88,2.04,2.07,2.02,2.21,2.47,2.21,1.84,1.90,1.94,1.93,1.76,2.00
PB Ratio,1.75,1.86,2.06,2.15,2.17,2.14,2.22,1.55,1.62,1.95,2.24,2.04,1.76,1.83,2.00,1.91,2.00,1.79,1.63,1.78,1.60,1.85,1.80,1.91,1.74,1.66,1.54,1.55,1.53,1.59,1.47,1.46,1.56,1.79,1.66,1.42,1.47,1.50,1.56,1.41,1.61
P/FCF Ratio,44.46,69.90,-196.62,30.58,360.97,35.78,18.09,17.58,64.70,-28.65,-13.12,-10.70,-10.63,-13.38,-14.51,-10.33,-9.07,-7.79,-9.91,-14.22,-7.21,-8.53,-9.17,-11.32,-47.46,-27.53,-21.06,-14.67,-13.44,-19.26,-15.07,-16.56,-17.49,-22.55,-22.38,-13.57,-14.03,-14.47,-14.97,-15.53,-15.53
P/OCF Ratio,7.17,8.07,10.38,10.38,10.15,9.13,8.11,3.62,4.27,6.52,10.29,9.77,8.90,8.43,8.51,10.41,11.65,11.20,9.86,7.94,17.05,19.38,16.36,13.22,6.57,6.14,6.38,6.96,7.96,7.99,8.74,8.03,8.90,9.55,8.42,7.78,7.90,7.62,6.67,5.34,6.07
Debt / Equity Ratio,1.50,1.49,1.54,1.62,1.62,1.34,1.46,1.76,1.81,1.81,1.91,2.03,1.94,1.89,2.00,1.98,2.08,2.02,1.52,1.73,1.59,1.60,1.54,1.62,1.61,1.72,1.76,1.96,1.69,1.65,1.42,1.48,1.41,1.35,1.40,1.50,1.54,1.55,1.75,1.84,1.84
Quick Ratio,0.35,0.44,0.29,0.25,0.25,0.47,0.50,0.28,0.27,0.29,0.19,0.18,0.26,0.24,0.22,0.21,0.31,0.33,0.27,0.17,0.31,0.34,0.25,0.18,0.28,0.23,0.22,0.18,0.42,0.42,0.40,0.29,0.37,0.46,0.31,0.22,0.27,0.30,0.20,0.16,0.16
Current Ratio,0.68,0.69,0.60,0.66,0.55,0.82,0.93,0.79,0.59,0.56,0.47,0.47,0.51,0.40,0.46,0.52,0.56,0.51,0.51,0.40,0.51,0.48,0.41,0.41,0.50,0.78,0.89,0.82,0.73,0.71,0.81,0.66,0.70,0.72,0.63,0.57,0.56,0.60,0.45,0.41,0.41
Interest Coverage,2.14,4.93,2.08,1.32,3.27,5.02,0.27,1.01,2.34,4.22,1.53,1.42,2.59,4.90,0.19,1.19,2.79,4.64,1.34,-4.20,-0.88,3.91,4.92,0.96,-0.47,1.65,1.01,-1.50,2.65,5.23,1.87,1.92,3.20,7.25,1.93,1.85,3.84,4.85,1.66,1.69,2.93
Return on Capital (ROIC),Upgrade,2.59%,2.78%,2.79%,2.51%,4.35%,4.30%,3.77%,-0.65%,-1.22%,-1.52%,-1.47%,4.51%,4.71%,4.83%,5.03%,4.84%,2.98%,3.37%,3.14%,0.15%,0.19%,-0.02%,1.80%,4.44%,4.61%,3.91%,-0.78%,-0.75%,0.31%,1.41%,4.42%,4.49%,5.00%,5.72%,5.62%,5.49%,5.48%,5.03%,5.04%,5.33%
Dividend Yield,3.00%,2.80%,2.50%,2.50%,2.40%,2.30%,2.30%,5.00%,4.30%,3.10%,2.30%,2.60%,2.90%,2.80%,2.70%,2.70%,2.70%,3.00%,2.80%,3.00%,3.10%,2.70%,2.70%,2.70%,2.90%,3.20%,3.60%,3.80%,3.70%,3.50%,3.50%,3.60%,3.20%,2.80%,3.10%,3.70%,3.40%,3.40%,3.50%,4.00%,4.09%
Payout Ratio,52.10%,29.40%,100.00%,260.00%,53.10%,30.60%,-236.40%,-775.00%,86.10%,26.70%,172.20%,206.20%,61.10%,26.90%,-125.00%,437.50%,-109.40%,23.80%,278.60%,-20.50%,-390.00%,36.40%,26.30%,-1000.00%,-48.80%,131.20%,-420.00%,-42.90%,116.70%,30.60%,183.30%,169.20%,56.40%,23.00%,180.80%,180.80%,42.00%,32.50%,250.00%,131.60%,71.14%
Buyback Yield / Dilution,-1.25%,-0.96%,-0.93%,-0.51%,-0.95%,-0.73%,-0.44%,-1.93%,0.41%,-1.61%,-1.80%,-0.75%,-2.30%,-0.87%,-0.59%,-2.62%,-4.56%,-4.21%,-9.26%,-9.48%,-8.99%,-10.53%,-5.63%,-2.80%,-2.35%,-2.51%,-2.21%,-2.59%,-2.19%,-2.55%,-10.27%,-12.12%,-9.08%,-12.06%,-4.09%,-3.04%,-5.67%,-1.29%,-1.50%,-1.11%,-1.11%
Total Shareholder Return,1.75%,1.84%,1.57%,1.99%,1.45%,1.57%,1.86%,3.07%,4.71%,1.49%,0.50%,1.85%,0.60%,1.93%,2.11%,0.08%,-1.86%,-1.21%,-6.46%,-6.48%,-5.89%,-7.83%,-2.93%,-0.10%,0.55%,0.69%,1.39%,1.21%,1.51%,0.95%,-6.77%,-8.52%,-5.88%,-9.26%,-0.99%,0.66%,-2.27%,2.11%,2.00%,2.89%,2.99%
