,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,44.35,45.65,110.05,121.79,43.08,33.84,29.02,40.62,31.03,28.44,44.91,17.88,44.84,104.7,30.64,49.38,93.64,43.24,44.49,45.19,42.78,37.36,47.46,115.56,736.85,587.36,280.88,378.45,139.32,286.61,362.69,95.03,178.73,121.19,154.98,68.78,68.14,43.11,81.07,91.35
Cash & Cash Equivalents,44.35,45.65,110.05,121.79,43.08,33.84,29.02,40.62,31.03,28.44,44.91,17.88,44.84,104.7,30.64,49.38,93.64,43.24,44.49,45.19,42.78,37.36,47.46,115.56,736.85,587.36,280.88,378.45,139.32,286.61,362.69,95.03,178.73,121.19,154.98,68.78,68.14,43.11,81.07,91.35
Cash Growth,55.66%,-29.22%,61.86%,35.02%,-2.87%,-25.87%,-73.63%,-66.64%,-27.97%,-15.95%,54.73%,-55.99%,44.51%,268.10%,-31.77%,176.20%,108.81%,-58.70%,45.18%,-8.49%,-54.31%,-13.59%,6.69%,155.72%,1622.24%,1471.99%,491.80%,227.49%,-81.09%,-51.20%,29.13%,-74.89%,28.29%,-57.72%,-57.27%,-27.62%,-61.87%,-64.43%,-47.69%,32.83%
Receivables,84.99,87.18,80.67,86.77,84.85,84.67,86.08,106.16,90.77,94.06,92.75,111.72,119.84,125.37,143.15,170.99,159.59,155.54,160.71,172.36,160.64,157.88,161.38,169.34,148.06,186.23,159.14,143.63,127.46,131.51,139.29,153.09,151.85,159.64,173.57,188.86,181.58,206.05,199.44,206.16
"Property, Plant & Equipment","3,701","3,703","3,731","3,809","3,809","3,788","3,805","3,808","3,776","4,052","4,065","4,106","10,197","10,014","9,973","9,553","10,010","10,037","9,926","9,388","9,582","9,532","9,748","9,667","9,627","9,590","9,540","9,430","9,354","9,300","9,459","10,000","9,614","9,742","9,689","10,068","10,022","10,049","11,435","11,489"
Goodwill and Intangibles,57.03,53.54,52.24,52.37,49.36,46.74,108.4,105.38,112.51,124.33,122.74,118.83,606.71,540.12,508.87,478.83,455.59,432.95,412.65,387.07,280.61,262.55,264.68,242.82,228.82,215.38,201.47,188.8,178.78,169.12,173.93,212.71,205.33,214.26,204.1,197.75,188.64,178.85,295.35,283.38
Total Assets,"4,036","4,044","4,128","4,197","4,118","4,098","4,171","4,183","4,147","4,437","4,458","4,489","11,136","11,192","11,119","11,146","11,234","11,182","11,057","10,945","11,018","10,947","11,173","11,132","11,568","11,386","10,987","10,937","10,626","10,640","10,854","10,793","10,840","10,902","10,899","10,860","10,806","10,828","12,381","12,427"
Accounts Payable,136.8,141.06,174,181.2,166.66,142.42,171.3,164.52,157.73,165.61,145.69,138.94,242.64,246.46,276.36,234.27,212.52,215.3,236.25,224.81,183.98,188.72,219.53,213.71,194.84,223.99,222.38,302.36,285.32,313.9,327.71,322.27,278.27,322.41,328.29,317.26,289.3,317.89,360.1,358.61
Total Liabilities,"2,194","2,225","2,254","2,261","2,220","2,188","2,263","2,100","2,065","2,235","1,858","1,864","4,371","4,458","4,482","4,413","4,628","4,613","4,505","4,494","4,615","4,594","4,833","4,842","5,293","5,189","4,874","4,879","4,583","4,600","4,710","4,683","4,634","4,696","4,700","4,682","4,666","4,684","5,150","5,235"
Total Debt,"2,001","2,031","2,023","2,021","1,995","1,989","2,024","1,864","1,835","1,984","1,628","1,642","3,407","3,508","3,522","3,595","3,840","3,832","3,717","3,715","3,909","3,902","4,111","4,142","4,637","4,514","4,209","4,143","3,871","3,868","3,968","3,935","3,932","3,952","3,945","3,940","3,954","3,953","4,311","4,400"
Debt Growth,3.64%,7.34%,8.52%,8.99%,-0.30%,-2.09%,0.02%,-7.77%,-7.99%,-0.23%,-19.57%,-11.90%,85.65%,76.80%,116.40%,118.88%,12.71%,9.22%,5.54%,3.34%,1.79%,1.85%,10.59%,11.50%,18.62%,15.68%,2.38%,0.02%,-16.50%,-14.31%,-5.72%,-5.04%,1.58%,2.17%,-0.59%,0.15%,0.56%,0.01%,9.30%,11.66%
Common Stock,"2,736","2,739","2,791","2,847","2,842","2,846","2,849","3,049","3,057","3,198","3,601","3,604","7,828","7,831","7,763","7,857","7,729","7,734","7,738","7,654","7,620","7,624","7,629","7,633","7,758","7,762","7,766","7,769","7,768","7,773","7,859","7,862","7,861","7,852","7,857","7,854","7,832","7,836","8,886","8,906"
Retained Earnings,-898.79,-916.58,-912.04,-882.37,-902.85,-916.03,-907.96,-936.02,-936.95,-950.94,-997.88,-994.26,"-1,080.88","-1,122.67","-1,153.15","-1,158.17","-1,169.83","-1,216.02","-1,240.33","-1,255.47","-1,263.01","-1,309.28","-1,350.33","-1,408.06","-1,533.18","-1,615.08","-1,703.34","-1,765.81","-1,786.2","-1,791.77","-1,775.67","-1,814.81","-1,726.56","-1,729.65","-1,749.01","-1,764.98","-1,779.04","-1,803.41","-1,834.3","-1,871.6"
Comprehensive Income,-28.6,-36.41,-33.96,-57.75,-69.28,-48.8,-62.31,-58.69,-72.89,-80.04,-35.74,-18.35,-15.79,-16.44,-14.14,-6.29,4.76,10.32,14.07,-0.93,-6.1,-14.09,-15.8,-12,-25.53,-25.14,-23.22,-18.63,-12.51,-13.66,-12.62,-10.23,-1.76,2.39,8.25,7.56,3.93,7.34,9.44,-1.31
Shareholders' Equity,"1,808","1,786","1,845","1,907","1,870","1,881","1,879","2,054","2,047","2,167","2,567","2,591","6,731","6,692","6,595","6,692","6,564","6,528","6,512","6,398","6,351","6,301","6,263","6,213","6,199","6,122","6,040","5,985","5,970","5,967","6,071","6,037","6,132","6,125","6,116","6,097","6,057","6,040","7,061","7,033"
Net Cash / Debt,"-1,956.34","-1,985.42","-1,913.2","-1,899.57","-1,951.65","-1,954.86","-1,994.63","-1,823.66","-1,804.27","-1,955.77","-1,582.71","-1,624.54","-3,362.38","-3,403.33","-3,491.49","-3,545.6","-3,746.63","-3,788.26","-3,672.72","-3,670.02","-3,866.08","-3,865.06","-4,063.39","-4,026.9","-3,899.72","-3,926.98","-3,927.73","-3,765.02","-3,732.03","-3,581.76","-3,605.36","-3,839.71","-3,753.69","-3,830.99","-3,789.52","-3,871.7","-3,886.22","-3,909.43","-4,230.42","-4,308.66"
Book Value Per Share,19.59,19.34,19.98,20.45,19.86,19.94,19.96,21.82,20.97,22.20,24.57,24.80,64.29,39.35,38.77,39.34,38.43,38.53,38.43,37.76,37.91,37.61,37.38,37.08,36.96,36.09,35.60,35.27,35.15,35.13,35.74,35.26,35.78,35.54,35.74,35.63,35.36,35.33,41.29,38.10
