,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"4,715","5,142","4,972","5,947","6,404","5,563","5,852","6,414","7,306","8,173","8,097","7,205","6,951","10,654","10,553","11,768","10,073","10,517","10,957","9,943","11,305","11,180","11,644","10,572","6,445","7,784","6,451","7,736","9,631","10,883","11,438","12,901","12,226","10,223","9,215","10,695","10,481","10,561","10,164","12,367","11,224"
Market Cap Growth,-1.43%,10.47%,11.41%,39.12%,35.84%,8.20%,17.71%,7.86%,14.08%,46.91%,38.36%,12.32%,-4.85%,30.35%,30.34%,63.34%,44.91%,-1.28%,3.83%,-15.51%,12.23%,6.31%,6.26%,6.32%,-42.99%,-30.37%,-44.60%,-26.83%,49.43%,39.81%,77.31%,66.77%,26.94%,-6.07%,-19.44%,-17.10%,-14.27%,3.31%,10.31%,15.63%,-
Enterprise Value,"6,671","7,127","6,885","7,847","8,356","7,518","7,846","8,238","9,110","10,129","9,680","8,829","10,314","14,057","14,045","15,314","13,820","14,305","14,630","13,613","15,171","15,045","15,707","14,599","10,345","11,711","10,378","11,501","13,363","14,465","15,043","16,741","15,979","14,054","13,004","14,567","14,367","14,471","14,395","16,676","15,533"
PE Ratio,35.56,40.74,35.73,35.76,37.21,31.06,31.65,49.73,48.16,53.06,76.67,50.08,110.76,139.60,80.76,73.58,40.98,42.87,42.91,39.91,39.40,38.45,41.88,44.15,52.13,85.57,138.15,172.33,63.83,47.88,34.45,35.70,25.69,21.07,20.23,22.15,27.23,28.79,27.59,34.40,29.81
PS Ratio,9.39,9.99,9.42,11.06,11.75,10.09,10.45,11.26,12.62,13.85,13.47,11.73,10.52,13.84,12.00,11.96,9.46,9.69,9.95,8.87,10.00,9.94,10.31,9.33,5.70,7.17,6.16,7.61,9.56,10.24,10.14,11.06,10.23,8.45,7.64,8.74,8.46,8.44,7.96,9.35,8.49
PB Ratio,2.61,2.88,2.69,3.12,3.43,2.96,3.11,3.12,3.57,3.77,3.15,2.78,1.03,1.59,1.60,1.76,1.54,1.61,1.68,1.55,1.78,1.77,1.86,1.70,1.04,1.27,1.07,1.29,1.61,1.82,1.88,2.14,1.99,1.67,1.51,1.75,1.73,1.75,1.44,1.76,1.60
P/FCF Ratio,19.62,31.54,27.00,37.57,43.56,33.71,29.59,34.30,28.21,31.51,42.68,36.23,70.09,91.36,68.27,51.61,28.13,25.02,19.86,15.67,15.98,15.87,18.42,18.92,11.55,15.84,13.71,15.24,19.39,16.94,16.91,18.75,16.51,14.76,13.35,17.72,20.53,22.14,21.14,24.84,22.54
P/OCF Ratio,18.01,19.70,18.55,21.41,22.88,19.48,21.15,22.46,23.73,26.41,27.53,24.24,27.47,32.99,25.29,25.05,17.16,17.72,18.60,16.29,19.10,18.67,18.93,17.02,10.47,14.17,12.25,15.50,18.78,17.93,18.07,19.56,18.44,15.45,13.57,16.31,15.53,15.94,15.05,17.19,15.60
Debt / Equity Ratio,1.11,1.14,1.10,1.06,1.07,1.06,1.08,0.91,0.90,0.92,0.63,0.63,0.51,0.52,0.53,0.54,0.59,0.59,0.57,0.58,0.62,0.62,0.66,0.67,0.75,0.74,0.70,0.69,0.65,0.65,0.65,0.65,0.64,0.65,0.64,0.65,0.65,0.65,0.61,0.63,0.63
Interest Coverage,1.91,2.12,2.93,3.88,2.14,2.42,3.35,1.94,3.20,2.64,1.48,4.02,0.22,2.40,2.81,3.13,2.43,2.26,2.90,3.13,3.40,2.39,2.49,2.06,0.32,1.47,1.31,2.01,3.18,3.67,4.26,2.86,6.31,3.86,3.41,3.62,3.67,3.35,3.34,3.13,3.36
Return on Capital (ROIC),Upgrade,4.43%,4.52%,4.62%,4.69%,4.94%,5.06%,5.14%,5.22%,5.35%,5.02%,5.02%,4.99%,1.51%,1.77%,2.09%,2.43%,3.36%,3.56%,3.69%,3.76%,3.67%,3.55%,3.52%,3.57%,3.50%,3.19%,2.95%,2.66%,2.66%,3.33%,4.00%,4.53%,4.77%,4.85%,4.67%,4.71%,4.71%,4.64%,4.11%,4.09%
Dividend Yield,3.60%,3.30%,3.50%,2.90%,2.80%,3.20%,3.10%,2.80%,2.60%,2.40%,2.60%,2.90%,3.00%,3.30%,3.30%,3.00%,3.60%,3.50%,3.40%,3.80%,3.30%,3.40%,3.30%,3.70%,6.10%,5.10%,6.20%,5.20%,4.20%,3.70%,3.50%,3.20%,3.40%,4.20%,4.60%,4.00%,4.20%,4.20%,4.40%,3.90%,4.41%
