,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30,Current
Market Capitalization,"3,817","3,826","4,312","4,013","4,245","4,761","3,751","4,844","3,973","3,648","4,049","3,925","4,649","5,454","5,619","5,096","4,747","4,844","4,979","4,042","4,394","3,759","4,406","5,929","4,874","4,509","5,142","5,716","6,483","8,400","9,009","8,379","8,295","8,688","8,295","9,720","11,066","11,878","14,975","14,755","17,665"
Market Cap Growth,0.82%,-5.89%,-6.75%,-2.56%,11.21%,24.45%,-13.03%,20.70%,-6.41%,-23.38%,7.96%,-18.96%,17.01%,49.52%,38.78%,29.84%,2.12%,-11.18%,-11.39%,-20.68%,-7.44%,-22.40%,-11.52%,46.68%,10.94%,19.96%,16.71%,-3.60%,33.00%,86.27%,75.21%,46.60%,27.95%,3.43%,-7.93%,15.99%,33.41%,36.72%,80.55%,51.80%,-
Enterprise Value,"4,978","4,246","4,995","4,769","4,953","5,469","4,495","5,880","5,439","4,912","5,257","5,289","5,996","6,894","6,480","6,470","6,015","6,615","6,240","5,751","6,302","5,997","5,739","8,137","7,314","6,648","6,889","7,781","8,792","10,503","10,761","10,543","10,598","11,013","10,228","11,929","13,299","14,084","16,419","16,446","19,356"
PE Ratio,14.89,9.70,17.87,20.52,14.83,27.99,13.21,14.09,10.72,12.01,15.94,18.67,30.59,44.90,43.53,48.60,39.07,25.59,57.68,27.66,24.94,21.22,15.35,29.09,36.60,116.39,95.22,26.76,17.58,14.27,12.94,11.37,10.28,10.15,8.33,9.94,11.49,12.15,18.31,18.70,23.59
PS Ratio,0.23,0.24,0.27,0.25,0.25,0.28,0.21,0.26,0.21,0.20,0.22,0.22,0.25,0.30,0.30,0.26,0.23,0.23,0.23,0.18,0.19,0.15,0.17,0.23,0.19,0.17,0.19,0.21,0.23,0.29,0.31,0.28,0.27,0.27,0.25,0.28,0.32,0.34,0.43,0.44,0.53
PB Ratio,1.66,1.59,1.92,1.80,1.89,2.06,1.62,2.03,1.61,1.46,1.66,1.65,1.93,2.34,2.39,2.19,2.08,2.23,2.55,2.14,2.38,2.03,2.33,3.23,2.79,2.76,2.84,2.89,3.10,3.93,4.22,3.80,3.55,3.69,3.38,3.84,4.14,4.34,5.23,5.82,6.97
P/FCF Ratio,9.30,14.68,117.45,36.03,17.89,77.25,12.79,24.92,-27.43,-125.49,224.96,35.32,10.60,19.96,-2.80,-1.79,-1.47,-1.20,-2.78,-3.22,-4.86,-10.69,10.85,11.13,13.45,4.85,11.15,12.16,13.48,15.98,14.08,12.00,9.49,12.29,10.24,10.44,11.11,11.52,14.60,12.33,14.76
P/OCF Ratio,3.66,4.70,8.63,7.03,4.77,4.89,3.02,4.05,5.04,4.31,4.42,4.25,3.91,5.68,-3.84,-2.25,-1.78,-1.44,-4.50,-7.38,-32.87,9.80,3.69,4.54,4.17,2.73,4.09,4.39,5.15,6.19,6.29,6.34,5.36,5.76,5.02,5.22,5.45,6.08,8.64,7.32,8.76
Debt / Equity Ratio,0.80,0.72,0.75,0.75,0.75,0.72,0.72,0.91,0.95,0.86,0.87,0.89,0.87,0.94,0.87,0.91,0.97,1.13,1.29,1.33,1.44,1.58,1.32,1.59,1.80,1.78,1.73,1.60,1.51,1.56,1.55,1.54,1.45,1.44,1.39,1.35,1.28,1.35,1.13,1.28,1.28
Quick Ratio,0.41,0.60,0.51,0.53,0.51,0.46,0.42,0.49,0.43,0.41,0.41,0.39,0.41,0.36,0.38,0.31,0.37,0.34,0.41,0.45,0.42,0.43,0.46,0.45,0.36,0.38,0.47,0.49,0.44,0.45,0.44,0.43,0.37,0.36,0.40,0.40,0.37,0.40,0.43,0.40,0.40
