,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,101.21,88.89,107.86,101.81,126.27,95.97,80.87,76.62,90.86,77.81,82.05,109.48,112.7,76.83,71.11,104.42,82.76,76.02,83.08,131.09,172.7,181.77,197.01,205.23,172.96,154.88,156.48,179.47,334.94,218.37,220.21,226.09,189.27,260.6,342.87,316.21,288.61,488.97,506.96,421.18
Short-Term Investments,125.13,139.75,133.01,126.85,112.45,137.79,150.17,153.05,144.1,173.69,161.82,149.58,155.52,201.82,206.56,195.17,216.33,231.24,230.43,216.75,204.58,177.26,169.46,213.51,282.44,334.39,355.84,372.08,260.17,420.46,450.08,515.95,535.82,512.91,469.01,419.84,449.27,428.6,433.53,621.12
Cash & Cash Equivalents,226.34,228.64,240.88,228.66,238.72,233.76,231.03,229.66,234.96,251.5,243.86,259.06,268.22,278.64,277.67,299.6,299.09,307.26,313.5,347.85,377.28,359.02,366.47,418.74,455.4,489.27,512.32,551.54,595.11,638.82,670.29,742.04,725.08,773.51,811.88,736.05,737.87,917.57,940.49,"1,042"
Cash Growth,40.91%,30.62%,27.03%,11.90%,5.47%,2.24%,-4.09%,0.44%,-1.57%,7.59%,5.55%,12.80%,14.16%,10.79%,13.86%,15.65%,11.51%,10.27%,12.90%,16.10%,26.14%,16.85%,16.90%,20.38%,20.70%,36.28%,39.80%,31.71%,30.68%,30.57%,30.83%,34.54%,21.84%,21.08%,21.12%,-0.81%,1.76%,18.62%,15.84%,41.61%
Receivables,23.73,22.06,21.42,24.27,25.63,25.34,26.77,30.48,30.83,28.84,31.35,33.34,34.25,38.12,41.98,50.76,38.04,48.24,53.46,59.89,55.21,58.89,55.4,58.26,52.7,54.34,55.14,93.54,66.84,84.06,77.55,79.86,104.81,120.32,125.51,153.4,182.71,184.27,169.18,185.82
Inventory,39.74,39.83,41.2,41.59,40.92,53.4,64.96,67.31,63.21,62.32,69.92,70.69,71.47,78.54,92.67,99.89,99.28,111.9,128.91,136.79,136.38,142.54,143.62,135.63,127.5,131.5,152.12,148.1,157.06,175.22,177.32,208.06,259.42,311.04,359.65,397.44,447.29,430.83,427.43,397.29
Other Current Assets,2.28,2.74,2.8,2.79,2.65,2.73,2.55,2.52,2.93,2.91,3.98,3.72,9.04,11.05,14.89,13.56,12.76,16.71,13.97,12.88,11.93,13.63,19.65,16.66,19.61,29.68,29.29,25.97,22.98,24.33,24.92,34.54,35.54,42.27,35.06,36.57,42.74,89.96,95.25,109.97
Total Current Assets,292.09,293.26,306.3,297.31,307.91,315.22,325.32,329.97,331.93,345.56,349.11,366.81,382.98,406.34,427.21,463.8,449.17,484.1,509.85,557.4,580.81,574.09,585.14,629.3,655.21,704.79,748.86,819.14,842,922.43,950.08,"1,064","1,125","1,247","1,332","1,323","1,411","1,623","1,632","1,735"
"Property, Plant & Equipment",64.84,65.9,64.45,63.43,62.94,64.26,62.16,60.09,65.36,66.53,74.29,82.1,85.17,85.62,100.56,100.63,144.64,153.77,150.66,147.5,150,205.5,213.83,217.04,228.32,236.81,251.98,270.31,281.53,297.74,332.09,340.06,362.96,369.37,356.69,343.12,357.16,354.31,341.91,358.23
Long-Term Investments,9.86,9.84,9.85,9.8,5.39,5.39,5.38,5.36,5.36,5.35,5.29,5.38,5.35,5.34,5.35,5.37,5.26,5.25,5.25,5.26,3.24,3.29,3.22,3.26,0,3.06,3.03,2.92,0,0,0,0,0,0,0,0,0,0,0,0
