,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"1,324","1,500","1,635","1,706","1,927","2,069","2,005","2,028","2,518","2,558","2,753","3,260","3,332","3,792","3,978","4,409","4,665","4,878","5,639","5,310","4,930","5,815","5,846","6,730","7,733","7,469","10,603","12,558","16,516","16,114","17,087","22,257","22,739","22,588","17,913","17,003","16,599","23,678","25,619","22,073","35,000"
Market Cap Growth,67.54%,68.61%,84.39%,49.68%,45.53%,37.92%,22.61%,18.86%,30.65%,23.67%,37.32%,60.76%,32.36%,48.22%,44.51%,35.28%,39.98%,28.63%,41.76%,20.42%,5.69%,19.21%,3.67%,26.75%,56.84%,28.45%,81.37%,86.60%,113.58%,115.74%,61.15%,77.23%,37.68%,40.18%,4.83%,-23.60%,-27.00%,4.82%,43.02%,29.82%,-
Enterprise Value,"1,098","1,271","1,394","1,477","1,688","1,835","1,774","1,798","2,283","2,307","2,509","3,001","3,064","3,513","3,700","4,110","4,366","4,570","5,326","4,962","4,553","5,456","5,480","6,311","7,278","6,980","10,091","12,007","15,921","15,475","16,417","21,514","22,014","21,815","17,101","16,267","15,861","22,760","24,679","21,031","33,957"
PE Ratio,57.83,50.99,53.92,49.97,54.29,63.77,59.06,59.77,71.58,64.31,63.89,70.47,63.21,66.97,65.82,63.26,71.54,67.20,68.96,59.20,46.84,53.06,55.11,64.69,71.05,63.08,82.91,81.58,100.48,92.59,85.85,104.87,93.95,81.79,53.36,43.46,37.93,50.60,56.59,49.10,79.14
PS Ratio,5.56,6.08,6.35,6.31,6.82,6.99,6.49,6.30,7.56,7.44,7.72,8.76,8.57,9.37,9.41,9.91,9.91,9.76,10.70,9.51,8.47,9.78,9.65,10.95,12.32,11.45,15.42,16.14,19.56,17.27,16.43,20.15,18.83,16.97,11.95,10.18,9.25,12.68,13.87,12.08,19.16
PB Ratio,4.10,4.48,4.89,4.99,5.56,5.99,5.65,5.73,6.83,6.70,6.97,7.83,7.73,8.40,8.40,8.72,8.94,8.74,9.74,8.70,7.70,8.55,8.30,9.16,10.00,9.19,12.49,13.73,17.09,15.77,15.71,19.14,18.28,17.03,12.59,11.11,9.95,13.33,13.93,11.35,18.00
P/FCF Ratio,29.42,30.48,25.07,22.43,29.82,30.36,40.34,36.37,46.58,38.41,44.01,50.29,47.15,57.79,55.46,56.34,68.55,83.42,79.96,59.99,41.46,63.92,60.93,56.27,59.59,39.25,50.43,63.64,77.83,70.42,70.69,78.61,100.80,91.07,63.12,106.87,88.37,74.64,83.67,45.94,72.84
P/OCF Ratio,21.82,22.74,21.50,20.30,26.00,26.58,33.47,30.75,36.10,30.85,30.50,32.23,30.92,37.62,35.94,39.57,34.86,38.04,43.80,36.06,34.86,35.46,32.01,33.17,35.75,32.63,43.43,50.41,61.67,54.91,51.61,59.92,71.06,64.47,49.94,76.36,67.29,66.13,74.69,41.10,65.16
Quick Ratio,6.50,8.18,6.25,6.85,7.17,5.65,5.58,5.35,6.14,6.19,5.28,5.27,5.72,5.66,5.09,5.29,5.11,4.85,4.87,4.77,5.38,4.56,4.79,4.54,5.17,4.83,4.15,4.08,4.50,3.85,4.09,3.61,3.66,3.28,3.68,3.06,3.50,3.49,4.42,4.91,4.91
Current Ratio,7.59,9.57,7.30,8.05,8.35,6.87,7.04,6.79,7.67,7.62,6.70,6.61,7.24,7.26,6.80,7.01,6.81,6.60,6.77,6.52,7.22,6.27,6.64,5.99,6.67,6.27,5.48,5.18,5.73,4.91,5.20,4.68,4.96,4.58,5.23,4.55,5.36,5.14,6.51,6.94,6.94
Return on Capital (ROIC),Upgrade,7.04%,8.70%,8.96%,9.81%,9.94%,8.97%,9.19%,9.26%,9.21%,10.11%,10.52%,10.57%,11.63%,11.80%,11.91%,12.90%,11.65%,12.37%,13.37%,13.79%,15.75%,15.01%,13.99%,13.17%,12.74%,13.99%,14.20%,16.01%,16.06%,15.70%,17.24%,17.39%,18.75%,20.39%,23.66%,25.68%,26.32%,26.15%,23.90%,22.33%
Dividend Yield,0.00%,0.00%,0.40%,0.70%,0.90%,1.20%,1.40%,1.50%,1.30%,1.30%,1.20%,1.00%,1.00%,0.90%,0.80%,0.80%,0.70%,0.80%,0.70%,0.90%,1.00%,1.00%,1.00%,1.00%,0.90%,1.00%,0.80%,0.70%,0.50%,0.60%,0.60%,0.50%,0.50%,0.50%,0.70%,0.80%,0.80%,0.60%,0.60%,0.80%,0.68%
Payout Ratio,0.00%,0.00%,88.20%,51.70%,65.20%,133.30%,100.00%,71.40%,80.00%,76.90%,71.40%,57.10%,50.00%,57.10%,55.60%,35.10%,69.00%,57.70%,52.60%,40.00%,46.20%,65.60%,83.30%,58.80%,53.30%,62.50%,74.60%,40.30%,52.60%,60.00%,50.00%,40.00%,38.00%,43.90%,30.50%,28.20%,29.50%,43.10%,47.60%,39.40%,54.17%
Buyback Yield / Dilution,-6.11%,-4.80%,-3.58%,-1.84%,-2.79%,-2.73%,-2.87%,-2.42%,-2.80%,-2.59%,-2.38%,-2.96%,-2.31%,-3.89%,-4.03%,-3.80%,-4.14%,-2.34%,-2.31%,-2.72%,-2.03%,-2.15%,-2.44%,-2.61%,-3.21%,-3.18%,-2.96%,-2.45%,-2.35%,-2.23%,-1.97%,-1.91%,-1.35%,-1.13%,-1.11%,-1.04%,-0.64%,-0.84%,-0.97%,-0.92%,-0.92%
Total Shareholder Return,-6.11%,-4.80%,-3.18%,-1.14%,-1.89%,-1.53%,-1.47%,-0.92%,-1.50%,-1.29%,-1.18%,-1.96%,-1.31%,-2.99%,-3.23%,-3.00%,-3.44%,-1.54%,-1.61%,-1.82%,-1.03%,-1.15%,-1.44%,-1.61%,-2.31%,-2.18%,-2.16%,-1.75%,-1.85%,-1.63%,-1.37%,-1.41%,-0.85%,-0.63%,-0.41%,-0.24%,0.16%,-0.24%,-0.37%,-0.12%,-0.23%
