,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"7,317","7,634","6,639","7,957","8,185","7,347","6,657","6,222","6,533","6,744","6,886","6,079","7,485","7,739","8,246","9,774","8,448","8,209","7,035","7,300","7,749","8,763","10,023","10,515","6,026","9,125","12,414","11,560","13,943","14,350","11,917","14,472","10,418","9,417","8,681","10,373","13,148","17,340","16,250","22,254","21,519"
Market Cap Growth,-6.49%,3.84%,3.61%,1.97%,11.86%,-3.76%,0.27%,-21.81%,-20.19%,-8.20%,3.44%,-2.29%,14.58%,14.76%,19.74%,60.79%,12.86%,6.07%,-14.68%,-25.32%,-8.27%,6.75%,42.47%,44.05%,-22.24%,4.13%,23.86%,9.94%,131.39%,57.26%,-4.00%,25.19%,-25.28%,-34.38%,-27.16%,-28.33%,26.20%,84.13%,87.19%,114.54%,-
Enterprise Value,"7,823","8,235","7,281","8,606","9,004","8,572","8,089","7,789","8,700","9,281","9,694","8,817","10,312","10,763","11,487","12,913","11,598","11,077","9,532","9,542","9,914","11,078","12,248","12,355","7,901","10,454","13,328","12,092","14,602","15,028","12,829","15,294","11,633","11,158","11,092","11,910","14,187","17,911","16,757","22,866","22,131"
PE Ratio,2.80,2.92,13.91,16.77,18.01,14.24,13.78,12.59,12.50,12.56,12.35,10.09,12.25,13.03,12.82,21.86,16.05,10.95,8.16,7.14,7.61,9.37,10.91,10.34,5.72,7.86,9.52,8.22,9.25,8.63,6.92,7.44,4.97,4.19,3.62,3.96,4.88,6.28,5.86,8.55,8.66
PS Ratio,1.30,1.35,1.17,1.37,1.40,1.26,1.16,1.04,1.04,0.99,0.95,0.79,0.95,0.96,1.00,1.14,0.95,0.87,0.71,0.72,0.76,0.87,0.98,1.03,0.57,0.86,1.14,1.05,1.22,1.17,0.93,1.05,0.74,0.64,0.57,0.65,0.80,1.04,0.97,1.39,1.34
PB Ratio,1.57,1.65,1.41,1.66,1.73,1.60,1.46,1.31,1.37,1.40,1.47,1.31,1.61,1.74,1.90,2.35,1.98,1.81,1.49,1.52,1.57,1.73,1.93,1.93,1.09,1.56,1.99,1.76,2.09,2.06,1.67,1.93,1.41,1.22,1.06,1.16,1.42,1.79,1.62,2.14,2.07
P/FCF Ratio,11.08,13.40,13.96,30.71,56.21,2090.73,-37.02,-16.24,-15.72,-13.22,-15.61,209.80,57.07,14.61,13.86,15.49,11.19,8.32,5.13,5.25,5.62,7.61,10.44,10.33,5.69,6.03,7.31,6.70,8.19,10.59,11.89,15.54,11.01,16.51,203.60,18.66,12.33,9.02,5.83,10.57,10.22
P/OCF Ratio,10.42,12.31,12.57,25.84,42.83,172.88,-47.94,-18.43,-17.42,-14.45,-17.25,89.04,43.77,13.71,13.15,14.74,10.66,7.94,4.93,5.04,5.39,7.26,9.86,9.77,5.37,5.78,7.05,6.48,7.94,10.19,11.18,14.41,10.07,13.97,57.16,15.52,11.22,8.60,5.64,10.13,9.80
Debt / Equity Ratio,0.40,0.40,0.40,0.41,0.40,0.37,0.48,0.49,0.67,0.58,0.70,0.74,0.70,0.73,0.79,0.83,0.78,0.72,0.69,0.70,0.66,0.59,0.58,0.57,0.67,0.52,0.49,0.48,0.34,0.34,0.36,0.35,0.33,0.32,0.33,0.30,0.26,0.24,0.24,0.24,0.24
Interest Coverage,611.46,334.40,1072.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
