,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"8,444","10,393","10,869","10,654","11,206","12,706","12,467","12,334","9,365","9,822","9,821","9,259","11,556","10,339","8,611","8,352","11,002","12,069","12,495","12,399","9,948","11,704","13,151","15,076","13,959","14,811","17,378","17,985","17,092","16,632","19,005","17,030","19,017","19,144","14,641","12,767","13,256","12,236","13,678","16,164","16,469"
Market Cap Growth,16.31%,65.41%,43.74%,15.67%,32.71%,22.26%,14.70%,15.77%,-16.43%,-22.70%,-21.23%,-24.93%,23.39%,5.27%,-12.32%,-9.80%,-4.79%,16.73%,45.11%,48.46%,-9.58%,-3.02%,5.25%,21.59%,40.32%,26.54%,32.14%,19.30%,22.44%,12.30%,9.36%,-5.31%,11.26%,15.10%,-22.96%,-25.03%,-30.30%,-36.08%,-6.57%,26.60%,-
Enterprise Value,"7,770","10,285","10,707","10,543","11,053","12,602","12,438","12,285","9,233","9,607","9,581","8,982","11,359","10,140","8,579","8,257","10,953","11,926","12,168","12,143","9,616","11,864","13,397","15,713","15,094","16,232","18,690","19,250","18,771","18,158","20,421","17,958","20,797","21,881","17,174","15,057","15,325","14,712","16,171","19,726","20,032"
PE Ratio,28.77,35.25,35.54,33.59,33.56,37.49,37.42,37.37,29.14,30.84,30.22,29.59,36.03,32.27,28.37,28.65,49.39,59.78,66.39,53.47,33.34,33.27,31.12,33.28,29.20,29.98,32.06,31.96,30.68,28.21,32.53,28.17,29.18,30.42,23.98,22.99,25.31,22.85,25.98,28.70,30.25
PS Ratio,5.35,6.25,6.17,5.72,5.71,6.24,5.93,5.72,4.26,4.39,4.33,4.02,4.92,4.34,3.57,3.40,4.42,4.72,4.78,4.66,3.67,4.25,4.71,5.32,4.82,5.02,5.71,5.76,5.34,5.08,5.70,5.01,5.49,5.44,4.10,3.55,3.67,3.37,3.74,4.32,4.40
PB Ratio,3.21,3.83,3.92,3.74,3.81,4.26,4.09,4.00,3.00,3.16,3.12,2.92,3.58,3.17,2.62,2.55,3.27,3.56,3.63,3.93,3.12,3.57,3.87,4.31,3.82,4.03,4.45,4.38,4.02,3.85,4.25,3.72,4.20,4.45,3.42,3.02,3.04,2.93,3.19,3.74,3.81
P/FCF Ratio,27.79,37.63,31.86,30.89,33.01,42.77,37.17,43.52,26.87,19.85,19.92,15.04,20.80,20.77,18.75,20.68,28.49,29.17,29.96,23.65,16.51,21.59,22.08,29.18,28.13,30.50,36.24,35.41,35.38,29.68,31.39,24.13,22.13,22.12,16.92,14.80,16.24,16.61,19.45,27.22,27.74
P/OCF Ratio,14.97,18.57,17.56,16.80,17.03,19.00,17.02,16.62,11.80,11.10,11.35,9.91,13.25,12.56,10.72,10.60,13.74,14.19,14.78,13.48,9.87,11.98,12.23,14.19,13.19,13.22,15.78,14.91,14.07,13.40,14.39,13.01,13.54,13.90,10.92,9.67,10.40,9.52,10.44,12.43,12.66
Debt / Equity Ratio,-,0.22,0.21,0.21,0.21,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.44,0.49,0.49,0.39,0.38,0.63,0.73,0.73,0.69,0.66,0.65,0.65,0.63,0.62,0.63,0.75,0.75,0.74,0.73,0.77,0.77,1.04,1.04
Quick Ratio,3.59,4.10,3.82,3.44,3.26,3.97,2.83,3.11,3.40,3.61,3.27,2.94,3.22,3.26,2.70,2.68,2.57,1.15,2.06,1.90,1.96,2.89,2.65,3.46,3.01,2.96,3.07,2.89,2.32,2.73,3.20,3.52,2.22,1.41,1.66,1.97,2.18,1.74,1.73,2.04,2.04
