,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,333.89,248.73,254.17,214.34,238.65,332.56,257.45,256.47,289.47,312.91,326.64,381.8,324.17,522.32,352.5,368.15,313.38,363.7,977.49,705.41,"1,036",688.7,515.9,738.46,393.75,384.1,572.29,742.52,352.92,456.8,581.07,"1,265",536.73,377.81,426.71,457.82,542.34,298.8,298.61,459.91
Short-Term Investments,340.01,449.4,502.61,496.57,519.64,380.73,386.06,411.38,460.09,524.96,542.06,529.42,512.85,322.75,330.62,383.85,398.55,447.85,879.48,"1,096",855.65,429.93,526.6,831.75,"1,143",865.17,800.32,701.52,745.16,831.26,835.42,652.7,541.47,129.06,263.98,406.33,562.98,453.11,491.95,479.36
Cash & Cash Equivalents,673.9,698.13,756.77,710.91,758.29,713.29,643.5,667.85,749.56,837.87,868.71,911.22,837.02,845.07,683.12,752,711.94,811.55,"1,857","1,802","1,892","1,119","1,042","1,570","1,537","1,249","1,373","1,444","1,098","1,288","1,416","1,917","1,078",506.87,690.69,864.15,"1,105",751.91,790.56,939.26
Cash Growth,54.00%,36.03%,42.53%,25.53%,12.52%,2.17%,-14.97%,-6.06%,-1.15%,17.47%,35.00%,36.44%,11.67%,0.86%,-21.36%,-17.47%,-14.94%,-3.97%,171.84%,139.58%,165.77%,37.84%,-43.86%,-12.85%,-18.77%,11.68%,31.67%,-8.04%,-28.56%,3.10%,3.20%,32.77%,-1.81%,-60.65%,-51.24%,-54.93%,2.52%,48.34%,14.46%,8.69%
Receivables,271.99,301.95,325.39,326.75,329.58,356.63,342.93,365.96,380.4,365.1,364.4,358,368.6,400.79,395.87,400.84,461.46,484.62,479.87,466.36,479.89,529.35,523.38,516.66,551.94,613.81,644.66,630.41,660.05,666.54,656.61,660.09,675.93,718.79,668.43,622.03,679.21,705.82,698.45,713.38
Other Current Assets,83.83,127.22,117.51,115.02,174.69,171.67,165.04,177.18,123.23,127.86,132.48,117.75,104.3,152.6,159.37,142.94,172.85,163.56,147.32,161.79,163.36,170.44,178.92,167.04,142.68,151.5,175.73,168.78,171.41,206.81,180.16,184.5,166.31,238.82,207.04,209.4,185.04,239.98,229.47,214.74
Total Current Assets,"1,030","1,127","1,200","1,153","1,263","1,242","1,151","1,211","1,253","1,331","1,366","1,387","1,310","1,398","1,238","1,296","1,346","1,460","2,484","2,430","2,535","1,818","1,745","2,254","2,232","2,015","2,193","2,243","1,930","2,161","2,253","2,762","1,920","1,464","1,566","1,696","1,970","1,698","1,718","1,867"
"Property, Plant & Equipment",450.29,503.6,536.64,559.19,601.59,666.09,704.57,734.54,753.18,770.2,786.84,797.92,801.02,824.72,856.04,883.75,862.54,845.12,852.95,884.48,910.62,"1,310","1,379","1,429","1,911","1,919","2,018","2,129","2,272","2,337","2,368","2,364","2,350","2,400","2,339","2,324","2,354","2,505","2,631","2,670"
Long-Term Investments,573.03,721.27,735.63,850.85,869.99,801.85,881.45,837.02,774.67,685.36,731.23,767.69,779.31,739.07,731.78,661.93,567.59,512.27,411.75,257.14,209.07,101.43,287.05,734.12,835.38,961.15,"1,019","1,110","1,399","1,166","1,165",835.07,"1,088",786.71,640.67,488.53,320.53,298.7,249.21,"1,209"
Goodwill and Intangibles,834.8,"1,208","1,198","1,190","1,184","1,195","1,302","1,294","1,306","1,302","1,293","1,290","1,378","1,371","1,541","1,535","1,700","1,692","1,679","1,666","1,656","1,772","1,763","1,750","1,780","1,800","1,790","1,783","1,909","1,910","1,903","1,884","2,469","3,258","3,241","3,208","3,206","3,214","3,286","3,308"
Other Long-Term Assets,69.86,90.92,98.46,101.71,83.7,82.71,91.93,107.79,94.3,95.61,93.27,110.97,104.94,116.35,122.2,132.62,172.6,177.66,176.6,126.97,150.98,181.23,170.19,190.46,249.59,253.81,204.85,249.15,254.49,244.08,231.24,270.1,310.63,394.8,424.51,391.04,454.2,467.94,461.79,527.65
Total Long-Term Assets,"1,928","2,524","2,569","2,702","2,739","2,745","2,980","2,974","2,928","2,853","2,904","2,967","3,063","3,052","3,251","3,213","3,303","3,227","3,121","2,934","2,926","3,364","3,598","4,104","4,775","4,933","5,032","5,271","5,835","5,657","5,668","5,354","6,218","6,839","6,645","6,412","6,334","6,486","6,627","7,715"
Total Assets,"2,958","3,651","3,769","3,854","4,002","3,987","4,131","4,185","4,182","4,184","4,270","4,354","4,373","4,450","4,489","4,509","4,649","4,687","5,605","5,364","5,462","5,183","5,343","6,357","7,007","6,948","7,225","7,514","7,764","7,818","7,921","8,115","8,139","8,304","8,211","8,107","8,303","8,183","8,346","9,582"
Accounts Payable,73.71,61.71,70.53,74.8,77.41,67.64,85.31,60.9,61.98,63.82,68.25,74.33,76.12,90.18,91.74,88.34,80.28,81.24,84.17,96.05,99.09,102.37,126.54,108.19,138.95,114.1,153.96,114.85,118.55,119.46,93.47,98.31,109.93,122.93,131.65,119.05,145.42,202.13,194.49,144.47
