,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"4,877","4,718","5,708","6,249","10,112","7,702","10,990","12,939","17,931","14,655","16,817"
Market Cap Growth,42.36%,-3.26%,20.99%,9.47%,61.82%,-23.83%,42.68%,17.74%,38.58%,-18.27%,-
Enterprise Value,"5,553","5,655","6,609","7,346","11,469","9,437","12,676","14,803","20,873","17,590","19,921"
PE Ratio,22.88,19.25,20.81,19.49,35.88,16.48,36.20,23.28,24.23,19.36,35.10
PS Ratio,0.79,0.75,0.96,1.03,1.53,1.08,1.55,1.86,2.13,1.62,2.03
PB Ratio,3.27,4.50,5.91,6.75,9.66,8.07,9.13,8.71,9.32,7.21,8.15
P/FCF Ratio,27.57,25.61,17.31,16.27,23.76,36.56,22.11,23.88,23.11,22.04,29.45
P/OCF Ratio,15.26,13.29,12.05,10.74,15.66,16.82,14.72,17.22,17.13,15.25,19.56
EV/Sales Ratio,0.90,0.89,1.11,1.21,1.73,1.32,1.79,2.12,2.48,1.95,2.41
EV/EBITDA Ratio,9.21,9.07,10.05,10.24,13.80,11.91,25.27,14.67,16.02,12.80,18.64
EV/EBIT Ratio,13.94,13.40,14.08,13.68,17.58,15.44,39.28,18.42,19.71,16.24,25.73
EV/FCF Ratio,31.39,30.70,20.04,19.13,26.95,44.79,25.50,27.32,26.91,26.46,34.89
Debt / Equity Ratio,0.69,1.09,1.10,1.40,1.51,2.06,1.61,1.43,1.61,1.53,1.61
Debt / EBITDA Ratio,1.70,1.84,1.61,1.80,1.90,2.48,3.87,2.10,2.38,2.26,3.10
Debt / FCF Ratio,5.81,6.21,3.21,3.37,3.72,9.33,3.90,3.91,4.00,4.67,5.80
Quick Ratio,0.88,0.73,0.77,0.60,0.71,0.71,0.65,0.77,0.62,0.55,0.60
Current Ratio,1.35,1.21,1.22,0.95,1.14,1.15,1.04,1.25,1.07,0.99,1.03
Asset Turnover,1.25,1.40,1.40,1.39,1.31,1.38,1.31,1.18,1.18,1.12,1.02
Interest Coverage,6.54,6.67,7.76,8.96,10.36,10.45,4.26,11.48,15.08,12.88,6.92
Return on Equity (ROE),13.90%,18.60%,26.50%,33.00%,26.40%,45.40%,28.10%,42.70%,42.20%,38.30%,23.70%
Return on Assets (ROA),4.30%,5.40%,6.40%,7.30%,5.60%,9.00%,5.60%,9.40%,10.30%,9.40%,5.90%
Return on Capital (ROIC),11.62%,15.35%,17.82%,18.61%,12.86%,22.81%,32.22%,18.15%,15.84%,15.84%,11.97%
Earnings Yield,4.37%,5.19%,4.81%,5.13%,2.79%,6.07%,2.76%,4.30%,4.13%,5.17%,2.87%
FCF Yield,3.63%,3.90%,5.78%,6.14%,4.21%,2.74%,4.52%,4.19%,4.33%,4.54%,3.40%
Dividend Yield,2.30%,2.60%,2.30%,2.30%,1.50%,2.30%,1.70%,1.50%,1.20%,1.60%,1.55%
Payout Ratio,52.50%,51.30%,48.50%,44.40%,55.20%,37.60%,62.60%,35.40%,29.80%,31.60%,54.45%
Buyback Yield / Dilution,3.29%,4.40%,2.93%,2.37%,0.66%,1.66%,4.06%,1.06%,0.36%,1.91%,1.10%
Total Shareholder Return,5.59%,7.00%,5.23%,4.67%,2.16%,3.96%,5.76%,2.56%,1.56%,3.51%,2.65%
