,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,3.42,21.4,18.98,36.63,0.52,1.56,1.19,4.36,159.16,117.75
Revenue Growth (YoY),-,526.16%,-11.34%,93.01%,-98.58%,200.67%,-24.14%,267.61%,3553.04%,-26.02%
Cost of Revenue,0.96,11.79,16.6,26.52,3.47,3.35,2.48,6.92,42.4,151.43
Gross Profit,2.46,9.62,2.37,10.11,-2.95,-1.79,-1.3,-2.56,116.77,-33.67
"Selling, General & Admin",4.44,6.58,8.89,7.6,5.73,4,2.07,6.4,174.36,56.74
Other Operating Expenses,1.69,9.24,19.17,18.09,5.5,6.29,0.87,0.86,-44.92,573.46
Operating Expenses,6.14,15.82,28.05,25.7,11.23,10.29,2.94,7.26,129.43,630.2
Operating Income,-3.68,-6.21,-25.68,-15.58,-14.18,-12.08,-4.24,-9.82,-12.66,-663.87
Interest Expense / Income,0,0.54,4.25,3.14,1.31,0.08,0.05,0.02,1.57,14.98
Other Expense / Income,-0.23,0.05,-4.83,-1.58,15.94,0.59,-0.77,0.61,0.29,29.73
Pretax Income,-3.45,-6.8,-25.1,-17.15,-31.44,-12.75,-3.52,-10.45,-14.52,-708.58
Income Tax,0,-4.91,-8.16,11.52,-0.1,0.07,0,0,22.58,-21.84
Net Income,-3.45,-1.88,-16.94,-28.67,-31.33,-12.81,-3.52,-10.45,-37.1,-686.74
Preferred Dividends,0,1.27,0,0,0,0,0,0,0,0
Net Income Common,-3.45,-3.15,-16.94,-28.67,-31.33,-12.81,-3.52,-10.45,-37.1,-686.74
Shares Outstanding (Basic),1,1,1,1,2,5,7,81,99,113
Shares Outstanding (Diluted),1,1,1,1,2,5,7,81,99,113
Shares Change,65.17%,26.63%,21.85%,6.82%,71.90%,226.00%,25.36%,1121.57%,22.02%,14.22%
EPS (Basic),-5.92,-2.56,-19.04,-30.20,-19.20,-2.41,-0.53,-0.13,-0.37,-6.05
EPS (Diluted),-5.92,-2.56,-19.04,-30.20,-19.20,-2.41,-0.53,-0.13,-0.37,-6.05
Free Cash Flow,-4.69,-3.41,-3.02,6.48,-10.82,-13.74,-3.32,-25.52,-292.82,-39.22
Free Cash Flow Per Share,-8.14,-4.68,-3.40,6.83,-6.63,-2.58,-0.50,-0.31,-2.95,-0.35
Gross Margin,72.00%,44.93%,12.51%,27.61%,-567.96%,-114.53%,-109.43%,-58.71%,73.36%,-28.60%
Operating Margin,-107.52%,-29.00%,-135.32%,-42.54%,-2729.58%,-772.95%,-357.66%,-225.34%,-7.96%,-563.78%
Profit Margin,-100.94%,-14.73%,-89.26%,-78.26%,-6030.07%,-820.18%,-296.74%,-239.80%,-23.31%,-583.20%
Free Cash Flow Margin,-137.10%,-15.95%,-15.91%,17.70%,-2081.57%,-879.45%,-280.44%,-585.61%,-183.97%,-33.31%
EBITDA,-2.41,-6.25,-20.84,-14,-30.1,-10.66,-2.46,-7.36,1.95,-614.89
EBITDA Margin,-70.43%,-29.18%,-109.83%,-38.23%,-5792.98%,-682.30%,-207.47%,-168.95%,1.23%,-522.19%
Depreciation & Amortization,1.04,0.01,0.01,0,0.03,2,1.01,3.06,14.9,78.71
EBIT,-3.45,-6.25,-20.85,-14.01,-30.13,-12.66,-3.47,-10.43,-12.95,-693.6
EBIT Margin,-100.90%,-29.21%,-109.87%,-38.24%,-5798.00%,-810.54%,-292.36%,-239.27%,-8.14%,-589.03%
