,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"130,432","139,557","139,188","149,451","143,494","151,164","141,769","138,661","149,182","158,229","160,001","165,225","178,613","184,596","181,371","187,185","158,703","151,488","162,246","154,911","180,948","191,888","204,888","204,580","156,533","177,908","211,320","239,747","247,859","261,951","256,704","229,954","212,246","175,847","129,440","151,190","159,831","173,215","182,908","176,500","163,410"
Market Cap Growth,18.13%,27.39%,17.96%,10.36%,10.01%,8.32%,1.85%,-7.22%,3.96%,4.67%,12.86%,19.16%,19.73%,16.66%,13.36%,13.29%,-11.15%,-17.94%,-10.54%,-17.24%,14.02%,26.67%,26.28%,32.06%,-13.49%,-7.29%,3.14%,17.19%,58.34%,47.24%,21.48%,-4.08%,-14.37%,-32.87%,-49.58%,-34.25%,-24.70%,-1.50%,41.31%,16.74%,-
Enterprise Value,"172,389","182,252","182,460","193,020","186,532","196,057","187,496","188,966","199,188","209,127","217,622","221,198","236,376","245,471","242,218","248,313","219,390","210,342","224,514","262,840","286,543","295,582","307,432","306,463","256,760","273,950","307,204","336,935","341,790","353,324","347,284","321,263","303,097","267,738","221,368","246,424","255,002","268,738","278,976","267,375","254,285"
PE Ratio,17.99,18.59,16.63,17.83,16.75,17.35,17.47,16.99,18.11,19.47,19.12,19.04,19.59,19.21,18.11,8.23,6.82,6.32,6.70,13.21,14.87,15.89,16.52,15.67,13.44,15.45,20.49,22.76,21.16,21.01,17.73,16.24,14.76,12.53,23.95,28.15,28.26,26.62,12.07,11.47,11.12
PS Ratio,1.95,2.07,2.05,2.17,2.07,2.13,1.94,1.86,1.98,2.08,2.04,2.05,2.16,2.18,2.15,2.20,1.82,1.73,1.83,1.64,1.84,1.85,1.89,1.88,1.44,1.69,2.03,2.32,2.38,2.40,2.26,1.98,1.77,1.45,1.07,1.25,1.33,1.44,1.51,1.45,1.34
PB Ratio,2.54,2.69,2.61,2.84,2.75,2.89,2.74,2.65,2.83,2.98,2.99,3.06,3.24,3.36,3.27,2.73,2.28,2.14,2.27,2.16,2.41,2.50,2.62,2.47,1.92,2.13,2.45,2.65,2.68,2.76,2.68,2.39,2.24,1.92,1.61,1.87,1.94,2.06,2.21,2.13,1.98
P/FCF Ratio,21.90,25.83,22.07,17.88,16.38,16.76,15.86,14.69,16.19,16.39,18.87,19.32,20.79,20.16,17.95,19.46,16.59,13.19,13.25,12.77,13.38,14.37,16.85,16.83,14.58,14.41,16.99,21.51,19.00,21.96,19.50,14.27,13.37,12.12,8.79,12.28,14.00,14.84,14.81,13.76,12.74
P/OCF Ratio,9.14,9.95,9.42,8.82,8.11,8.29,7.68,7.12,7.60,7.74,8.14,8.39,8.97,8.94,8.41,8.80,7.52,6.57,6.79,6.38,6.95,7.37,8.11,7.96,6.44,6.87,8.15,9.69,9.30,10.22,9.69,7.89,7.41,6.42,4.59,5.72,6.06,6.36,6.43,6.19,5.73
Debt / Equity Ratio,0.92,0.90,0.91,0.91,0.90,0.93,0.92,1.01,1.06,1.05,1.13,1.13,1.12,1.16,1.17,0.94,0.96,0.91,1.02,1.56,1.46,1.40,1.36,1.30,1.33,1.32,1.27,1.21,1.18,1.09,1.07,1.04,1.05,1.08,1.22,1.24,1.22,1.22,1.24,1.17,1.17
Quick Ratio,0.65,0.58,0.66,0.62,0.55,0.61,0.49,0.51,0.63,0.65,0.57,0.60,0.61,0.47,0.56,0.56,0.77,0.77,1.00,0.54,0.51,0.48,0.55,0.55,0.70,0.85,0.81,0.81,0.84,0.80,0.89,0.71,0.71,0.68,0.63,0.62,0.55,0.61,0.56,0.50,0.50
Current Ratio,0.79,0.74,0.82,0.78,0.70,0.76,0.66,0.68,0.80,0.84,0.84,0.76,0.80,0.67,0.74,0.74,0.98,0.96,1.18,0.79,0.73,0.69,0.86,0.84,0.87,0.97,0.93,0.93,0.96,0.92,1.03,0.85,0.86,0.88,0.84,0.78,0.69,0.76,0.70,0.60,0.60
Interest Coverage,5.66,5.98,5.52,5.58,6.06,5.84,5.88,5.65,5.90,5.52,5.84,5.75,6.08,6.13,6.29,5.20,6.07,6.33,5.68,3.65,5.03,4.59,4.42,4.61,3.35,4.54,3.26,5.18,5.37,6.25,6.02,4.54,5.87,5.81,-2.73,4.92,6.26,6.80,6.20,5.07,6.08
Return on Capital (ROIC),Upgrade,9.05%,9.27%,10.06%,10.14%,10.47%,10.49%,9.89%,9.49%,9.30%,9.23%,9.02%,9.09%,9.38%,9.64%,9.82%,20.56%,20.57%,21.30%,20.28%,8.08%,8.21%,8.37%,8.77%,8.68%,8.51%,8.07%,7.30%,6.63%,6.61%,6.73%,7.35%,7.78%,8.01%,8.74%,5.63%,5.47%,5.39%,5.44%,9.37%,9.61%
Dividend Yield,2.00%,1.90%,1.60%,1.20%,1.60%,1.60%,1.30%,1.70%,1.20%,1.20%,1.60%,2.00%,1.50%,1.90%,1.50%,1.20%,1.80%,1.50%,2.00%,2.70%,1.90%,1.80%,1.80%,1.40%,3.10%,2.80%,1.40%,1.70%,1.30%,1.20%,1.70%,1.90%,2.10%,2.60%,3.50%,3.00%,2.80%,2.60%,2.50%,2.60%,3.01%
Payout Ratio,31.40%,29.40%,22.60%,0.00%,57.80%,29.40%,0.00%,31.20%,28.40%,32.90%,29.40%,57.30%,0.00%,59.40%,0.00%,5.00%,23.60%,27.10%,30.20%,67.90%,0.00%,30.40%,29.60%,30.40%,93.60%,35.40%,0.00%,31.50%,31.50%,30.90%,28.40%,37.30%,31.60%,35.50%,-25.70%,39.10%,29.70%,28.40%,29.60%,35.80%,33.42%
Buyback Yield / Dilution,0.89%,0.92%,1.05%,1.14%,2.51%,3.32%,3.70%,4.62%,3.88%,3.44%,3.23%,2.62%,2.73%,2.30%,2.29%,2.34%,2.25%,2.65%,2.79%,2.66%,2.55%,1.70%,0.81%,0.01%,-0.60%,-0.56%,-0.51%,-0.57%,-0.61%,-0.66%,-0.47%,0.14%,1.04%,2.45%,3.85%,5.37%,7.00%,6.97%,6.53%,6.90%,6.90%
Total Shareholder Return,2.89%,2.82%,2.65%,2.34%,4.11%,4.92%,5.00%,6.32%,5.08%,4.64%,4.83%,4.62%,4.23%,4.20%,3.79%,3.54%,4.05%,4.15%,4.79%,5.36%,4.45%,3.50%,2.61%,1.41%,2.50%,2.24%,0.89%,1.13%,0.69%,0.54%,1.23%,2.04%,3.14%,5.05%,7.35%,8.37%,9.80%,9.57%,9.03%,9.50%,9.91%
