,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,547,728,410,525,973,564,648,349,369,479,438,309,292,413,504,392,482,712,617,465,520,604,717,326,517,399,723,445,561,627,670,896,674,921,740,"2,331",792,"9,352",744,142
Depreciation & Amortization,210,204,-54,207,205,201,-40,144,142,140,142,143,140,171,182,187,191,179,201,202,204,203,213,211,211,209,223,244,239,237,42,178,171,222,271,260,263,257,271,422
Share-Based Compensation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,216,-7,59,31,37,56,-38,51,41,64,61,66,6,34,43,14,34,102,40,56,52,74
Other Operating Activities,-182,86,"1,052",-161,-820,-266,493,-6,208,99,377,-214,-260,64,58,-132,-176,33,-10,-337,-250,108,237,-169,-102,183,242,55,-54,175,137,-585,-446,-417,172,"-2,275","-1,027","-8,871","-1,710",-223
Operating Cash Flow,575,"1,018","1,408",571,358,499,"1,101",487,719,718,957,238,172,648,854,447,497,924,"1,024",323,533,946,"1,204",424,588,842,"1,229",808,807,"1,105",855,523,442,740,"1,217",418,68,794,-643,415
Operating Cash Flow Growth,0.17%,2.83%,-2.63%,-17.37%,-37.74%,-50.98%,-21.80%,-14.71%,100.84%,43.89%,-13.08%,-51.13%,-76.08%,-9.75%,-10.76%,87.82%,188.95%,42.59%,19.91%,-27.74%,7.24%,2.38%,17.58%,31.27%,10.32%,-10.99%,2.08%,90.57%,37.24%,31.24%,-30.43%,-35.27%,-45.23%,-33.03%,42.34%,-20.08%,-84.62%,7.30%,-,-0.72%
Capital Expenditures,-161,-176,-78,-207,-152,-157,-72,-124,-86,-91,-146,-100,-94,-106,-176,-96,-98,-120,-303,-155,-119,-121,-199,-114,-111,-104,-209,-122,-100,-128,-54,-73,-67,-59,-100,-59,-62,-73,-169,-77
Acquisitions,0,-38,-7,-143,"1,389",-97,251,-26,-23,-68,-92,"3,878","1,157","-2,964",25,-278,-271,2,"-1,455",-73,-165,-137,-80,0,-96,-18,-12,"-1,611",0,0,-80,355,-40,"-5,053",-159,"2,968",-37,"9,569",-499,"-8,338"
Change in Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0
Other Investing Activities,-44,-52,-48,-26,-60,-,-135,-13,84,-26,-15,-20,-30,-30,-26,-18,-24,-29,-30,-31,-34,-26,-34,-17,-25,-23,-11,13,48,-8,-78,3,-19,-22,-100,-23,-53,-48,-17,-37
Investing Cash Flow,-205,-266,-133,-376,"1,177",-254,44,-163,-25,-185,-253,"3,758","1,033","-3,100",-177,-392,-393,-147,"-1,788",-259,-318,-284,-313,-131,-232,-145,-232,"-1,720",-52,-136,-212,285,-126,"-5,134",-359,"2,886",-152,"10,366",-685,"-8,452"
Dividends Paid,-302,-304,-300,-326,-321,-313,-309,-310,-306,-306,-305,-311,-310,-309,-309,-311,-307,-306,-305,-305,-302,-302,-300,-305,-306,-299,-299,-303,-303,-303,-301,-307,-306,-305,-305,-306,-297,-297,-298,-300
Share Issuance / Repurchase,-206,-187,-265,-509,-842,-690,-460,-507,-48,0,-46,0,-120,-280,0,-500,-250,-250,0,-786,-214,0,-250,-129,-813,0,0,-13,-65,-190,-232,-253,-32,-133,-82,"-2,000",0,0,0,-175
Debt Issued / Paid,696,42,-517,748,-145,838,-600,610,-159,-11,-638,"-2,566",-4,"1,091",-500,810,-279,799,"-1,228","1,198",382,-117,-434,252,"1,755",-546,179,39,-280,38,-609,"2,139","2,243",431,"-1,122",-548,170,"-2,765",-99,"2,647"
Other Financing Activities,-557,18,-2,-59,39,8,-7,-4,-1,-8,-6,-43,72,3,-5,-30,24,40,1,-9,38,-8,18,20,19,-11,-26,42,41,6,11,22,-7,65,-,-41,-14,-204,-124,-117
Financing Cash Flow,-369,-431,"-1,084",-146,"-1,269",-157,"-1,376",-211,-514,-325,-995,"-2,920",-362,505,-814,-31,-812,283,"-1,532",98,-96,-427,-966,-162,655,-856,-146,-235,-607,-449,"-1,131","1,601","1,898",58,"-1,509","-2,895",-141,"-3,266",-521,"2,055"
Exchange Rate Effect,-14,4,-91,-76,-132,49,-108,-58,33,-14,-43,-107,45,48,59,10,56,-93,-22,-7,17,-16,-34,10,-63,26,14,29,-3,-2,-18,-37,-11,-64,-74,58,0,17,-57,7
Net Cash Flow,-13,325,100,-27,134,137,-339,55,213,194,-334,969,888,"-1,899",-78,34,-652,967,"-2,318",155,136,219,-109,141,948,-133,865,"-1,118",145,518,-506,"2,372","2,203","-4,400",-725,467,-225,"7,911","-1,906","-5,975"
