,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"5,244","5,551","5,104","5,356","4,897","5,170","5,150","5,188","4,885","5,333","5,302","5,333","6,335","6,637","6,829","7,589","7,390","7,767","7,656","7,765","7,535","7,979","8,076","8,314","7,726","7,328","8,853","10,701","10,456","10,223","10,928","11,468","11,895","11,257","10,410","10,091","9,747","9,978","10,143","10,241"
Revenue Growth (YoY),-2.49%,1.93%,-4.94%,-5.29%,-6.62%,-6.86%,0.90%,-3.14%,-0.25%,3.15%,2.95%,2.79%,29.68%,24.45%,28.80%,42.30%,16.65%,17.03%,12.11%,2.32%,1.96%,2.73%,5.49%,7.07%,2.53%,-8.16%,9.62%,28.71%,35.34%,39.51%,23.44%,7.17%,13.76%,10.11%,-4.74%,-12.01%,-18.06%,-11.36%,-2.56%,1.49%
Cost of Revenue,"2,470","2,506","2,331","2,337","2,081","2,218","2,242","2,206","2,140","2,287","2,285","2,312","3,044","3,173","2,857","3,263","3,067","3,282","3,166","3,191","3,160","3,279","3,358","3,434","3,281","3,263","3,966","4,493","4,401","4,947","4,423","4,766","4,987","4,933","4,629","4,593","4,314","4,483","4,605","4,526"
Gross Profit,"2,774","3,045","2,773","3,019","2,816","2,952","2,908","2,982","2,745","3,046","3,017","3,021","3,291","3,464","3,972","4,326","4,323","4,485","4,490","4,574","4,375","4,700","4,718","4,880","4,445","4,065","4,887","6,208","6,055","5,276","6,505","6,702","6,908","6,324","5,781","5,498","5,433","5,495","5,538","5,715"
Selling & Marketing,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
General & Administrative,"1,762","1,788","1,603","1,644","1,737","1,727","1,666","1,655","1,698","1,737","1,628","1,609","2,424","2,132","2,099","2,462","2,542","2,466","2,377","2,359","2,478","2,434","2,440","2,413","2,548",0,0,"2,548",0,0,0,0,0,0,0,0,0,0,0,0
Research & Development,387,335,307,361,313,345,378,369,379,348,352,343,547,513,562,613,589,575,574,562,672,577,596,595,578,564,580,698,654,654,672,762,697,684,782,725,654,715,672,700
Other Operating Expenses,-3,-3,3,-12,5,279,3,-6,-19,-8,-972,54,"1,126",39,-8,94,33,78,-18,46,47,38,55,51,1,-22,46,78,61,79,74,63,512,507,498,496,491,498,83,0
Operating Expenses,"2,323","2,284","2,042","2,190","2,206","2,223","2,195","2,167","2,221","2,230","2,120","2,073","3,493","3,037","3,162","3,635","3,715","3,603","3,495","3,409","3,636","3,494","3,520","3,491","3,687","3,393","3,392","3,776","3,946","3,884","3,959","4,324","3,996","3,948","4,011","4,194","3,819","3,798","3,798","3,850"
Operating Income,451,761,731,829,610,729,713,815,524,816,897,948,-202,427,810,691,608,882,995,"1,165",739,"1,206","1,198","1,389",758,672,"1,495","2,432","2,109","1,392","2,546","2,378","2,912","2,376","1,770","1,304","1,678","1,663","1,769","1,840"
