,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,"5,166","5,321","5,350","5,430","5,387","5,524","5,469","1,620","2,890","4,907"
Revenue Growth (YoY),2.12%,3.00%,0.55%,1.50%,-0.79%,2.54%,-1.00%,-70.38%,78.40%,69.79%
Cost of Revenue,"3,836","3,901","3,919","3,931","3,876","3,953","3,892","1,819","2,287","3,378"
Gross Profit,"1,330","1,420","1,431","1,499","1,511","1,571","1,577",-199,603,"1,529"
"Selling, General & Admin",121,43,94,106,98,104,107,89,99,107
Other Operating Expenses,664,447,611,456,737,937,671,665,754,647
Operating Expenses,785,490,705,562,835,"1,041",778,754,853,754
Operating Income,545,930,726,937,676,530,799,-953,-250,775
Interest Expense / Income,304,207,227,154,167,176,222,194,191,156
Other Expense / Income,-97,-23,-68,-19,-135,-883,-373,-195,-339,-40
Pretax Income,338,746,567,802,644,"1,237",950,-952,-102,659
Income Tax,21,14,9,40,80,150,30,-220,-91,26
Net Income,317,732,558,762,564,"1,087",920,-732,-11,633
Net Income Growth,419.67%,130.91%,-23.77%,36.56%,-25.98%,92.73%,-15.36%,-,-,-
Shares Outstanding (Basic),756,757,752,740,740,742,717,705,714,715
Shares Change,4.35%,0.14%,-0.75%,-1.56%,0.03%,0.27%,-3.35%,-1.65%,1.23%,0.14%
EPS (Basic),0.43,0.97,0.74,1.03,0.76,1.47,1.26,-1.04,-0.02,0.89
EPS (Diluted),0.42,0.96,0.74,1.02,0.76,1.47,1.26,-1.04,-0.02,0.88
EPS Growth,425.00%,128.57%,-22.92%,37.84%,-25.49%,93.42%,-14.29%,-,-,-
Free Cash Flow,541,716,777,"1,009","1,025","1,026","1,028",-463,158,"1,219"
Free Cash Flow Per Share,0.71,0.94,1.03,1.36,1.39,1.38,1.43,-0.66,0.22,1.71
Dividend Per Share,0.460,0.690,0.800,0.850,0.850,0.850,0.850,0.200,-,0.530
Dividend Growth,53.33%,50.00%,15.94%,6.25%,0%,0%,0%,-76.47%,-,-
Gross Margin,25.75%,26.69%,26.75%,27.61%,28.05%,28.44%,28.84%,-12.28%,20.87%,31.16%
Operating Margin,10.55%,17.48%,13.57%,17.26%,12.55%,9.59%,14.61%,-58.83%,-8.65%,15.79%
Profit Margin,6.14%,13.76%,10.43%,14.03%,10.47%,19.68%,16.82%,-45.19%,-0.38%,12.90%
Free Cash Flow Margin,10.47%,13.46%,14.52%,18.58%,19.03%,18.57%,18.80%,-28.58%,5.47%,24.84%
Effective Tax Rate,6.21%,1.88%,1.59%,4.99%,12.42%,12.13%,3.16%,-,-,3.95%
EBITDA,"1,349","1,646","1,502","1,680","1,562","2,357","1,848",-93,851,"1,479"
EBITDA Margin,26.11%,30.93%,28.07%,30.94%,29.00%,42.67%,33.79%,-5.74%,29.45%,30.14%
Depreciation & Amortization,707,693,708,724,751,944,676,665,762,664
EBIT,642,953,794,956,811,"1,413","1,172",-758,89,815
EBIT Margin,12.43%,17.91%,14.84%,17.61%,15.05%,25.58%,21.43%,-46.79%,3.08%,16.61%
