,2014-02-15,2014-05-10,2014-08-30,2014-11-22,2015-02-14,2015-05-09,2015-08-29,2015-11-21,2016-02-13,2016-05-07,2016-08-27,2016-11-19,2017-02-11,2017-05-06,2017-08-26,2017-11-18,2018-02-10,2018-05-05,2018-08-25,2018-11-17,2019-02-09,2019-05-04,2019-08-31,2019-11-23,2020-02-15,2020-05-09,2020-08-29,2020-11-21,2021-02-13,2021-05-08,2021-08-28,2021-11-20,2022-02-12,2022-05-07,2022-08-27,2022-11-19,2023-02-11,2023-05-06,2023-08-26,2023-11-18,Current
Market Capitalization,"18,172","17,807","17,566","18,238","19,729","21,766","22,425","23,895","22,041","23,177","22,025","21,797","21,198","20,036","14,827","17,305","19,790","17,484","20,370","21,163","22,031","25,718","27,023","27,732","24,848","24,705","27,777","25,822","26,097","33,214","33,362","38,994","40,219","39,698","42,152","46,710","47,171","49,519","44,544","46,455","47,169"
Market Cap Growth,29.61%,20.05%,17.76%,14.59%,8.57%,22.24%,27.66%,31.02%,11.72%,6.48%,-1.78%,-8.78%,-3.82%,-13.55%,-32.68%,-20.61%,-6.64%,-12.74%,37.38%,22.30%,11.33%,47.10%,32.66%,31.04%,12.79%,-3.94%,2.79%,-6.89%,5.03%,34.44%,20.11%,51.01%,54.11%,19.52%,26.35%,19.79%,17.29%,24.74%,5.67%,-0.55%,-
Enterprise Value,"22,354","22,040","21,765","22,543","24,026","26,146","26,875","28,484","26,678","27,917","26,760","26,599","26,139","24,962","19,615","22,030","24,545","22,220","25,158","26,067","26,947","30,696","32,053","35,601","32,876","32,332","34,265","32,443","33,406","40,357","40,330","46,192","48,731","48,421","51,091","55,879","57,042","59,729","55,110","57,955","58,669"
PE Ratio,17.35,16.68,16.42,16.73,17.79,19.22,19.33,20.25,18.41,19.07,17.75,17.29,16.70,15.73,11.58,13.48,14.81,12.75,15.23,15.03,15.59,17.71,16.71,17.16,15.33,15.86,16.03,14.15,13.94,15.63,15.37,17.08,16.70,16.50,17.35,19.35,19.50,20.02,17.62,17.99,19.83
PS Ratio,1.94,1.87,1.85,1.89,2.01,2.19,2.20,2.32,2.11,2.20,2.07,2.03,1.97,1.86,1.36,1.57,1.78,1.57,1.82,1.88,1.95,2.25,2.28,2.31,2.06,2.05,2.20,1.99,1.95,2.33,2.28,2.58,2.58,2.51,2.59,2.82,2.79,2.89,2.55,2.63,2.67
PB Ratio,-10.62,-9.85,-10.83,-10.97,-13.43,-13.25,-13.18,-13.44,-12.66,-12.44,-12.32,-11.50,-11.60,-11.69,-10.38,-11.35,-14.87,-12.84,-13.40,-12.76,-13.82,-16.18,-15.77,-15.61,-14.52,-15.13,-31.64,-25.14,-17.13,-18.83,-18.56,-18.35,-12.82,-11.72,-11.91,-12.17,-11.27,-11.51,-10.24,-8.91,-8.91
P/FCF Ratio,17.90,16.54,19.36,19.91,23.13,24.19,20.50,22.29,18.71,19.49,19.07,18.11,18.82,19.88,14.54,14.84,16.35,13.12,12.78,14.20,13.10,15.99,16.49,16.98,16.86,14.61,12.21,10.34,9.99,10.72,11.40,12.79,13.04,14.58,16.23,18.00,18.57,20.64,20.52,22.28,22.62
P/OCF Ratio,12.87,11.95,13.10,13.42,15.06,15.90,14.26,15.47,13.29,13.89,13.42,12.82,12.91,12.88,9.44,10.01,11.25,9.62,9.79,10.77,10.27,12.19,12.70,13.04,12.66,11.52,10.21,8.73,8.40,9.11,9.48,10.79,11.11,12.14,13.13,14.48,14.65,15.97,15.15,15.60,15.84
Debt / Equity Ratio,-2.53,-2.42,-2.67,-2.66,-3.03,-2.76,-2.72,-2.67,-2.78,-2.66,-2.75,-2.64,-2.82,-3.01,-3.56,-3.27,-3.79,-3.64,-3.29,-3.11,-3.21,-3.24,-3.04,-4.52,-4.78,-4.98,-9.38,-8.07,-5.47,-4.60,-4.53,-3.84,-2.79,-2.65,-2.60,-2.46,-2.43,-2.44,-2.49,-2.26,-2.26
Quick Ratio,0.08,0.07,0.07,0.06,0.08,0.08,0.09,0.09,0.10,0.11,0.10,0.10,0.10,0.10,0.12,0.10,0.12,0.10,0.09,0.10,0.09,0.09,0.09,0.08,0.09,0.13,0.34,0.31,0.20,0.19,0.21,0.17,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
Current Ratio,0.80,0.78,0.79,0.73,0.85,0.84,0.84,0.85,0.84,0.91,0.90,0.90,0.94,0.94,0.97,0.93,0.98,0.95,0.92,0.93,0.94,0.94,0.91,0.88,0.92,0.94,1.08,1.06,0.93,0.89,0.87,0.79,0.77,0.78,0.77,0.76,0.79,0.79,0.80,0.79,0.79
Interest Coverage,8.54,13.24,12.75,11.02,10.46,16.17,14.22,12.51,11.66,15.75,15.36,13.78,11.23,14.84,13.77,12.05,5.21,13.01,10.88,12.51,9.67,12.66,12.76,11.43,9.20,10.36,15.51,13.32,10.47,17.85,17.96,17.43,14.76,18.76,17.25,12.53,10.21,11.55,11.24,9.29,10.59
Return on Capital (ROIC),Upgrade,44.68%,46.01%,43.59%,43.29%,40.61%,42.60%,43.00%,42.86%,41.61%,42.45%,42.62%,43.72%,41.10%,39.91%,37.88%,40.21%,40.08%,42.58%,43.11%,45.13%,44.03%,44.69%,50.53%,28.26%,27.42%,26.33%,25.69%,27.35%,29.83%,35.94%,36.65%,40.35%,45.58%,45.60%,45.56%,46.03%,43.43%,43.40%,42.70%,43.41%
Buyback Yield / Dilution,7.16%,7.70%,7.04%,5.52%,5.02%,4.20%,5.00%,4.95%,5.41%,5.87%,5.17%,4.61%,4.67%,4.60%,4.75%,5.41%,4.97%,5.78%,6.19%,7.11%,8.03%,7.08%,6.22%,6.15%,5.78%,6.17%,4.44%,2.92%,4.11%,5.51%,7.81%,9.12%,8.68%,9.33%,9.10%,9.09%,8.61%,7.01%,7.04%,7.18%,7.18%
Total Shareholder Return,7.16%,7.70%,7.04%,5.52%,5.02%,4.20%,5.00%,4.95%,5.41%,5.87%,5.17%,4.61%,4.67%,4.60%,4.75%,5.41%,4.97%,5.78%,6.19%,7.11%,8.03%,7.08%,6.22%,6.15%,5.78%,6.17%,4.44%,2.92%,4.11%,5.51%,7.81%,9.12%,8.68%,9.33%,9.10%,9.09%,8.61%,7.01%,7.04%,7.18%,7.18%
