,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cash & Equivalents,"14,557","15,890","19,334","20,522","31,750","36,092","42,122","36,220","53,888","73,387"
Short-Term Investments,"2,859","3,918","6,647","10,464","9,500","18,929","42,274","59,829","16,138","13,393"
Cash & Cash Equivalents,"17,416","19,808","25,981","30,986","41,250","55,021","84,396","96,049","70,026","86,780"
Cash Growth,39.92%,13.73%,31.16%,19.26%,33.12%,33.38%,53.39%,13.81%,-27.09%,23.93%
Receivables,"5,612","5,654","8,339","13,164","16,677","20,816","24,542","32,891","42,360","52,253"
Inventory,"8,299","10,243","11,461","16,047","17,174","20,497","23,795","32,640","34,405","33,318"
Total Current Assets,"31,327","35,705","45,781","60,197","75,101","96,334","132,733","161,580","146,791","172,351"
"Property, Plant & Equipment","16,967","21,838","29,114","48,866","61,797","97,846","150,667","216,363","252,838","276,690"
Goodwill and Intangibles,"3,319","3,759","3,784","13,350","14,548","14,754","15,017","15,371","20,288","22,789"
Other Long-Term Assets,"2,892","3,445","4,723","8,897","11,202","16,314","22,778","27,235","42,758","56,024"
Total Long-Term Assets,"23,178","29,042","37,621","71,113","87,547","128,914","188,462","258,969","315,884","355,503"
Total Assets,"54,505","64,747","83,402","131,310","162,648","225,248","321,195","420,549","462,675","527,854"
Accounts Payable,"16,459","20,397","25,309","34,616","38,192","47,183","72,539","78,664","79,600","84,981"
Deferred Revenue,"1,823","3,118","4,768","5,097","6,536","8,190","9,708","11,827","13,227","15,227"
Other Current Liabilities,"9,807","10,372","13,739","18,170","23,663","32,439","44,138","51,775","62,566","64,709"
Total Current Liabilities,"28,089","33,887","43,816","57,883","68,391","87,812","126,385","142,266","155,393","164,917"
Long-Term Debt,"8,265","8,227","7,694","24,743","33,145","63,205","84,389","116,395","140,118","135,611"
Other Long-Term Liabilities,"7,410","9,249","12,607","20,975","17,563","12,171","17,017","23,643","21,121","25,451"
Total Long-Term Liabilities,"15,675","17,476","20,301","45,718","50,708","75,376","101,406","140,038","161,239","161,062"
Total Liabilities,"43,764","51,363","64,117","103,601","119,099","163,188","227,791","282,304","316,632","325,979"
Total Debt,"8,265","8,227","7,694","24,743","33,145","63,205","84,389","116,395","140,118","135,611"
Debt Growth,159.01%,-0.46%,-6.48%,221.59%,33.96%,90.69%,33.52%,37.93%,20.38%,-3.22%
Common Stock,"9,303","11,562","15,354","19,557","24,959","31,826","41,033","53,706","67,337","91,297"
Retained Earnings,"1,949","2,545","4,916","8,636","19,625","31,220","52,551","85,915","83,193","113,618"
Comprehensive Income,-511,-723,-985,-484,"-1,035",-986,-180,"-1,376","-4,487","-3,040"
Shareholders' Equity,"10,741","13,384","19,285","27,709","43,549","62,060","93,404","138,245","146,043","201,875"
Net Cash / Debt,"9,151","11,581","18,287","6,243","8,105","-8,184",7,"-20,346","-70,092","-48,831"
Net Cash / Debt Growth,-1.13%,26.55%,57.91%,-65.86%,29.83%,-,-,-,-,-
Net Cash Per Share,0.99,1.21,1.89,0.63,0.81,-0.81,0.00,-1.98,-6.88,-4.65
Working Capital,"3,238","1,818","1,965","2,314","6,710","8,522","6,348","19,314","-8,602","7,434"
Book Value Per Share,1.16,1.43,2.03,2.89,4.47,6.28,9.34,13.66,14.33,19.59
