,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"88,988","107,006","135,987","177,866","232,887","280,522","386,064","469,822","513,983","574,785"
Revenue Growth (YoY),19.52%,20.25%,27.08%,30.80%,30.93%,20.45%,37.62%,21.70%,9.40%,11.83%
Cost of Revenue,"62,752","71,651","88,265","111,934","139,156","165,536","233,307","272,344","288,831","304,739"
Gross Profit,"26,236","35,355","47,722","65,932","93,731","114,986","152,757","197,478","225,152","270,046"
"Selling, General & Admin","5,884","7,001","9,665","13,743","18,150","24,081","28,676","41,374","54,129","56,186"
Research & Development,"9,275","12,540","16,085","22,620","28,837","35,931","42,740","56,052","73,213","85,622"
Other Operating Expenses,"10,899","13,581","17,786","25,463","34,323","40,433","58,442","75,173","85,562","91,386"
Operating Expenses,"26,058","33,122","43,536","61,826","81,310","100,445","129,858","172,599","212,904","233,194"
Operating Income,178,"2,233","4,186","4,106","12,421","14,541","22,899","24,879","12,248","36,852"
Interest Expense / Income,210,459,484,848,"1,417","1,600","1,647","1,809","2,367","3,182"
Other Expense / Income,42,228,-94,-544,-266,"-1,021","-2,942","-15,085","15,820","-3,875"
Pretax Income,-74,"1,546","3,796","3,802","11,270","13,962","24,194","38,155","-5,939","37,545"
Income Tax,167,950,"1,425",769,"1,197","2,374","2,863","4,791","-3,217","7,120"
Net Income,-241,596,"2,371","3,033","10,073","11,588","21,331","33,364","-2,722","30,425"
Net Income Growth,-,-,297.82%,27.92%,232.11%,15.04%,84.08%,56.41%,-,-
Shares Outstanding (Basic),"9,240","9,340","9,480","9,600","9,740","9,880","10,005","10,117","10,189","10,304"
Shares Outstanding (Diluted),"9,240","9,540","9,680","9,860","10,000","10,080","10,198","10,296","10,189","10,492"
Shares Change,-0.65%,3.25%,1.47%,1.86%,1.42%,0.80%,1.17%,0.96%,-1.04%,2.97%
EPS (Basic),-0.03,0.06,0.25,0.32,1.03,1.17,2.13,3.30,-0.27,2.95
EPS (Diluted),-0.03,0.06,0.24,0.31,1.01,1.15,2.09,3.24,-0.27,2.90
EPS Growth,-,-,295.16%,25.31%,228.01%,14.30%,81.58%,55.02%,-,-
Free Cash Flow,"1,949","7,450","10,466","8,307","19,400","25,825","31,020","-9,069","-11,569","36,813"
Free Cash Flow Per Share,0.21,0.80,1.10,0.86,1.99,2.61,3.10,-0.90,-1.14,3.57
Gross Margin,29.48%,33.04%,35.09%,37.07%,40.25%,40.99%,39.57%,42.03%,43.81%,46.98%
Operating Margin,0.20%,2.09%,3.08%,2.31%,5.33%,5.18%,5.93%,5.30%,2.38%,6.41%
Profit Margin,-0.27%,0.56%,1.74%,1.71%,4.33%,4.13%,5.53%,7.10%,-0.53%,5.29%
Free Cash Flow Margin,2.19%,6.96%,7.70%,4.67%,8.33%,9.21%,8.03%,-1.93%,-2.25%,6.40%
Effective Tax Rate,-,61.45%,37.54%,20.23%,10.62%,17.00%,11.83%,12.56%,-,18.96%
EBITDA,"4,882","8,286","12,396","16,128","28,028","37,351","51,021","74,397","38,349","89,390"
EBITDA Margin,5.49%,7.74%,9.12%,9.07%,12.04%,13.31%,13.22%,15.84%,7.46%,15.55%
Depreciation & Amortization,"4,746","6,281","8,116","11,478","15,341","21,789","25,180","34,433","41,921","48,663"
EBIT,136,"2,005","4,280","4,650","12,687","15,562","25,841","39,964","-3,572","40,727"
EBIT Margin,0.15%,1.87%,3.15%,2.61%,5.45%,5.55%,6.69%,8.51%,-0.69%,7.09%
