,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,-241,596,"2,371","3,033","10,073","11,588","21,331","33,364","-2,722","30,425"
Depreciation & Amortization,"4,746","6,281","8,116","11,478","15,341","21,789","25,180","34,433","41,921","48,663"
Share-Based Compensation,"1,491","2,119","2,975","4,215","5,418","6,864","9,208","12,757","19,621","24,023"
Other Operating Activities,846,"3,043","3,741",-361,-109,"-1,727","10,345","-34,227","-12,068","-18,165"
Operating Cash Flow,"6,842","12,039","17,203","18,365","30,723","38,514","66,064","46,327","46,752","84,946"
Operating Cash Flow Growth,24.97%,75.96%,42.89%,6.75%,67.29%,25.36%,71.53%,-29.88%,0.92%,81.69%
Capital Expenditures,"-4,893","-4,589","-6,737","-10,058","-11,323","-12,689","-35,044","-55,396","-58,321","-48,133"
Acquisitions,-979,-795,-116,"-13,972","-2,186","-2,461","-2,325","-1,985","-8,316","-5,839"
Change in Investments,807,"-1,066","-2,663","-3,054","1,140","-9,131","-22,242",-773,"29,036","4,139"
Investing Cash Flow,"-5,065","-6,450","-9,516","-27,084","-12,369","-24,281","-59,611","-58,154","-37,601","-49,833"
Share Issuance / Repurchase,0,0,0,0,0,0,0,0,"-6,000",0
Debt Issued / Paid,"4,426","-3,882","-3,716","9,928","-7,686","-10,066","-1,104","6,291","15,718","-15,879"
Other Financing Activities,6,-,-,-,-,-,-,-,-,-
Financing Cash Flow,"4,432","-3,882","-3,716","9,928","-7,686","-10,066","-1,104","6,291","9,718","-15,879"
Exchange Rate Effect,-310,-374,-212,713,-351,70,618,-364,"-1,093",403
Net Cash Flow,"5,899","1,333","3,759","1,922","10,317","4,237","5,967","-5,900","17,776","19,637"
Free Cash Flow,"1,949","7,450","10,466","8,307","19,400","25,825","31,020","-9,069","-11,569","36,813"
Free Cash Flow Growth,-4.04%,282.25%,40.48%,-20.63%,133.54%,33.12%,20.12%,-,-,-
Free Cash Flow Margin,2.19%,6.96%,7.70%,4.67%,8.33%,9.21%,8.03%,-1.93%,-2.25%,6.40%
Free Cash Flow Per Share,0.21,0.80,1.10,0.86,1.99,2.61,3.10,-0.90,-1.14,3.57
