,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"44,445","48,610","51,490","55,670","39,748","41,893","48,996","38,835","39,057","36,988","31,757","33,532","34,957","36,707","33,993","39,204","43,517","41,697","43,069","39,910","31,905","31,207","31,896","29,995","31,501","16,554","21,931","23,532","30,607","34,766","34,395","31,394","30,693","33,726","28,654","24,557","27,037","30,607","29,870","30,701","31,655"
Market Cap Growth,35.35%,33.50%,35.03%,34.04%,-10.57%,-13.82%,-4.84%,-30.24%,-1.74%,-11.71%,-35.18%,-13.66%,-10.50%,-0.76%,7.04%,16.92%,24.49%,13.59%,26.70%,1.80%,-26.68%,-25.16%,-25.94%,-24.84%,-1.27%,-46.95%,-31.24%,-21.54%,-2.84%,110.01%,56.83%,33.41%,0.28%,-2.99%,-16.69%,-21.78%,-11.91%,-9.25%,4.24%,25.02%,-
Enterprise Value,"45,820","51,330","54,983","59,752","44,167","47,064","53,992","44,076","45,090","43,436","38,775","40,786","41,913","44,077","41,034","45,613","49,301","47,428","48,290","47,103","39,999","41,612","42,242","42,757","43,695","29,569","34,198","36,186","45,319","49,544","48,413","44,494","42,470","44,866","40,632","35,901","37,712","41,686","40,425","40,360","41,314"
PE Ratio,11.52,12.46,12.41,12.22,9.52,9.53,10.78,8.68,8.73,8.52,7.74,8.67,9.11,10.19,9.33,10.46,8.92,7.85,7.38,6.77,6.81,7.31,8.81,8.64,9.29,6.09,10.81,19.99,21.55,14.82,8.41,5.47,5.47,5.76,5.26,5.77,6.97,10.08,14.18,13.45,14.00
PS Ratio,1.01,1.09,1.13,1.20,0.87,0.98,1.24,1.08,1.19,1.18,1.08,1.18,1.20,1.19,1.06,1.19,1.26,1.16,1.15,1.02,0.82,0.82,0.87,0.85,0.91,0.50,0.73,0.84,1.10,1.19,0.97,0.76,0.67,0.67,0.54,0.46,0.54,0.64,0.70,0.74,0.76
PB Ratio,3.56,4.12,4.79,5.66,4.78,5.60,6.18,5.30,5.96,5.83,5.05,5.51,5.78,5.68,4.95,5.35,4.86,4.29,4.06,3.61,3.11,3.08,2.98,3.80,3.92,2.26,2.98,3.22,3.84,3.95,3.27,2.66,2.59,2.66,2.34,2.01,2.14,2.41,2.31,2.33,2.40
P/FCF Ratio,13.58,14.62,13.38,13.10,8.74,7.98,9.72,7.28,8.87,9.22,8.96,11.59,10.39,12.89,10.29,10.53,11.89,10.48,10.62,10.37,9.48,10.96,14.63,12.74,13.90,7.92,9.83,15.70,21.01,19.25,13.37,8.26,5.35,5.14,4.65,4.46,6.39,9.27,9.26,8.72,8.99
P/OCF Ratio,9.19,10.05,9.56,9.76,6.57,6.24,7.70,5.80,6.69,6.52,5.79,6.64,6.24,7.36,6.43,7.21,8.36,7.53,7.55,7.06,5.83,6.09,6.96,5.98,6.35,3.42,4.43,6.03,8.99,10.13,8.51,5.86,3.99,3.91,3.44,3.23,4.42,6.00,6.24,6.09,6.28
Debt / Equity Ratio,0.47,0.58,0.63,0.69,0.85,1.11,1.05,1.14,1.23,1.43,1.45,1.49,1.48,1.40,1.32,1.22,0.96,0.89,0.81,0.78,0.92,1.10,1.09,1.69,1.65,2.03,2.11,2.12,2.16,1.89,1.48,1.27,1.12,1.02,1.07,1.05,1.02,1.01,1.01,0.95,0.95
Quick Ratio,1.54,1.44,1.35,1.21,1.12,1.22,1.28,1.16,1.04,1.20,1.12,1.09,1.07,1.13,1.24,1.25,1.33,1.47,1.32,0.89,0.87,0.64,0.68,0.55,0.81,0.88,1.31,1.22,1.07,0.84,0.97,0.97,0.87,0.95,0.85,0.76,0.85,0.88,0.90,0.96,0.96
