,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"7,105","7,944","8,878","11,043","14,785","17,498","27,776","35,873","30,666","32,104","26,544"
Market Cap Growth,10.51%,11.81%,11.76%,24.39%,33.88%,18.35%,58.74%,29.15%,-14.52%,4.69%,-
Enterprise Value,"6,500","7,527","9,319","11,300","14,878","18,622","28,612","36,371","31,309","33,456","27,725"
PE Ratio,20.58,22.51,25.19,32.26,46.85,43.25,44.68,75.60,39.34,35.77,29.83
PS Ratio,4.57,4.73,4.83,5.34,6.32,6.71,9.39,11.22,8.57,7.60,5.89
PB Ratio,4.04,5.01,5.24,5.63,7.18,8.44,11.12,12.43,9.13,7.77,5.92
P/FCF Ratio,22.30,24.77,18.14,31.39,33.42,44.83,39.29,56.58,141.77,55.97,27.58
P/OCF Ratio,18.16,20.73,16.20,26.67,29.28,38.12,34.62,48.69,87.33,46.31,24.60
EV/Sales Ratio,4.18,4.48,5.07,5.47,6.36,7.14,9.68,11.38,8.75,7.92,6.16
EV/EBITDA Ratio,12.73,14.62,17.33,20.21,22.22,26.38,30.00,33.10,26.61,24.84,20.22
EV/EBIT Ratio,14.87,17.04,20.67,25.28,27.07,33.55,37.04,40.09,31.86,29.12,23.97
EV/FCF Ratio,20.41,23.47,19.04,32.12,33.63,47.71,40.47,57.37,144.74,58.32,28.81
Debt / Equity Ratio,0.17,0.19,0.69,0.55,0.14,0.61,0.52,0.28,0.27,0.38,0.31
Debt / EBITDA Ratio,0.59,0.58,2.18,1.93,0.42,1.80,1.36,0.72,0.78,1.17,1.01
Debt / FCF Ratio,0.94,0.94,2.40,3.07,0.64,3.26,1.84,1.25,4.24,2.75,1.45
Quick Ratio,4.69,4.05,1.75,3.53,1.32,1.22,1.56,1.00,1.23,1.23,1.23
Current Ratio,5.77,5.28,2.23,4.57,2.09,2.06,2.53,1.73,2.80,3.12,3.11
Asset Turnover,0.66,0.74,0.72,0.61,0.69,0.69,0.67,0.69,0.74,0.67,0.67
Interest Coverage,71.33,76.44,40.23,15.83,19.39,15.35,19.63,38.40,44.05,24.25,19.71
Return on Equity (ROE),20.40%,22.20%,22.20%,18.80%,15.40%,20.40%,27.20%,17.00%,24.30%,23.60%,21.20%
Return on Assets (ROA),14.70%,15.50%,13.80%,10.10%,9.20%,10.70%,14.10%,10.30%,16.00%,14.20%,13.10%
Return on Capital (ROIC),15.76%,17.55%,11.99%,11.45%,14.01%,13.51%,18.09%,13.19%,18.97%,16.15%,15.74%
Earnings Yield,4.86%,4.44%,3.97%,3.10%,2.13%,2.31%,2.24%,1.32%,2.54%,2.80%,3.35%
FCF Yield,4.48%,4.04%,5.51%,3.19%,2.99%,2.23%,2.55%,1.77%,0.71%,1.79%,3.63%
Dividend Yield,2.00%,2.00%,1.90%,1.70%,1.40%,1.20%,0.80%,0.60%,0.80%,0.80%,1.06%
Payout Ratio,41.00%,44.60%,47.80%,54.50%,63.30%,52.30%,36.20%,47.70%,31.50%,28.80%,31.74%
Buyback Yield / Dilution,1.40%,1.16%,0.71%,-0.55%,-1.08%,-0.35%,-0.81%,-0.55%,-0.40%,-0.28%,-0.09%
Total Shareholder Return,3.40%,3.16%,2.61%,1.15%,0.32%,0.85%,-0.01%,0.05%,0.40%,0.52%,0.97%
