,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"10,388","8,509","6,583","7,971","9,035","7,894","6,979","15,225","9,126","11,183","15,125"
Market Cap Growth,-,-18.09%,-22.64%,21.09%,13.35%,-12.63%,-11.58%,118.14%,-40.06%,22.54%,-
Enterprise Value,"7,243","6,558","4,805","6,334","8,953","7,704","7,867","16,418","11,320","13,445","17,533"
PE Ratio,43.46,-57.88,36.78,-10.80,-5.97,50.93,-5.50,46.14,14.65,75.05,65.60
PS Ratio,1.22,1.00,0.79,0.98,1.00,0.78,0.78,1.63,0.88,1.13,1.52
PB Ratio,0.78,0.71,0.57,0.74,0.97,0.86,0.92,1.85,1.11,1.39,1.85
P/FCF Ratio,15.48,12.07,9.93,15.66,17.01,17.20,18.46,17.48,10.64,16.97,19.49
P/OCF Ratio,10.09,10.24,7.50,16.14,11.94,8.51,8.95,12.31,6.74,10.24,12.24
EV/Sales Ratio,0.85,0.77,0.58,0.78,0.99,0.76,0.87,1.75,1.09,1.36,1.76
EV/EBITDA Ratio,29.56,11.08,7.14,-21.11,-13.17,7.71,-13.59,14.61,7.74,12.16,14.47
EV/EBIT Ratio,-23.59,69.76,28.60,-8.46,-7.77,22.66,-6.43,36.98,14.63,34.30,35.00
EV/FCF Ratio,10.79,9.30,7.25,12.44,16.86,16.78,20.81,18.85,13.19,20.40,22.59
Debt / Equity Ratio,-,-,0.03,0.04,0.21,0.16,0.32,0.42,0.49,0.51,0.51
Debt / EBITDA Ratio,-,-,0.55,-1.26,-2.87,1.45,-4.15,3.05,2.75,3.70,3.41
Debt / FCF Ratio,-,-,0.56,0.74,3.68,3.17,6.36,3.94,4.68,6.21,5.32
Quick Ratio,2.03,1.53,1.38,1.34,1.11,0.95,1.01,1.15,0.94,1.03,1.16
Current Ratio,2.33,1.90,1.59,1.56,1.33,1.21,1.29,1.38,1.16,1.28,1.44
Asset Turnover,0.52,0.54,0.55,0.55,0.62,0.63,0.59,0.59,0.62,0.59,0.59
Interest Coverage,-4.51,1.68,3.91,-,-164.57,5.76,-48.92,8.38,7.82,3.92,5.27
Return on Equity (ROE),1.80%,-1.20%,1.50%,-6.60%,-14.90%,1.70%,-15.50%,4.10%,7.50%,1.90%,2.80%
Return on Assets (ROA),1.50%,-0.90%,1.20%,-5.00%,-10.30%,1.00%,-8.30%,2.10%,3.70%,0.90%,1.40%
Return on Capital (ROIC),2.39%,-11.76%,2.98%,-4.42%,2.21%,2.07%,-14.63%,3.08%,6.58%,2.33%,2.85%
Earnings Yield,2.30%,-1.73%,2.72%,-9.26%,-16.76%,1.96%,-18.18%,2.17%,6.83%,1.33%,1.51%
FCF Yield,6.46%,8.29%,10.07%,6.39%,5.88%,5.81%,5.42%,5.72%,9.40%,5.89%,5.13%
Dividend Yield,0.00%,0.00%,1.80%,1.50%,1.30%,1.50%,1.70%,0.80%,1.30%,1.00%,0.76%
Payout Ratio,0.00%,0.00%,66.70%,-15.70%,-7.70%,74.10%,-9.30%,35.70%,18.90%,76.90%,50.00%
Buyback Yield / Dilution,-0.03%,-0.72%,0.55%,-0.32%,-0.19%,-0.39%,-0.57%,-0.40%,0.86%,2.10%,0.62%
Total Shareholder Return,-0.03%,-0.72%,2.35%,1.18%,1.11%,1.11%,1.13%,0.40%,2.16%,3.10%,1.38%
