,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"35,207","33,349","35,020","35,205","38,110","36,495","33,208","33,481","37,881","55,008","60,712","58,437","61,481","63,463","67,882","66,345","67,837","63,474","59,166","61,910","59,527","64,210","67,440","73,576","70,545","50,474","57,151","52,413","69,475","71,122","71,474","76,113","83,267","91,170","83,293","75,961","91,560","80,295","79,753","85,507","102,365"
Market Cap Growth,29.83%,10.47%,15.05%,10.63%,8.25%,9.43%,-5.17%,-4.90%,-0.60%,50.73%,82.82%,74.54%,62.30%,15.37%,11.81%,13.53%,10.34%,0.02%,-12.84%,-6.68%,-12.25%,1.16%,13.98%,18.84%,18.51%,-21.39%,-15.26%,-28.76%,-1.52%,40.91%,25.06%,45.22%,19.85%,28.19%,16.54%,-0.20%,9.96%,-11.93%,-4.25%,12.57%,-
Enterprise Value,"40,645","38,520","40,643","40,616","43,673","42,565","38,986","39,012","47,206","68,764","74,545","72,402","75,317","76,712","80,890","79,552","81,271","77,536","72,570","75,124","72,509","77,124","81,176","87,006","85,481","65,342","72,115","68,391","84,300","85,873","86,143","90,854","99,338","107,029","95,558","91,941","106,745","94,016","93,685","100,251","117,460"
PE Ratio,9.37,9.42,10.22,10.68,13.36,13.03,11.21,12.37,13.37,21.22,25.55,18.22,14.87,13.25,12.65,16.85,17.57,16.49,15.41,12.05,15.02,16.38,17.86,20.24,15.84,13.77,26.16,22.91,19.67,12.74,8.74,8.63,9.75,11.13,11.70,12.50,17.23,15.48,13.78,12.16,11.51
PS Ratio,1.83,1.72,1.80,1.81,1.99,1.91,1.71,1.76,2.00,2.56,2.50,2.09,1.95,1.98,2.10,2.05,2.10,1.95,1.80,1.87,1.82,1.96,2.06,2.23,2.06,1.48,1.66,1.50,1.93,1.86,1.84,1.89,2.03,2.24,2.04,1.80,2.12,1.80,1.72,1.78,2.13
PB Ratio,1.22,1.14,1.16,1.17,1.29,1.23,1.12,1.15,1.30,1.20,1.29,1.21,1.27,1.29,1.35,1.32,1.33,1.24,1.16,1.22,1.18,1.23,1.25,1.35,1.27,0.97,1.04,0.93,1.17,1.20,1.19,1.28,1.39,1.61,1.61,1.60,1.81,1.52,1.51,1.49,1.79
P/FCF Ratio,8.75,7.65,8.13,7.81,8.48,8.45,7.74,8.43,9.80,14.44,14.71,11.68,11.62,12.01,14.20,13.63,15.06,15.71,11.69,12.41,10.86,10.27,11.26,11.33,11.12,7.50,7.80,6.05,7.10,6.99,6.32,6.86,7.47,7.94,7.51,6.78,8.14,7.26,7.35,7.07,8.49
P/OCF Ratio,8.75,7.65,8.13,7.81,8.48,8.45,7.74,8.43,9.80,14.44,14.71,11.68,11.62,12.01,14.20,13.63,15.06,15.71,11.69,12.41,10.86,10.27,11.26,11.33,11.12,7.50,7.80,6.05,7.10,6.99,6.32,6.86,7.47,7.94,7.51,6.78,8.14,7.26,7.35,7.07,8.49
Debt / Equity Ratio,0.21,0.20,0.21,0.21,0.21,0.24,0.22,0.23,0.38,0.32,0.31,0.31,0.31,0.29,0.28,0.28,0.28,0.32,0.28,0.28,0.28,0.27,0.28,0.28,0.30,0.32,0.30,0.32,0.28,0.28,0.28,0.28,0.30,0.31,0.38,0.38,0.30,0.30,0.31,0.26,0.26
Interest Coverage,16.51,12.65,13.67,14.73,12.75,12.78,16.28,10.71,9.06,4.86,6.76,11.77,13.14,8.93,11.24,-0.03,8.38,8.75,10.05,9.62,4.36,9.77,10.70,10.57,11.01,4.54,-2.07,11.28,22.84,22.62,22.16,17.81,21.20,18.47,12.05,8.03,11.74,15.23,14.24,15.08,14.12
