,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Cash & Equivalents,211.35,312.02,373.05,408.32,370.32,362.79,"1,696","1,241","2,175","2,528",434.77,341.53,377.58,576.34,777.66,465.56,528.62,511.36,659.69,713.71,637.51,618.34,888.25,717.62,797.96,701.84,921.33,"1,075","1,180","1,179","1,584","1,713","1,326","1,015","1,132","1,303","1,307","1,673","1,870","1,774"
Short-Term Investments,402.25,438.93,453.97,588.04,781.13,647.28,"1,235","1,545",744.61,508.24,44.32,257.65,220.55,209.37,323.85,630.35,672.93,585.22,211.09,457.9,320.65,263.7,357.99,587.36,533.06,233.51,250.75,599.33,881.35,980.11,968.95,"1,224","1,750","1,718","1,338","1,347","1,362","1,383","1,417","1,237"
Cash & Cash Equivalents,613.6,750.95,827.02,996.36,"1,151","1,010","2,931","2,785","2,920","3,036",479.09,599.18,598.14,785.7,"1,102","1,096","1,202","1,097",870.78,"1,172",958.16,882.04,"1,246","1,305","1,331",935.35,"1,172","1,674","2,062","2,159","2,553","2,937","3,076","2,732","2,470","2,650","2,669","3,056","3,287","3,011"
Cash Growth,92.02%,117.87%,91.42%,65.35%,87.66%,34.51%,254.42%,179.56%,153.59%,200.61%,-83.66%,-78.49%,-79.52%,-74.12%,129.92%,82.90%,100.88%,39.57%,-20.95%,6.91%,-20.26%,-19.56%,43.12%,11.38%,38.91%,6.04%,-5.95%,28.28%,54.90%,130.82%,117.83%,75.43%,49.20%,26.56%,-3.26%,-9.77%,-13.22%,11.83%,33.09%,13.61%
Receivables,296.18,345.79,398.79,333.17,280.76,344.06,498.34,533.49,477.96,541.7,590.71,592.35,573.05,571.98,537.08,535.34,449.48,525.46,592.57,620.16,484.56,596.66,688.2,647.98,540.33,670.57,760.43,740.81,666.01,802.51,909.17,849.16,896.66,"1,040","1,176","1,052","1,016","1,190","1,333","1,231"
Inventory,221.45,204.06,207.91,205.45,174.57,197.91,180.89,159.69,156.12,165.93,174.4,167.84,161.97,171.29,190.6,213.34,255.75,268.61,275.57,262.08,277.71,300.78,299.53,317.75,360.73,352.31,340.54,318.96,333.09,368.4,382.89,471.55,593.36,821.13,885.95,862.98,935.63,906.72,846.81,883.58
Other Current Assets,51.82,54.41,53.63,82.5,46.37,289.86,312,272.04,45.43,48.89,48.63,190.66,99.11,87.85,50.89,89.71,179.6,147.9,89.77,98.81,83.74,127.82,92.81,90.06,84.23,90.5,98.4,92.02,80.09,103.97,105.43,126.23,115.91,150.32,165.25,132.24,143.61,141.85,187.28,186.14
Total Current Assets,"1,183","1,355","1,487","1,617","1,653","1,842","3,922","3,751","3,600","3,793","1,293","1,550","1,432","1,617","1,880","1,934","2,086","2,039","1,829","2,153","1,804","1,907","2,327","2,361","2,316","2,049","2,371","2,826","3,141","3,434","3,951","4,384","4,682","4,744","4,697","4,697","4,765","5,295","5,654","5,312"
"Property, Plant & Equipment",88.14,91.73,91.22,88.49,90.16,88.3,92.54,94.73,97.35,99.26,102.56,144.63,173.34,189.63,211.56,225.42,230.28,231.2,240.66,242.85,243.05,241.23,240.17,251.76,298.64,295.57,301.95,304.69,314.66,312.16,309.18,309.57,313.75,407.39,464.54,485.55,516.9,545.92,576.65,731.21
Long-Term Investments,9.79,8.13,51.68,28.42,42.94,41.24,52.36,34.36,15.35,7.42,0,9.52,2.39,0.48,48.64,7,2.37,3.5,0,1.61,0,0,7.01,14.37,12.91,13.92,2.08,20.57,44.29,63.75,91.03,28.26,99.42,65.65,64.12,72.37,61.44,41.15,62.25,52.64
Goodwill and Intangibles,65.77,65.53,66.35,67.18,68.83,70.38,"1,716","1,716","1,708","1,708","2,366","2,364","2,364","2,365","2,365","2,365","2,366","2,368","2,371","2,374","2,378","2,374","2,377","2,379","2,384","2,385","2,387","2,391","2,391","2,395","2,390","2,398","2,404","2,644","2,636","2,639","2,638","2,641","2,642","2,877"
