,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"11,056","10,003","9,987","10,137","10,563","11,289","11,530","12,453","13,026","13,429","13,635","13,734","13,592","13,497","13,950","13,689","15,810","17,162","17,789","19,856","17,950","21,747","23,970","25,857","24,472","22,730","27,617","30,092","33,752","28,764","28,321","32,314","36,862","34,616","27,331","26,766","27,590","29,680","32,727","34,261","35,478"
Market Cap Growth,30.05%,-3.45%,-0.66%,-7.07%,-4.46%,12.85%,15.45%,22.85%,23.31%,18.96%,18.26%,10.29%,4.35%,0.50%,2.31%,-0.32%,16.32%,27.16%,27.52%,45.04%,13.53%,26.71%,34.75%,30.22%,36.33%,4.52%,15.21%,16.38%,37.92%,26.55%,2.55%,7.38%,9.22%,20.35%,-3.49%,-17.17%,-25.15%,-14.26%,19.74%,28.00%,-
Enterprise Value,"12,162","10,847","10,839","10,977","11,957","12,438","14,700","15,479","16,029","16,275","15,710","15,852","15,840","15,626","16,209","16,425","18,677","19,791","20,434","22,291","20,534","24,459","26,605","28,490","27,687","25,859","30,734","33,309","37,057","31,844","31,448","35,422","40,328","38,132","30,597","30,154","31,433","32,529","35,498","36,940","38,157"
PE Ratio,31.74,26.09,25.78,26.00,26.41,29.47,25.16,25.36,25.66,26.78,22.73,23.05,22.99,22.22,29.89,29.77,28.48,29.63,29.08,30.22,29.98,36.24,40.15,55.74,54.40,46.65,53.54,45.00,47.36,40.53,41.37,46.13,55.33,34.50,26.10,25.87,28.92,58.83,64.97,68.29,71.55
PS Ratio,6.93,6.14,6.01,5.97,7.38,8.03,8.17,8.69,7.40,7.19,7.03,6.98,6.81,6.73,6.87,6.58,7.37,7.72,7.73,8.44,7.50,8.92,9.63,10.16,9.39,8.51,10.24,10.95,14.87,12.47,11.93,13.29,14.97,14.55,12.17,12.77,11.05,14.10,15.11,15.34,15.88
PB Ratio,20.19,16.69,14.77,13.96,50.05,34.03,9.27,9.48,9.49,10.41,9.40,9.31,10.20,9.74,9.52,8.19,8.21,7.86,8.58,9.27,8.67,10.02,10.84,12.53,10.83,10.93,12.69,12.43,12.51,10.44,10.29,11.91,13.09,13.02,11.62,13.46,15.77,433.92,111.32,89.11,92.27
P/FCF Ratio,30.63,25.36,25.68,28.31,30.83,28.79,27.01,25.88,26.17,25.60,25.96,29.27,32.29,31.05,30.63,26.66,28.23,30.81,27.89,28.86,25.52,29.37,32.28,35.71,33.09,30.25,34.92,38.56,41.09,32.76,33.08,34.47,41.54,24.51,15.18,14.94,35.18,9.16,11.62,12.25,12.68
P/OCF Ratio,21.81,18.24,18.26,20.31,21.58,21.40,20.66,19.74,19.62,19.28,19.66,21.86,23.54,22.82,22.42,19.98,21.26,22.80,20.98,21.76,19.21,22.34,24.80,27.12,25.59,23.85,27.56,30.22,31.60,24.92,24.89,26.57,31.90,31.28,27.23,26.80,26.05,28.96,30.10,32.40,33.56
Debt / Equity Ratio,2.33,2.13,1.89,1.76,6.81,3.94,2.67,2.43,2.29,2.31,1.57,1.55,1.79,1.65,1.64,1.72,1.56,1.27,1.34,1.21,1.32,1.33,1.26,1.43,1.50,1.60,1.57,1.42,1.31,1.26,1.24,1.26,1.27,1.47,1.59,1.84,2.26,45.04,10.47,8.05,8.05
Quick Ratio,0.76,1.17,0.99,1.11,0.34,0.54,0.24,0.28,0.27,0.31,0.72,0.72,0.65,0.68,0.56,0.36,0.36,0.37,0.33,0.39,0.37,0.58,0.65,0.74,0.42,0.46,0.51,0.46,0.46,0.56,0.50,0.42,0.22,0.39,0.46,0.37,0.17,0.75,0.86,0.98,0.98
Current Ratio,1.10,1.32,1.16,1.26,0.50,0.64,0.36,0.40,0.41,0.41,0.81,0.83,0.81,0.76,0.71,0.45,0.45,0.46,0.43,0.49,0.49,0.69,0.77,0.85,0.50,0.51,0.59,0.56,0.56,0.64,0.62,0.51,0.49,0.47,0.56,0.46,0.40,0.89,1.07,1.18,1.18
Interest Coverage,8.86,10.32,9.12,10.01,9.32,9.62,6.25,6.75,5.91,5.48,11.02,7.14,6.72,6.68,6.96,6.96,6.58,5.95,6.80,6.95,6.51,6.33,7.14,2.24,6.20,7.47,7.57,7.80,6.53,7.14,8.55,9.56,5.46,20.43,8.49,8.04,2.85,5.87,9.25,9.49,6.56
Return on Capital (ROIC),Upgrade,21.54%,21.65%,20.98%,20.59%,25.11%,25.46%,9.61%,10.32%,11.06%,12.06%,14.84%,14.96%,14.92%,15.17%,13.89%,11.63%,13.06%,13.64%,14.72%,16.01%,14.46%,13.71%,13.86%,11.38%,9.76%,10.95%,11.14%,13.29%,12.40%,12.30%,11.90%,12.20%,11.04%,15.66%,17.39%,18.24%,19.20%,22.44%,21.72%,21.42%
Dividend Yield,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.20%,0.30%,0.50%,0.70%,0.70%,0.60%,0.60%,0.50%,0.60%,0.60%,0.60%,0.50%,0.50%,0.70%,0.70%,0.70%,0.70%,0.60%,0.60%,0.56%
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,30.50%,27.20%,125.00%,30.90%,25.70%,24.50%,23.70%,25.00%,27.90%,30.50%,23.20%,33.00%,9.80%,24.80%,25.60%,75.60%,91.90%,25.00%,26.40%,39.77%
Buyback Yield / Dilution,0.12%,1.35%,1.72%,1.53%,2.70%,5.25%,1.13%,-1.56%,-3.28%,-6.19%,-2.17%,0.22%,1.37%,0.78%,1.70%,2.23%,1.10%,0.68%,-0.20%,-0.15%,0.59%,1.45%,1.16%,0.84%,0.67%,0.49%,0.96%,0.63%,0.90%,0.78%,1.25%,1.77%,1.00%,1.70%,2.41%,2.96%,3.74%,5.52%,8.56%,7.75%,7.75%
Total Shareholder Return,0.12%,1.35%,1.72%,1.53%,2.70%,5.25%,1.13%,-1.56%,-3.28%,-6.19%,-2.17%,0.22%,1.37%,0.78%,1.70%,2.23%,1.10%,0.68%,-0.20%,-0.15%,0.59%,1.65%,1.46%,1.34%,1.37%,1.19%,1.56%,1.23%,1.40%,1.38%,1.85%,2.37%,1.50%,2.20%,3.11%,3.66%,4.44%,6.22%,9.16%,8.35%,8.30%
