,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"7,274","6,621","6,506","7,319","9,506","12,299","12,874","13,130","13,447","12,568","9,044","8,562","9,662","11,532","12,373","12,332","12,166","12,112","10,617","12,719","9,396","11,966","11,552","11,161","12,427","2,337","4,212","4,716","7,009","8,711","10,880","9,884","7,674","9,126","4,660","4,787","5,158","5,675","9,234","7,011","6,917"
Market Cap Growth,-,9.46%,5.22%,16.29%,30.68%,85.77%,97.88%,79.39%,41.45%,2.19%,-29.75%,-34.79%,-28.15%,-8.24%,36.81%,44.03%,25.91%,5.03%,-14.20%,3.14%,-22.77%,-1.20%,8.81%,-12.25%,32.26%,-80.47%,-63.54%,-57.75%,-43.60%,272.80%,158.32%,109.58%,9.49%,4.76%,-57.16%,-51.57%,-32.79%,-37.81%,98.14%,46.46%,-
Enterprise Value,"10,346","10,210","9,945","10,727","15,502","18,136","18,465","18,584","19,728","18,713","15,451","14,789","15,932","17,488","18,838","18,418","18,297","18,163","17,241","18,988","15,724","18,204","17,481","17,032","18,976","9,583","12,301","13,297","15,515","17,422","20,415","20,357","18,374","20,562","16,002","17,506","17,832","18,105","21,455","20,204","20,111"
PE Ratio,71.52,26.55,17.59,18.30,28.10,46.30,41.20,36.15,31.48,24.09,17.78,14.29,15.26,18.55,18.33,16.82,16.01,15.12,12.80,14.15,9.84,12.34,11.75,11.58,13.36,-2.19,-2.08,-1.50,-1.75,-2.49,-3.10,-2.69,-1.70,-2.21,-1.19,-1.42,-2.27,-3.92,-10.85,-33.41,-33.41
PS Ratio,2.83,2.45,2.30,2.49,3.04,3.62,3.46,3.20,3.10,2.80,1.97,1.79,1.98,2.33,2.42,2.34,2.26,2.19,1.86,2.15,1.55,1.94,1.83,1.75,1.92,0.37,0.90,1.71,5.48,241.14,461.69,58.10,11.84,7.82,1.98,1.26,1.07,0.92,1.29,0.87,0.86
PB Ratio,2.79,2.51,2.42,2.57,2.70,3.54,3.44,3.35,3.56,3.20,2.20,1.89,2.13,2.49,2.48,2.23,2.12,2.15,1.87,2.05,1.58,2.03,1.88,1.78,1.91,0.53,0.97,1.15,1.61,1.99,2.93,3.43,3.16,6.05,5.17,11.97,75.20,-57.01,606.67,15.98,15.77
P/FCF Ratio,-18.10,-7.22,-39.62,-56.88,-28.89,28.55,28.86,27.49,-168.49,-101.85,-14.99,-15.58,56.18,39.62,285.60,53.78,53.12,31.98,28.17,35.59,18.48,33.77,10.19,11.38,67.02,-2.96,-1.69,-1.37,-2.00,-2.28,-3.36,-2.90,-2.38,-3.30,-2.50,-2.19,-3.28,-7.35,-16.02,-25.51,-25.51
P/OCF Ratio,15.31,10.66,8.77,9.41,14.96,17.03,15.54,14.46,12.90,11.88,8.39,7.40,7.64,8.42,8.62,8.03,7.60,6.82,5.49,6.48,4.53,6.01,6.20,6.19,6.82,1.88,-7.70,-3.06,-2.74,-2.60,-4.01,-3.54,-3.11,-4.59,-4.26,-13.99,24.56,5.23,4.98,3.53,3.49
Debt / Equity Ratio,1.20,1.39,1.30,1.21,1.73,1.71,1.54,1.45,1.69,1.60,1.59,1.41,1.41,1.34,1.34,1.19,1.10,1.13,1.20,1.06,1.09,1.11,1.03,1.00,1.04,1.97,2.39,2.68,2.71,2.79,3.30,4.30,5.12,9.00,14.69,34.78,198.59,-131.90,861.99,31.63,31.63
Quick Ratio,0.07,0.07,0.07,0.06,0.06,0.06,0.08,0.11,0.07,0.08,0.08,0.09,0.08,0.11,0.10,0.23,0.09,0.11,0.08,0.11,0.07,0.11,0.14,0.14,0.09,0.49,0.90,1.04,1.74,1.95,1.46,1.00,0.78,0.64,0.50,0.34,0.25,0.17,0.19,0.17,0.17
