,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,600.35,664.03,765.93,907.02,788.91,938.18,"1,085","1,285","1,037","1,078","1,187","1,485","1,125","1,151","1,344","1,652","1,250","1,293","1,522","1,858","1,381","1,404","1,664","1,914","1,481","1,247",16.93,6.52,9.58,3.1,4.37,153.08,487.44,521.94,"1,187","1,616","1,519","1,822","2,205","2,536"
Revenue Growth (YoY),19.31%,25.85%,18.85%,13.68%,31.41%,41.29%,41.71%,41.66%,31.39%,14.86%,9.34%,15.55%,8.55%,6.79%,13.25%,11.25%,11.06%,12.39%,13.25%,12.51%,10.53%,8.52%,9.34%,2.99%,7.20%,-11.17%,-98.98%,-99.66%,-99.35%,-99.75%,-74.20%,2248.59%,4988.60%,16736.77%,27079.05%,955.33%,211.66%,249.07%,85.78%,56.98%
Cost of Revenue,417.79,445.91,470.8,511.3,518.62,623.7,656.28,717.72,657.75,664.48,705.9,784.73,695.11,719.8,752.24,838.17,753.44,768.09,862.78,928.94,817.26,826.65,958.42,990.76,887.42,994.26,301.65,190.16,206.99,200.86,249.73,439.76,717.7,735.41,"1,073","1,239","1,219","1,280","1,384","1,483"
Gross Profit,182.56,218.12,295.13,395.72,270.29,314.48,429.15,567.19,378.78,413.15,480.94,700,430.03,430.98,591.86,813.57,496.11,525.31,659.39,929.41,563.94,576.98,705.85,923.09,593.2,252.62,-284.72,-183.64,-197.41,-197.76,-245.36,-286.68,-230.26,-213.47,113.87,376.61,299.67,541.52,821.88,"1,053"
"Selling, General & Admin",64.23,83.39,83.08,97.11,139.59,154.16,107.16,150.56,143.12,180.57,149.31,174.81,161.46,192.04,193.65,202.22,185.84,227.02,226.54,235.44,208.94,248.94,240.9,255.15,229.86,270.69,131.44,156.66,186.56,203.2,185.48,229.14,273.63,296.21,329.08,375.29,378.53,336.01,352.22,325.37
Other Operating Expenses,56.89,61.64,63.46,63.79,84.26,99.98,104.61,109.8,117.73,101.3,104.61,111.58,115.02,119.21,123.14,134.53,133.08,131.24,140.7,143.7,145.41,169.74,156.27,156.22,163.96,"1,806",179.25,177.49,162.9,170.32,174.26,173.29,182.98,179.08,181.59,186.55,202.11,194.79,197.12,204.61
Operating Expenses,121.13,145.03,146.54,160.9,223.85,254.13,211.77,260.36,260.85,281.87,253.92,286.39,276.48,311.25,316.79,336.75,318.92,358.26,367.24,379.14,354.36,418.68,397.17,411.36,393.82,"2,077",310.69,334.14,349.47,373.51,359.75,402.43,456.61,475.28,510.67,561.84,580.64,530.8,549.34,529.97
Operating Income,61.43,73.09,148.59,234.82,46.44,60.35,217.38,306.83,117.92,131.28,227.02,413.61,153.55,119.73,275.07,476.82,177.19,167.05,292.15,550.28,209.58,158.3,308.68,511.72,199.38,"-1,824.06",-595.41,-517.78,-546.88,-571.27,-605.1,-689.11,-686.87,-688.76,-396.8,-185.23,-280.97,10.72,272.55,523.32
Interest Expense / Income,24.63,31.17,31.86,32.28,56.44,50.99,52.45,49.78,68.69,59.75,68.42,60.66,88.02,52.96,64.2,66.34,84.31,59.7,72.99,69.54,68.18,73.5,65.97,60.19,73.21,68.91,114.54,139.66,159.21,824.44,137.26,161.21,950.02,327.69,144.38,152.33,177.12,171.26,177.69,181.2
Other Expense / Income,0.08,0.04,1.99,-1.04,14.12,30.14,3.72,1.73,11.08,-2.81,10.75,5.33,-4.98,2.82,5.61,3.26,-1.29,1.67,-12.92,-0.1,-9.3,0.43,-3.62,-10.25,7.28,-5.82,14.42,23.68,1.32,-27.24,-25.5,-4.72,-66.49,-38.12,-30.99,-31.46,24.01,8.96,8.04,-12.06
